IngreNo,IngreName,IngreSeason,IngreCal,IngreSubCatNo
JD0012,義大利麵,12,2.267207447,JD
JD0013,蒸煮麵,12,3.769230769,JD
JD0014,科學麵,12,2.790172101,JD
JD0015,泡麵,12,2.790172101,JD
JD0016,麵,12,2.790172101,JD
JD0017,碰皮麵,12,2.790172101,JD
JD0018,豆簽,12,3.333333333,JD
JD0019,通心粉,12,3.235962885,JD
JD0020,貓耳朵,12,2.790172101,JD
JD0021,雞絲麵,12,2.267207447,JD
JE0001,蕎麥,12,3.393333333,JE
JE0002,藜麥,12,3.393333333,JE
JE0003,小薏仁,12,3.64,JE
JE0004,薏仁,12,3.801180124,JE
JE0005,麥角,12,3.613140097,JE
JE0006,大麥,12,3.613140097,JE
JE0007,小麥,2,3.615,JE
JE0008,大麥仁,12,3.613140097,JE
JE0009,黑麥,12,3.615,JE
JE0010,綜合穀麥片,12,3.801180124,JE
JE0011,紅薏仁,12,3.801180124,JE
JE0012,燕麥,12,3.931428571,JE
JE0013,高梁,6,3.68,JE
JE0015,麥芽糖,12,3.31,JE
JE0016,麥芽精,12,3.31,JE
JE0017,玉米,12,1.773568736,JE
JE0018,玉米餅,12,3.796666667,JE
JE0019,玉米脆片,12,3.796666667,JE
JE0020,玉米粒,12,1.43978022,JE
JE0021,玉米醬,12,2.74,JE
JE0022,玉米粉,12,3.7,JE
JE0023,爆米花玉米,12,3.71,JE
JE0024,麥麩,12,3.931428571,JE
JE0025,麩片,12,3.931428571,JE
JF0001,寬冬粉,12,3.423140097,JF
JF0002,冬粉,12,3.423140097,JF
JF0003,葛粉,12,3.423140097,JF
JF0004,河粉,12,2.794285714,JF
JF0005,蕎麥麵,12,3.29,JF
JF0008,西米露,12,3.64,JF
JF0009,粉圓,12,1.35,JF
JF0010,脆圓,12,1.35,JF
JF0011,芋圓,12,1.35,JF
JF0013,地瓜圓,12,1.35,JF
JF0014,糯米飯,12,1.8,JF
JF0015,粥,12,0.5647172827,JF
JF0016,鍋粑,12,5.41,JF
JF0017,壽司,12,1.4,JF
JF0018,粽,12,2.33,JF
JF0019,甜粽,12,2.33,JF
JF0020,米糕,12,1.597474748,JF
JF0021,粉稞,12,0.72,JF
JF0022,甜八寶,12,1.12,JF
KA0001,食鹽,12,0.1125,KA
KA0002,海鹽,12,0.1125,KA
KA0003,椒鹽,12,0.1125,KA
KA0004,黑鹽,12,0.1125,KA
KA0005,梅鹽,12,0.1125,KA
KA0006,蒜辣鹽,12,0.1125,KA
KA0007,鰹魚鹽,12,0.1125,KA
KA0008,糖鹽,12,0.1125,KA
KA0009,砂糖,12,3.65,KA
KA0010,寡糖,12,2.436666667,KA
KA0011,葡萄糖,12,2.436666667,KA
KA0012,麻糬粉,12,2.48,KA
KA0013,芝麻糖粉,12,3.849761905,KA
KA0014,糖粉,12,3.849761905,KA
KA0015,二砂糖,12,3.064285714,KA
KA0016,蔗糖,12,3.849761905,KA
KA0017,果糖,12,2.470625824,KA
KA0018,冰糖,12,3.938503401,KA
KA0019,方糖,12,3.773174603,KA
KA0020,片糖,12,3.849761905,KA
KA0021,紅糖,12,3.751111111,KA
KA0022,代糖,12,3.849761905,KA
KA0023,蜂蜜,12,2.880720407,KA
KA0024,糖水,12,3.849761905,KA
KA0025,糖漿,12,3.134744624,KA
KA0026,龍舌蘭蜜,12,3.849761905,KA
KA0027,麥芽,12,3.268333333,KA
KA0028,荔枝蜜,12,2.880720407,KA
KA0029,椰糖,12,5.26,KA
KA0030,楓糖,12,2.596218638,KA
KA0031,桂花糖,12,2.436666667,KA
KA0032,麵衣,12,4,KA
KA0033,綿白糖,12,3.96,KA
KA0034,果醋,12,0.21,KA
KA0036,焦糖,12,3.8,KA
KA0037,焦糖粉,12,3.63,KA
KA0038,葡萄糖漿,12,3.134744624,KA
KA0039,檸檬糖漿,12,3.134744624,KA
KA0040,薄荷糖漿,12,3.134744624,KA
KA0041,醋,12,0.4166666667,KA
KA0042,土佐醋,12,0.31,KA
KA0043,白醋,12,0.0844444444,KA
KA0044,紅醋,12,0.31,KA
KA0045,白酒醋,12,0.095,KA
KA0046,紅酒醋,12,0.095,KA
KA0047,伍斯特醬,12,0.61,KA
KA0048,烏醋,12,0.66,KA
KA0049,香醋,12,0.415,KA
KA0050,油醋,12,0.4166666667,KA
KA0051,梅醋,12,1.35,KA
KA0052,甘醋,12,0.37,KA
KA0053,雪利醋,12,0.4166666667,KA
KA0054,糯米醋,12,0.3,KA
KA0055,義大利甜醋,12,0.4166666667,KA
KA0056,微酵多醣醋,12,0.4166666667,KA
KA0057,涼拌酢,12,0.4166666667,KA
KA0058,浙醋,12,0.4166666667,KA
KA0059,味精,12,2.87,KA
KA0060,蝦粉,12,0.4166666667,KA
KA0061,肉粉,12,3.47,KA
KA0062,嫩肉粉,12,2,KA
KA0063,沙嗲粉,12,2.52,KA
KA0064,酵素,12,3.46,KA
KA0065,酒,12,1.379310345,KA
KA0066,烈酒,12,2.111111111,KA
KA0067,白蘭地,12,2.26,KA
KA0068,威士忌,12,2.26,KA
KA0069,清酒,12,1.126760563,KA
KA0070,酒釀,12,1.17724026,KA
KA0071,蘭姆酒,12,1.379310345,KA
KA0072,紹興酒,12,1.223333333,KA
KA0073,貝禮詩奶酒,12,1.379310345,KA
KA0074,葡萄酒,12,0.8493450556,KA
KA0075,雪利酒,12,1.16,KA
KA0076,高梁酒,12,2.26,KA
KA0077,咖啡酒,12,1.379310345,KA
KA0078,米酒,12,1.188333333,KA
KA0079,啤酒,12,0.6964311138,KA
KA0080,小麥啤酒,12,0.6964311138,KA
KA0081,琴酒,12,2.75862069,KA
KA0082,蘋果酒,12,0.39,KA
KA0083,橙酒,12,1.16,KA
KA0084,氣泡酒,12,1.16,KA
KA0085,伏特加,12,2.651481482,KA
KA0086,馬祖老酒,12,2.111111111,KA
KA0087,茴香酒,12,1.379310345,KA
KA0088,燒酒,12,1.188333333,KA
KA0089,老土司,12,1.379310345,KA
KA0090,柑曼怡,12,1.223333333,KA
KA0091,紅露酒,12,1.379310345,KA
KA0092,龍舌蘭酒,12,1.379310345,KA
KA0093,君橙酒,12,1.379310345,KA
KA0094,醬酒,12,1.379310345,KA
KA0095,油,12,8.918,KA
KA0096,豬油,12,8.687103514,KA
KA0097,米油,12,8.867222222,KA
KA0098,植物油,12,8.832872456,KA
KA0099,苦茶油,12,8.918,KA
KA0100,玉米油,12,8.829338624,KA
KA0102,蠔油,12,2.280476191,KA
KA0103,酸奶油,12,2.118947368,KA
KA0104,麻油,12,8.702160494,KA
KA0105,奶油,12,6.581527125,KA
KA0106,乳瑪琳,12,7.926035869,KA
KA0108,酥油,12,8.6,KA
KA0109,紅油,12,8.6,KA
KA0110,橄欖油,12,8.777603175,KA
KA0111,芥子油,12,8.777603175,KA
KA0112,亞麻籽油,12,8.84,KA
KA0113,素耗油,12,2.280476191,KA
KA0114,熟油,12,8.918,KA
KA0115,豉油,12,0.452,KA
KA0116,蛋油,12,8.918,KA
KA0117,油蔥,12,5.14,KA
KA0118,蔥油,12,5.14,KA
KA0119,蒜苗,12,0.4801400063,KA
KA0120,蒜酥,12,5.14,KA
KA0121,白蒜,12,1.194954082,KA
KA0122,蒜,3,1.194954082,KA
KA0123,薑,5,0.5674995626,KA
KA0124,蔥,12,0.2741707317,KA
KA0125,韭蔥,12,2.25,KA
KA0126,乾蔥頭,12,5.14,KA
KA0127,蝦夷蔥,12,0.2717534247,KA
KA0128,薤,12,0.268,KA
KA0129,油蔥酥,12,5.14,KA
KA0130,紅蔥頭,2,0.81,KA
KA0131,香菜,12,0.9080379464,KA
KA0132,迷迭香,12,1,KA
KA0133,水,12,0,KA
KA0134,氣泡水,12,0,KA
KA0135,冰塊,12,0,KA
KA0136,鹼水,12,1,KA
KA0137,通寧水,12,0,KA
KA0138,出汁,12,0.51,KA
KA0139,芡水,12,1.132,KA
KA0140,沙薑,12,1.95,KA
KA0141,刺蔥粉,12,NA,KA
KA0142,太白粉,12,3.406666667,KA
KA0143,椰子粉,12,5.05,KA
KA0145,泡打粉,12,3.406666667,KA
KA0146,發酵粉,12,3.46,KA
KA0147,依士粉,12,NA,KA
KA0148,小蘇打粉,12,1.05,KA
KA0149,地瓜粉,12,3.42,KA
KA0150,紫薯粉,12,3.42,KA
KA0151,炸粉,12,3.41,KA
KA0152,塔塔粉,12,1.78,KA
KA0153,馬蹄粉,12,NA,KA
KA0154,酵母粉,12,2.572,KA
KA0155,卡士達粉,12,5.4,KA
KA0156,卡士達醬,12,4.8,KA
KA0157,黃豆粉,12,3.986666667,KA
KA0158,蛋黃粉,12,6.44,KA
KA0159,木瓜粉,12,3.28,KA
KA0160,麥芽粉,12,NA,KA
KA0161,雞精粉,12,2.29,KA
KA0162,咖哩,12,3.262222222,KA
KA0163,咖喱醬,12,1.92,KA
KA0164,五香粉,12,3.743333333,KA
KA0165,七味粉,12,4,KA
KA0166,十三香,12,3.48,KA
KA0167,七色粉,12,4,KA
KA0168,香蒜粉,12,3.465,KA
KA0169,豌豆粉,12,3.41,KA
KA0170,可可粉,12,3.363333333,KA
KA0171,抹茶粉,12,3.875,KA
KA0172,梅子粉,12,1.51,KA
KA0173,甘梅粉,12,1.51,KA
KA0174,甘梅,12,1.51,KA
KA0175,香草粉,12,3.43,KA
KA0176,番茜粉,12,NA,KA
KA0177,和風碳烤粉,12,NA,KA
KA0178,黃薑粉,12,NA,KA
KA0179,啤酒酵母,12,1.06,KA
KA0181,椰纖粉,12,4.65,KA
KA0183,青豆粉,12,3.33,KA
KA0184,黑豆粉,12,4.56,KA
KA0185,沿蔉粉,12,NA,KA
KA0186,豉汁,12,1.26,KA
KA0187,濃縮紅甜菜汁料理粉,12,NA,KA
KA0188,抹茶拉堤粉,12,NA,KA
KA0189,提拉米蘇慕斯粉,12,3.29,KA
KA0190,餅乾粉,12,NA,KA
KA0191,布蕾粉,12,NA,KA
KA0192,奶香粉,12,NA,KA
KA0193,椰粉,12,6.6,KA
KA0194,椰蓉,12,5.31,KA
KA0195,脆酥粉,12,3.6,KA
KA0196,蒸肉粉,12,3.42,KA
KA0197,香辣粉,12,NA,KA
KA0198,香草冰砂粉,12,NA,KA
KA0199,豆花粉,12,2.8,KA
KA0200,發糕粉,12,NA,KA
KA0201,慕斯粉,12,3.29,KA
KA0202,艾草粉,12,NA,KA
KA0203,竹炭粉,12,NA,KA
KA0204,蛋白粉,12,3.82,KA
KA0205,玫瑰花粉,12,3.98,KA
KA0206,素蛋粉,12,3.52,KA
KA0207,罌粟籽粉,12,NA,KA
KA0208,乾酪粉,12,NA,KA
KA0209,栗粉,12,3.3,KA
KA0211,丁香粉,12,3.455,KA
KA0212,白汁粉,12,3.78,KA
KA0213,珍珠粉,12,NA,KA
KA0214,柿霜,12,NA,KA
KA0215,玫瑰花露,12,0.32,KA
KA0216,紅趜醬,12,NA,KA
KA0217,醬鼓,12,NA,KA
KA0218,鹼油,12,NA,KA
KA0219,醬油露,12,0.89,KA
KA0220,香糟露,12,NA,KA
KA0221,老抽,12,0.63,KA
KA0222,生抽,12,0.6483333333,KA
KA0223,糟滷,12,NA,KA
KA0224,黃豆醬,12,1.065,KA
KA0225,醬油,12,0.6375,KA
KA0226,醬油膏,12,1.065,KA
KA0227,白蔭油,12,NA,KA
KA0228,白曝油,12,NA,KA
KA0229,素蠔油,12,1.5,KA
KA0230,蒜蓉蔥油膏,12,1.24,KA
KA0231,蔥油醬,12,NA,KA
KA0232,香豉醬,12,NA,KA
KA0233,蒜味醬,12,1.34027027,KA
KA0234,蒜味粉,12,2.76,KA
KA0235,醬爆醬,12,NA,KA
KA0236,薄鹽醬,12,NA,KA
KA0237,塔香油膏,12,1.17,KA
KA0239,沙茶醬,12,7.215,KA
KA0240,素沙茶醬,12,6.725,KA
KA0241,肉燥,12,3.94,KA
KA0242,肉醬,12,3.94,KA
KA0243,豬肉醬,12,3.063333333,KA
KA0244,烤肉醬,12,1.586,KA
KA0245,蕃茄醬,12,0.7677777778,KA
KA0246,蕃茄糊,12,0.88,KA
KA0247,蕃茄沙司,12,1.12,KA
KA0248,沙拉醬,12,5.431666667,KA
KA0249,和風醬,12,1.011111111,KA
KA0250,千島醬,12,3.8,KA
KA0251,凱薩醬,12,NA,KA
KA0252,花生醬,12,6.203245614,KA
KA0253,巧克力醬,12,6.3,KA
KA0254,雞醬,12,NA,KA
KA0255,甜麵醬,12,1.84,KA
KA0256,甜辣醬,12,1.161538462,KA
KA0257,春川燉雞塊調理醬,12,NA,KA
KA0258,XO醬,12,6,KA
KA0259,HP醬,12,NA,KA
KA0260,豆瓣醬,12,1.8,KA
KA0261,黑豆瓣醬,12,1.8,KA
KA0262,白豆醬,12,NA,KA
KA0263,豆酥醬,12,NA,KA
KA0264,海鮮醬,12,2.23,KA
KA0265,海山醬,12,0.9,KA
KA0266,柱侯醬,12,NA,KA
KA0267,紅糟醬,12,NA,KA
KA0268,抹茶醬,12,NA,KA
KA0269,果醬,12,2.895833333,KA
KA0270,果漿,12,NA,KA
KA0271,洛神醬,12,NA,KA
KA0272,咖哩醬,12,1.0075,KA
KA0273,奶油白醬,12,0.99,KA
KA0274,黃芥末醬,12,0.6525,KA
KA0275,照燒醬,12,NA,KA
KA0276,糖醋醬,12,1.345,KA
KA0277,葡萄醋,12,NA,KA
KA0278,麻婆醬,12,1.89,KA
KA0279,o急汁,12,NA,KA
KA0280,老虎醬,12,NA,KA
KA0281,中濃醬,12,NA,KA
KA0282,蒜香黑糊椒醬,12,NA,KA
KA0283,黑胡椒蘑菇醬,12,NA,KA
KA0284,義式花香醬,12,NA,KA
KA0285,酒醋膏,12,NA,KA
KA0286,紅醬,12,2.197530864,KA
KA0287,黃醬,12,1.342,KA
KA0288,白醬,12,0.99,KA
KA0289,青醬,12,0.95,KA
KA0290,炸醬,12,1.722222222,KA
KA0291,桔醬,12,1.35,KA
KA0292,橘子醬,12,1.35,KA
KA0293,梅醬,12,0.97,KA
KA0294,沙嗲醬,12,3.4,KA
KA0295,塔塔醬,12,NA,KA
KA0296,大阪燒醬汁,12,1.38,KA
KA0297,壽喜燒醬,12,NA,KA
KA0298,魚香醬,12,2.32,KA
KA0299,魚子醬,12,2.35,KA
KA0300,莎莎醬,12,0.2916666667,KA
KA0301,蛋黃醬,12,6.303939394,KA
KA0302,蛋奶醬,12,NA,KA
KA0303,黑龍炒醬,12,NA,KA
KA0304,京醬牛肉炒醬,12,2.028571429,KA
KA0305,油蔥萬用醬,12,NA,KA
KA0306,五味醬,12,2.875,KA
KA0307,胡麻醬,12,NA,KA
KA0308,菌菇醬,12,NA,KA
KA0309,欖仁醬,12,NA,KA
KA0310,香柚醬,12,NA,KA
KA0311,香樁醬,12,NA,KA
KA0312,奇香醬,12,NA,KA
KA0313,宮保醬,12,NA,KA
KA0314,麻婆豆腐淋醬,12,1.28,KA
KA0315,蜜汁醬,12,NA,KA
KA0316,明太子醬,12,3.8,KA
KA0317,褐醬,12,NA,KA
KA0318,酒糖液,12,NA,KA
KA0319,南乳汁,12,0.7,KA
KA0320,香酒汁,12,NA,KA
KA0321,辣鮮露,12,NA,KA
KA0322,烤鴨醬,12,NA,KA
KA0323,叻沙醬,12,NA,KA
KA0324,西汁,12,NA,KA
KA0325,鮮味露,12,0.81,KA
KA0326,鮮味粉,12,NA,KA
KA0327,海鮮粉,12,NA,KA
KA0328,豆醬醃床,12,NA,KA
KA0329,爆香調味醬,12,1.964912281,KA
KA0331,酸甜醬,12,NA,KA
KA0332,黑醬,12,NA,KA
KA0333,墨魚醬,12,NA,KA
KA0334,肝醬,12,NA,KA
KA0335,酸枳醬,12,NA,KA
KA0336,荷蘭醬,12,6.303939394,KA
KA0337,四色調味醬,12,NA,KA
KA0338,卡非醬,12,NA,KA
KA0339,親子丼醬,12,NA,KA
KA0340,燒肉丼醬,12,NA,KA
KA0341,韓國辣炒醬,12,NA,KA
KA0342,韓國大醬,12,NA,KA
KA0343,醃醬,12,NA,KA
KA0344,春捲醬,12,NA,KA
KA0345,蒜蓉醬,12,2.791111111,KA
KA0346,蒜蓉酥,12,NA,KA
KA0347,大醬,12,1.31,KA
KA0348,味增醬,12,2,KA
KA0349,春捲沾醬,12,NA,KA
KA0350,壺底蔭醬,12,1.37,KA
KA0351,香蝦拌醬,12,NA,KA
KA0352,蘋果醬,12,2.27,KA
KA0353,果律醬,12,NA,KA
KA0354,焦糖醬,12,NA,KA
KA0355,海膽醬,12,NA,KA
KA0356,香草醬,12,2.51,KA
KA0357,燒雞醬,12,NA,KA
KA0358,煎餅沾醬,12,NA,KA
KA0359,乾燒醬,12,NA,KA
KA0360,粑粑絲醬,12,NA,KA
KA0361,柚醋醬,12,NA,KA
KA0362,酸橙醋,12,NA,KA
KA0363,打拋醬,12,NA,KA
KA0364,三杯醬,12,NA,KA
KA0365,怪味醬,12,NA,KA
KA0366,串燒醬,12,NA,KA
KA0367,雞卷沾醬,12,NA,KA
KA0368,粗豆醬,12,NA,KA
KA0369,核桃酪甜醬,12,NA,KA
KA0370,柚庵醬,12,NA,KA
KA0371,蠔醬,12,NA,KA
KA0372,A1醬,12,1.06,KA
KA0373,莓醬,12,2.693333333,KA
KA0374,廣式沾醬,12,NA,KA
KA0375,卡夫奇妙醬,12,3,KA
KA0376,天婦羅沾醬,12,4.42,KA
KA0377,摩卡醬,12,NA,KA
KA0378,馬麥醬,12,NA,KA
KA0379,白拌醬,12,2,KA
KA0380,韓式拌醬,12,NA,KA
KA0381,義大利醬,12,2.82,KA
KA0382,年糕醬,12,NA,KA
KA0383,紐奧良沾醬,12,NA,KA
KA0384,緬甸酸豆醬,12,NA,KA
KA0385,尼斯醬,12,NA,KA
KA0386,醉雞汁,12,NA,KA
KA0387,特製醬料,12,NA,KA
KA0388,台灣搵醬,12,NA,KA
KA0389,牛腩醬,12,NA,KA
KA0390,廣東油雞淋醬,12,NA,KA
KA0391,墨西哥醬,12,NA,KA
KA0392,加多加多醬,12,NA,KA
KA0393,香糟蒸醬,12,NA,KA
KA0394,香草籽醬,12,5.36,KA
KA0395,BB醬,12,1,KA
KA0396,豬骨醬,12,NA,KA
KA0397,紅燒汁,12,NA,KA
KA0398,花果香料醬,12,NA,KA
KA0399,英國伍斯塔醬,12,0.78,KA
KA0400,辛奇醬,12,NA,KA
KA0401,韓式燉醬,12,NA,KA
KA0402,海鮮涮涮鍋醬,12,NA,KA
KA0403,月見沾醬,12,3.13,KA
KA0404,客家豆醬,12,NA,KA
KA0405,調理素肉漿,12,4.41,KA
KA0406,黑輪沾醬,12,NA,KA
KA0407,桔利蜜,12,NA,KA
KA0408,山海醬,12,NA,KA
KA0409,金平醬,12,NA,KA
KA0410,藍花汁,12,NA,KA
KA0411,原味醬包,12,NA,KA
KA0412,青紫蘇調味醬,12,0.8,KA
KA0413,紅李沾醬,12,NA,KA
KA0414,PIZZA醬,12,NA,KA
KA0415,乳香醬,12,NA,KA
KA0416,TABASCO,12,0.13,KA
KA0417,鬱金粉,12,3.425,KA
KA0418,葛鬱金粉,12,3.425,KA
KA0419,紫羅蘭粉,12,3.425,KA
KA0420,胡椒粉,12,3.385,KA
KA0422,辣椒,12,0.9670568825,KA
KA0423,五彩辣椒,12,0.9670568825,KA
KA0424,辣椒乾,12,1.97,KA
KA0425,辣椒水,12,0,KA
KA0426,辣椒粉,12,3.092777778,KA
KA0427,辣油,12,8.034,KA
KA0428,辣椒醬,12,0.8341666667,KA
KA0429,花椒,12,3.156666667,KA
KA0430,青花椒,12,3.156666667,KA
KA0431,芥末,12,3.815,KA
KA0432,山葵,12,2.55,KA
KA0433,山葵葉,12,2.55,KA
KA0434,辣根,12,0.48,KA
KA0435,牛小椒,12,3.156666667,KA
KA0436,馬告,12,NA,KA
KA0437,莓果粉,12,3.86,KA
KA0438,豉椒醬,12,NA,KA
KA0439,三巴醬,12,NA,KA
KA0440,桂花醬,12,NA,KA
KA0441,玫瑰花醬,12,2.36,KA
KA0442,鰹魚水,12,0,KA
KA0443,蘇打水,12,0,KA
KA0444,鹽水,12,0,KA
KA0445,蜂蜜水,12,0.15,KA
KA0446,鹵水,12,0,KA
KA0447,鹽麴,12,NA,KA
KA0448,檸檬酪,12,NA,KA
KA0449,酸辣湯塊,12,NA,KA
KA0450,克林姆餡,12,NA,KA
KA0451,歐利歐夾心餡,12,5.2,KA
KA0452,美乃滋,12,4.416666667,KA
KA0453,蘑菇醬,12,0.59,KA
KA0454,海鮮塊,12,NA,KA
KA0455,清湯,12,0.706,KA
KA0456,雞汁,12,NA,KA
KA0457,素湯頭,12,0.706,KA
KA0458,奶香湯頭,12,NA,KA
KA0459,雞湯,12,0.8266666667,KA
KA0460,高湯,12,0.4894206056,KA
KA0461,素高湯,12,0.34,KA
KA0462,冬陰功,12,NA,KA
KA0463,蝦油,12,7.8,KA
KA0464,鮮雞晶,12,2.5,KA
KA0465,米霖,12,2.18,KA
KA0466,味醂,12,2.2,KA
KA0467,香菇精,12,NA,KA
KA0468,嫩精,12,NA,KA
KA0469,改良劑,12,NA,KA
KA0470,紅潤釀,12,NA,KA
KA0471,醃味料,12,3.32,KA
KA0472,乳化劑,12,NA,KA
KA0473,吉利丁,12,3.41,KA
KA0474,吉利T,12,2.78,KA
KA0475,洋菜粉,12,3.11,KA
KA0476,茶凍粉,12,3.11,KA
KA0477,寒天粉,12,3,KA
KA0478,藍藻粉,12,NA,KA
KA0479,果膠,12,0.11,KA
KA0480,蜂膠,12,NA,KA
KA0481,亮光膠,12,NA,KA
KA0482,杏桃醬,12,NA,KA
KA0483,藍梅醬,12,NA,KA
KA0484,膠凍,12,NA,KA
KA0485,濃湯粉,12,NA,KA
KA0486,調味粉包,12,2.64,KA
KA0487,Taco調味粉,12,2.64,KA
KA0488,中華調味粉,12,2.64,KA
KA0489,韓式甘味調味粉,12,2.64,KA
KA0490,美式綜合調味粉,12,2.64,KA
KA0491,醃肉調味粉,12,2.64,KA
KA0492,鮮味炒手,12,2.64,KA
KA0493,烹大師堅魚風味,12,2.64,KA
KA0494,義式調味粉,12,2.64,KA
KA0495,日式料理粉,12,2.64,KA
KA0496,酒麴,12,1,KA
KA0497,酒粕,12,1,KA
KA0498,紅糟,12,1,KA
KA0499,白酒麴,12,1,KA
KA0500,白芝麻,12,5.985,KA
KA0501,芝麻,12,5.9,KA
KA0502,黑芝麻粉,12,2.76,KA
KA0503,芝麻醬,12,6.065,KA
KA0504,甘草粉,12,3.61,KA
KA0505,甘草,12,2.03,KA
KA0506,肉桂,12,2.423333333,KA
KA0507,肉桂粉,12,2.47,KA
KA0508,小茴香,12,0.8329147287,KA
KA0509,蒔蘿,12,1.48,KA
KA0510,蒔蘿粉,12,1.48,KA
KA0511,葛縷子,12,0.26,KA
KA0512,巴西里,12,0,KA
KA0513,草果,12,0.56,KA
KA0514,刺山柑,12,0.26,KA
KA0515,刺柏,12,0.26,KA
KA0516,酸豆,12,1.395,KA
KA0517,豆蔻,12,4.275,KA
KA0518,荳蔻粉,12,4.31,KA
KA0520,孜然,12,1.62,KA
KA0521,赤查某,12,0.26,KA
KA0522,辣木,12,0.26,KA
KA0523,葛樓子,12,0.26,KA
KA0524,蓮葉,12,0.26,KA
KA0525,香料,12,2.64,KA
KA0526,西式香料,12,2.64,KA
KA0527,義大利香料,12,3.68,KA
KA0528,印度香料,12,2.64,KA
KA0529,泰式香料,12,2.64,KA
KA0530,美國西南方風味香料粉,12,2.64,KA
KA0531,墨西哥香料,12,2.64,KA
KA0532,法式香料,12,2.64,KA
KA0533,鹽焗雞香料粉,12,2.64,KA
KA0534,西洋香料,12,2.64,KA
KA0535,桂花香料,12,2.64,KA
KA0536,摩洛哥香料,12,2.64,KA
KA0537,海鮮香料,12,2.64,KA
KA0538,烤雞粉,12,2.64,KA
KA0539,紅花,12,2.2,KA
KA0540,龍蒿,12,2.95,KA
KA0541,菩提葉,12,0.26,KA
KA0542,月桂葉,12,3.13,KA
KA0543,薰衣草,12,0.26,KA
KA0544,薄荷葉,12,0.762,KA
KA0545,杭菊,12,0.26,KA
KA0546,甜葉菊,12,0.26,KA
KA0547,藿香,12,1.89,KA
KA0548,荷葉,12,0.26,KA
KA0550,奧勒岡,12,2.555,KA
KA0551,九層塔,12,0.5166171267,KA
KA0552,甜蘿勒,12,0.5166171267,KA
KA0553,叻沙葉,12,0.26,KA
KA0554,咖哩葉,12,0.26,KA
KA0556,棕櫚葉,12,0.26,KA
KA0557,香蕉葉,12,0.26,KA
KA0558,烏芭葉,12,0.26,KA
KA0559,七里香,12,2.87,KA
KA0560,麝香草,12,1.256666667,KA
KA0561,七葉蘭,12,0.26,KA
KA0562,木糖醇,12,0.63,KA
KA0563,山藥粉,12,3.1,KA
KA0564,百草粉,12,3.4,KA
KA0565,馬郁蘭,12,0,KA
KA0566,馬鞭草,12,0.26,KA
KA0567,蛇舌草,12,0.26,KA
KA0568,黑罌栗,12,0.26,KA
KA0569,盤龍蔘,12,0.26,KA
KA0570,龍蒿葉,12,0.26,KA
KA0571,蕺菜,12,0.2775,KA
KA0572,檳榔嫩莖,12,0.31,KA
KA0573,藤三七,12,0.29,KA
KA0574,欖角,12,0.26,KA
KA0575,蘿蔔葉,12,0.49,KA
KA0576,香草,12,0.31,KA
KA0577,香茅,12,0.7033333333,KA
KA0578,香草精,12,0.47,KA
KA0579,蘭姆精,12,NA,KA
KA0580,梅精,12,1.058,KA
KA0581,橄欖,1,0.5575,KA
KA0582,綠橄欖,12,1.45,KA
KA0583,玫瑰露,12,0.32,KA
KA0584,蕃紅花粉,12,3.1,KA
KA0585,鼠尾草,12,0.37,KA
KA0587,杜卡,12,4.89,KA
KA0588,炸香料,12,2.26,KA
KA0589,肯瓊粉,12,NA,KA
KA0590,桑葉,12,0.24,KA
KA0591,車前草,12,0.25,KA
KA0592,柚子葉,12,0.26,KA
KA0593,茶末,12,5.25,KA
KA0594,泡椒,12,NA,KA
KA0595,石古子,12,0.6,KA
KA0596,泰式涼拌醬,12,NA,KA
KA0597,酸辣醬,12,NA,KA
KA0598,辣拌醬,12,1,KA
KA0599,宮保雞丁醬,12,2.13,KA
KA0600,魯肉罐頭,12,3.97,KA
KA0601,滷汁,12,3.97,KA
KA0602,肉汁,12,3.97,KA
KA0603,醬汁,12,0.515,KA
KA0604,亨氏調味汁,12,0.91,KA
KA0605,鮮辣淋汁,12,NA,KA
KA0606,滷水,12,3.97,KA
KA0607,粉漿,12,4.41,KA
KA0609,望羅子汁,12,NA,KA
KA0610,筍醬,12,NA,KA
KA0611,天婦羅沾料,12,NA,KA
KA0612,火鍋沾料,12,NA,KA
KA0613,優酪蝦球調味汁,12,1.51,KA
KA0614,當歸湯汁,12,3.93,KA
KA0615,油包,12,3.93,KA
KA0616,橙皮,12,0.97,KA
KA0617,蜜漬橙皮丁,12,3.38,KA
KA0618,檸檬皮,12,0.47,KA
KA0619,桔香料,12,3.3,KA
KA0620,白蒲鉾,12,0.26,KA
KA0621,紅蒲鉾,12,0.26,KA
KA0622,百合,12,0.2612967033,KA
KA0623,芙蓉花,12,0.26,KA
KA0624,櫻花,12,0.26,KA
KA0625,桂花,12,0.26,KA
KA0626,洛神花,2,0.26,KA
KA0627,菊花,12,0.1726808511,KA
KA0628,蘿蔔花,12,0.26,KA
KA0629,花萼,12,0.26,KA
KA0630,蘋果花,12,0.26,KA
KA0631,玫瑰花,12,0.26,KA
KA0632,金銀花,12,0.26,KA
KA0633,蓮花,12,0.26,KA
KA0635,蒜花,2,0.61,KA
KA0636,曇花,12,0.26,KA
KA0637,雞蛋花,12,0.26,KA
KA0638,胡蘿蔔花,12,0.26,KA
KA0639,接骨木花,12,0.26,KA
KA0640,洋甘菊,12,0.26,KA
KA0641,甜菊,12,0,KA
KA0642,食用菊,12,0.26,KA
KA0643,黃金菊,12,0.26,KA
