,V1,V2,IngreNo,IngreSeason,IngreCal,IngreSubCatNo
1155,七層塔,1,IC0101,12,0.18,I
1156,猴尾仔,1,IC0102,12,1,I
1157,月桃葉,3,IC0103,12,1,I
1158,牛蒡,236,IC0105,3,0.98,I
1159,人蔘,51,IC0107,12,1,I
1160,蔘鬚,102,IC0108,12,1,I
1161,丹蔘,1,IC0109,12,1,I
1162,烏蔘,7,IC0110,12,0.98,I
1163,西洋參,5,IC0111,12,1,I
1164,桑枝,1,IC0112,12,1,I
1165,川七,6,IC0113,12,0.12,I
1166,蚌蘭,2,IC0114,12,1,I
1167,雷公草,1,IC0115,12,1,I
1168,甘露子,19,IC0116,12,1.22,I
1169,五爪金英,2,IC0117,12,1,I
1170,火炭母草,NA,IC0118,12,1,I
1171,何首烏藥包,1,IC0119,12,1,I
1172,藥燉包,35,IC0120,12,1,I
1173,十全藥包,8,IC0121,12,1,I
1174,五香包,1,IC0122,12,1,I
1175,八珍中藥包,3,IC0123,12,1,I
1176,四神中藥包,1,IC0124,12,1,I
1177,四物藥包,13,IC0125,12,1,I
1178,東阿阿膠,1,IC0126,12,1,I
1179,藥燉排骨藥包,3,IC0127,12,1,I
1180,當歸藥包,272,IC0128,12,1,I
1181,高麗蔘藥包,1,IC0129,12,1,I
1182,黃花蜜菜,3,IC0130,12,1,I
1183,通草,1,IC0131,12,1,I
1184,虎尾草,1,IC0132,12,1,I
1185,甜珠草,1,IC0133,12,1,I
1186,金線蓮,3,IC0134,12,1,I
1187,紫草,1,IC0135,12,1,I
1188,米,1714,JA0001,12,3.281851852,J
1189,秈米,31,JA0002,12,3.463333333,J
1190,梗米,214,JA0003,12,3.441666667,J
1191,糯米,539,JA0004,12,3.535,J
1192,紫糯米,11,JA0005,12,3.575,J
1193,黑糯米,26,JA0006,12,3.575,J
1194,紅糯米,19,JA0007,12,3.575,J
1195,古斯米,8,JA0008,12,3.575,J
1196,珍珠米,11,JA0009,12,3.575,J
1197,紅麴米,9,JA0010,12,3.575,J
1198,小米,60,JA0011,4,3.616666667,J
1199,薏米,9,JA0012,12,3.57,J
1200,糙米,138,JA0013,12,3.59,J
1201,燉飯米,6,JA0014,12,3.575,J
1202,胚芽米,14,JA0015,12,3.57,J
1203,紫米,129,JA0016,12,3.33,J
1204,發芽米,10,JA0017,12,3.5,J
1205,庫司庫司,8,JA0018,12,3.5,J
1206,彩米,8,JA0019,12,3.5,J
1207,黃米,3,JA0020,12,3.443333333,J
1208,牧師米,5,JA0021,12,3.5,J
1209,飯,2146,JA0022,12,1.8,J
1210,胚芽米飯,11,JA0023,12,1.8,J
1211,隔夜飯,140,JA0024,12,1.8,J
1212,麵粉,1758,JB0001,12,3.64,J
1213,麥粉,102,JB0002,12,3.61,J
1214,澄粉,2,JB0003,12,3.61,J
1215,穀粉,7,JB0004,12,3.61,J
1216,蒸粉,1,JB0005,12,3.61,J
1217,麵包粉,725,JB0006,12,3.72,J
1218,糯米粉,528,JB0007,12,3.61,J
1219,十穀粉,2,JB0008,12,3.61,J
1220,粉心粉,3,JB0009,12,3.61,J
1221,脆漿粉,47,JB0010,12,3.61,J
1222,螺絲粉,1,JB0011,12,3.61,J
1223,糕仔粉,4,JB0012,12,3.61,J
1224,鬆餅粉,385,JB0013,12,3.61,J
1225,白玉粉,3,JB0014,12,3.61,J
1226,酥心粉,1,JB0015,12,3.61,J
1227,去筋麵粉,93,JB0016,12,3.61,J
1228,低筋麵粉,5514,JB0017,12,3.635,J
1229,中筋麵粉,2175,JB0018,12,3.61,J
1230,高筋麵粉,2294,JB0019,12,3.615,J
1231,全麥麵粉,222,JB0020,12,3.61,J
1232,雞蛋糕粉,10,JB0021,12,3.61,J
1233,銅鑼燒粉,4,JB0022,12,3.61,J
1234,道明寺粉,1,JB0023,12,3.61,J
1235,芙蓉糕粉,1,JB0024,12,3.61,J
1236,法國麵粉,23,JB0025,12,3.61,J
1237,天婦羅粉,2,JB0026,12,3.61,J
1238,韓式煎餅粉,13,JB0027,12,3.61,J
1239,埔里米粉,3,JC0001,12,3.55,J
1240,米粉,303,JC0002,12,2.832333138,J
1241,新竹米粉,9,JC0003,12,3.55,J
1242,米線,10,JC0004,12,3.55,J
1243,米干,NA,JC0005,12,3.55,J
1244,米苔目,21,JC0006,12,1.04103022,J
1245,粄條,72,JC0007,12,3.55,J
1246,蘿蔔糕,88,JC0009,12,1.102407407,J
1247,年糕,88,JC0010,12,1.826666667,J
1248,寧波年糕,20,JC0011,12,2.19,J
1249,韓國年糕,24,JC0012,12,2.19,J
1250,日式年糕,2,JC0013,12,2.19,J
1251,油粿,NA,JC0014,12,2,J
1252,粿,34,JC0015,12,2,J
1253,草仔粿,NA,JC0016,12,2,J
1254,菜頭粿,1,JC0017,12,2,J
1255,芋粿,NA,JC0018,12,2.352941177,J
1256,湯圓,159,JC0019,12,3.51,J
1257,元宵,8,JC0020,12,4,J
1258,麻糬,79,JC0022,12,4,J
1259,紅龜粿,NA,JC0023,12,2.5,J
1260,米紙,12,JC0024,12,0.2,J
1261,糯米紙,9,JC0025,12,0.2,J
1262,在來米粉,343,JC0026,12,3.52,J
1263,米漿粉,NA,JC0027,12,4.41,J
1264,米漿,8,JC0028,12,0.6070833333,J
1265,米果,7,JC0029,12,4.86,J
1266,趖,4,JC0030,12,4.86,J
1267,春捲皮,93,JC0032,12,2.343137255,J
1268,塔克皮,1,JC0033,12,2.5,J
1269,潤餅皮,10,JC0034,12,2.5,J
1270,刈包皮,1,JC0035,12,2.5,J
1271,扁食皮,1,JC0036,12,2.5,J
1272,煎包皮,1,JC0037,12,2.5,J
1273,湯包皮,1,JC0038,12,2.5,J
1274,餛飩皮,119,JC0039,12,2.343137255,J
1275,煎餃皮,1,JC0040,12,2.5,J
1276,水餃皮,252,JC0041,12,2.905797102,J
1277,甜塔皮,4,JC0043,12,2.5,J
1278,起酥片,64,JC0044,12,2.5,J
1279,酥皮,200,JC0045,12,2.5,J
1280,粉皮,21,JC0046,12,0.625,J
1281,塔皮,165,JC0047,12,2.5,J
1282,餅皮,85,JC0048,12,2.5,J
1283,燒賣皮,8,JC0049,12,2.5,J
1284,披薩皮,28,JC0050,12,2.5,J
1285,冰皮粉,3,JC0051,12,2.5,J
1286,麻吉皮,4,JC0052,12,2.5,J
1287,雪娘皮,1,JC0053,12,2.5,J
1288,中式麵餅,5,JC0054,12,2.45,J
1289,中東麵餅,20,JC0055,12,2.5,J
1290,墨西哥餅皮,6,JC0056,12,2.5,J
1291,麵糊,192,JC0057,12,2.57,J
1292,麵糰,328,JC0058,12,2.57,J
1293,湯種,42,JC0059,12,2.727155172,J
1294,酸種,2,JC0060,12,2.727155172,J
1295,蛋捲糊,3,JC0061,12,1.221570622,J
1296,熟麥仔,1,JC0062,12,2.727155172,J
1297,澱粉條,1,JC0063,12,2.727155172,J
1298,修飾澱粉,1,JC0064,12,2.727155172,J
1299,烤麩,18,JC0065,12,1.221570622,J
1300,穀粒,4,JC0066,12,1.221570622,J
1301,油條,104,JC0067,12,3.92361204,J
1302,饅頭,68,JC0068,12,2.236967454,J
1303,五穀饅頭,1,JC0069,12,2.236967454,J
1304,銀絲卷,3,JC0070,12,3.25974359,J
1305,土司,1280,JC0071,12,2.727155172,J
1306,土司邊,16,JC0072,12,2.727155172,J
1307,厚片吐司,208,JC0073,12,2.727155172,J
1308,肉鬆土司,1,JC0074,12,3.01,J
1309,貝果,59,JC0075,12,2.703467909,J
1310,圓餅,6,JC0076,12,2.2,J
1311,餐包,15,JC0077,12,2.779310345,J
1312,麵包,288,JC0078,12,3.016666667,J
1313,披薩,219,JC0079,12,2.779310345,J
1314,巧巴達,3,JC0080,12,2.779310345,J
1315,法國麵包,121,JC0081,12,2.962962963,J
1316,漢堡麵包,55,JC0082,12,2.779310345,J
1317,雜糧麵包,6,JC0083,12,3.05,J
1318,什穀雜糧,2,JC0084,12,3.05,J
1319,穀類,1,JC0085,12,3.89,J
1320,麥片,4,JC0086,12,3.89,J
1321,穀片,79,JC0087,12,3.89,J
1322,脆片,22,JC0088,12,3.89,J
1323,餅乾,144,JC0089,12,4.795714286,J
1324,派餅,1,JC0090,12,4.795714286,J
1325,磨牙餅,1,JC0091,12,4.795714286,J
1326,蘇打餅,36,JC0092,12,3.585224138,J
1327,焦糖脆餅,2,JC0093,12,4.795714286,J
1328,夾心餅乾,12,JC0094,12,4.95,J
1329,威化餅乾,5,JC0095,12,4.795714286,J
1330,消化餅乾,230,JC0096,12,4.988,J
1331,手指餅乾,49,JC0097,12,4.795714286,J
1332,Oreo餅乾,90,JC0098,12,4.795714286,J
1333,巧克力餅乾,26,JC0099,12,4.795714286,J
1334,義大利脆硬餅,1,JC0100,12,4.795714286,J
1335,麵線,207,JD0001,12,3.123936782,J
1336,蔬菜麵,24,JD0002,12,3.515,J
1337,油麵,197,JD0003,12,2.25568005,J
1338,意麵,45,JD0004,12,2.88,J
1339,雞蛋麵,40,JD0005,12,3.55,J
1340,麵片,3,JD0006,12,3.123936782,J
1341,麵疙瘩,12,JD0007,12,3.123936782,J
1342,拉麵,258,JD0008,12,2.983103448,J
1343,素麵,12,JD0009,12,3.123936782,J
1344,烏龍麵,191,JD0010,12,0.9675527426,J
1345,刀削麵,14,JD0011,12,2.685,J
1346,義大利麵,828,JD0012,12,2.267207447,J
1347,蒸煮麵,2,JD0013,12,3.769230769,J
1348,科學麵,7,JD0014,12,2.790172101,J
1349,泡麵,136,JD0015,12,2.790172101,J
1350,麵,2020,JD0016,12,2.790172101,J
1351,碰皮麵,2,JD0017,12,2.790172101,J
1352,豆簽,3,JD0018,12,3.333333333,J
1353,通心粉,78,JD0019,12,3.235962885,J
1354,貓耳朵,2,JD0020,12,2.790172101,J
1355,雞絲麵,13,JD0021,12,2.267207447,J
1356,蕎麥,39,JE0001,12,3.393333333,J
1357,藜麥,28,JE0002,12,3.393333333,J
1358,小薏仁,7,JE0003,12,3.64,J
1359,薏仁,166,JE0004,12,3.801180124,J
1360,麥角,3,JE0005,12,3.613140097,J
1361,大麥,54,JE0006,12,3.613140097,J
1362,小麥,66,JE0007,2,3.615,J
1363,大麥仁,7,JE0008,12,3.613140097,J
1364,黑麥,12,JE0009,12,3.615,J
1365,綜合穀麥片,2,JE0010,12,3.801180124,J
1366,紅薏仁,8,JE0011,12,3.801180124,J
1367,燕麥,287,JE0012,12,3.931428571,J
1368,高梁,33,JE0013,6,3.68,J
1369,麥芽糖,4,JE0015,12,3.31,J
1370,麥芽精,14,JE0016,12,3.31,J
1371,玉米,632,JE0017,12,1.773568736,J
1372,玉米餅,5,JE0018,12,3.796666667,J
1373,玉米脆片,51,JE0019,12,3.796666667,J
1374,玉米粒,864,JE0020,12,1.43978022,J
1375,玉米醬,74,JE0021,12,2.74,J
1376,玉米粉,1539,JE0022,12,3.7,J
1377,爆米花玉米,3,JE0023,12,3.71,J
1378,麥麩,3,JE0024,12,3.931428571,J
1379,麩片,NA,JE0025,12,3.931428571,J
1380,寬冬粉,14,JF0001,12,3.423140097,J
1381,冬粉,535,JF0002,12,3.423140097,J
1382,葛粉,14,JF0003,12,3.423140097,J
1383,河粉,63,JF0004,12,2.794285714,J
1384,蕎麥麵,54,JF0005,12,3.29,J
1385,西米露,20,JF0008,12,3.64,J
1386,粉圓,96,JF0009,12,1.35,J
1387,脆圓,2,JF0010,12,1.35,J
1388,芋圓,21,JF0011,12,1.35,J
1389,地瓜圓,13,JF0013,12,1.35,J
1390,糯米飯,5,JF0014,12,1.8,J
1391,粥,64,JF0015,12,0.5647172827,J
1392,鍋粑,12,JF0016,12,5.41,J
1393,壽司,157,JF0017,12,1.4,J
1394,粽,4,JF0018,12,2.33,J
1395,甜粽,NA,JF0019,12,2.33,J
1396,米糕,4,JF0020,12,1.597474748,J
1397,粉稞,1,JF0021,12,0.72,J
1398,甜八寶,1,JF0022,12,1.12,J
1399,食鹽,24400,KA0001,12,0.1125,K
1400,海鹽,777,KA0002,12,0.1125,K
1401,椒鹽,725,KA0003,12,0.1125,K
1402,黑鹽,1,KA0004,12,0.1125,K
1403,梅鹽,1,KA0005,12,0.1125,K
1404,蒜辣鹽,1,KA0006,12,0.1125,K
1405,鰹魚鹽,1,KA0007,12,0.1125,K
1406,糖鹽,4,KA0008,12,0.1125,K
1407,砂糖,23221,KA0009,12,3.65,K
1408,寡糖,2,KA0010,12,2.436666667,K
1409,葡萄糖,5,KA0011,12,2.436666667,K
1410,麻糬粉,1,KA0012,12,2.48,K
1411,芝麻糖粉,1,KA0013,12,3.849761905,K
1412,糖粉,1937,KA0014,12,3.849761905,K
1413,二砂糖,544,KA0015,12,3.064285714,K
1414,蔗糖,14,KA0016,12,3.849761905,K
1415,果糖,339,KA0017,12,2.470625824,K
1416,冰糖,1869,KA0018,12,3.938503401,K
1417,方糖,6,KA0019,12,3.773174603,K
1418,片糖,18,KA0020,12,3.849761905,K
1419,紅糖,1112,KA0021,12,3.751111111,K
1420,代糖,4,KA0022,12,3.849761905,K
1421,蜂蜜,1725,KA0023,12,2.880720407,K
1422,糖水,86,KA0024,12,3.849761905,K
1423,糖漿,179,KA0025,12,3.134744624,K
1424,龍舌蘭蜜,12,KA0026,12,3.849761905,K
1425,麥芽,415,KA0027,12,3.268333333,K
1426,荔枝蜜,2,KA0028,12,2.880720407,K
1427,椰糖,104,KA0029,12,5.26,K
1428,楓糖,156,KA0030,12,2.596218638,K
1429,桂花糖,5,KA0031,12,2.436666667,K
1430,麵衣,20,KA0032,12,4,K
1431,綿白糖,16,KA0033,12,3.96,K
1432,果醋,173,KA0034,12,0.21,K
1433,焦糖,45,KA0036,12,3.8,K
1434,焦糖粉,1,KA0037,12,3.63,K
1435,葡萄糖漿,5,KA0038,12,3.134744624,K
1436,檸檬糖漿,1,KA0039,12,3.134744624,K
1437,薄荷糖漿,3,KA0040,12,3.134744624,K
1438,醋,1009,KA0041,12,0.4166666667,K
1439,土佐醋,2,KA0042,12,0.31,K
1440,白醋,1392,KA0043,12,0.0844444444,K
1441,紅醋,11,KA0044,12,0.31,K
1442,白酒醋,71,KA0045,12,0.095,K
1443,紅酒醋,95,KA0046,12,0.095,K
1444,伍斯特醬,107,KA0047,12,0.61,K
1445,烏醋,1290,KA0048,12,0.66,K
1446,香醋,48,KA0049,12,0.415,K
1447,油醋,61,KA0050,12,0.4166666667,K
1448,梅醋,16,KA0051,12,1.35,K
1449,甘醋,4,KA0052,12,0.37,K
1450,雪利醋,1,KA0053,12,0.4166666667,K
1451,糯米醋,52,KA0054,12,0.3,K
1452,義大利甜醋,19,KA0055,12,0.4166666667,K
1453,微酵多醣醋,1,KA0056,12,0.4166666667,K
1454,涼拌酢,1,KA0057,12,0.4166666667,K
1455,浙醋,4,KA0058,12,0.4166666667,K
1456,味精,688,KA0059,12,2.87,K
1457,蝦粉,7,KA0060,12,0.4166666667,K
1458,肉粉,NA,KA0061,12,3.47,K
1459,嫩肉粉,11,KA0062,12,2,K
1460,沙嗲粉,2,KA0063,12,2.52,K
1461,酵素,17,KA0064,12,3.46,K
1462,酒,2576,KA0065,12,1.379310345,K
1463,烈酒,2,KA0066,12,2.111111111,K
1464,白蘭地,153,KA0067,12,2.26,K
1465,威士忌,34,KA0068,12,2.26,K
1466,清酒,188,KA0069,12,1.126760563,K
1467,酒釀,162,KA0070,12,1.17724026,K
1468,蘭姆酒,308,KA0071,12,1.379310345,K
1469,紹興酒,693,KA0072,12,1.223333333,K
1470,貝禮詩奶酒,21,KA0073,12,1.379310345,K
1471,葡萄酒,452,KA0074,12,0.8493450556,K
1472,雪利酒,2,KA0075,12,1.16,K
1473,高梁酒,163,KA0076,12,2.26,K
1474,咖啡酒,84,KA0077,12,1.379310345,K
1475,米酒,9031,KA0078,12,1.188333333,K
1476,啤酒,113,KA0079,12,0.6964311138,K
1477,小麥啤酒,2,KA0080,12,0.6964311138,K
1478,琴酒,10,KA0081,12,2.75862069,K
1479,蘋果酒,5,KA0082,12,0.39,K
1480,橙酒,76,KA0083,12,1.16,K
1481,氣泡酒,17,KA0084,12,1.16,K
1482,伏特加,16,KA0085,12,2.651481482,K
1483,馬祖老酒,2,KA0086,12,2.111111111,K
1484,茴香酒,2,KA0087,12,1.379310345,K
1485,燒酒,7,KA0088,12,1.188333333,K
1486,老土司,1,KA0089,12,1.379310345,K
1487,柑曼怡,2,KA0090,12,1.223333333,K
1488,紅露酒,9,KA0091,12,1.379310345,K
1489,龍舌蘭酒,5,KA0092,12,1.379310345,K
1490,君橙酒,2,KA0093,12,1.379310345,K
1491,醬酒,1,KA0094,12,1.379310345,K
1492,油,8243,KA0095,12,8.918,K
1493,豬油,788,KA0096,12,8.687103514,K
1494,米油,182,KA0097,12,8.867222222,K
1495,植物油,602,KA0098,12,8.832872456,K
1496,苦茶油,67,KA0099,12,8.918,K
1497,玉米油,6,KA0100,12,8.829338624,K
1498,蠔油,1673,KA0102,12,2.280476191,K
1499,酸奶油,117,KA0103,12,2.118947368,K
1500,麻油,7718,KA0104,12,8.702160494,K
1501,奶油,6099,KA0105,12,6.581527125,K
1502,乳瑪琳,44,KA0106,12,7.926035869,K
1503,酥油,108,KA0108,12,8.6,K
1504,紅油,64,KA0109,12,8.6,K
1505,橄欖油,3622,KA0110,12,8.777603175,K
1506,芥子油,2,KA0111,12,8.777603175,K
1507,亞麻籽油,1,KA0112,12,8.84,K
1508,素耗油,1,KA0113,12,2.280476191,K
1509,熟油,1,KA0114,12,8.918,K
1510,豉油,24,KA0115,12,0.452,K
1511,蛋油,1,KA0116,12,8.918,K
1512,油蔥,56,KA0117,12,5.14,K
1513,蔥油,64,KA0118,12,5.14,K
1514,蒜苗,499,KA0119,12,0.4801400063,K
1515,蒜酥,86,KA0120,12,5.14,K
1516,白蒜,9,KA0121,12,1.194954082,K
1517,蒜,13424,KA0122,3,1.194954082,K
1518,薑,9539,KA0123,5,0.5674995626,K
1519,蔥,10795,KA0124,12,0.2741707317,K
1520,韭蔥,11,KA0125,12,2.25,K
1521,乾蔥頭,23,KA0126,12,5.14,K
1522,蝦夷蔥,32,KA0127,12,0.2717534247,K
1523,薤,45,KA0128,12,0.268,K
1524,油蔥酥,672,KA0129,12,5.14,K
1525,紅蔥頭,882,KA0130,2,0.81,K
1526,香菜,2440,KA0131,12,0.9080379464,K
1527,迷迭香,404,KA0132,12,1,K
1528,水,20359,KA0133,12,0,K
1529,氣泡水,9,KA0134,12,0,K
1530,冰塊,745,KA0135,12,0,K
1531,鹼水,5,KA0136,12,1,K
1532,通寧水,2,KA0137,12,0,K
1533,出汁,33,KA0138,12,0.51,K
1534,芡水,11,KA0139,12,1.132,K
1535,沙薑,84,KA0140,12,1.95,K
1536,刺蔥粉,5,KA0141,12,NA,K
1537,太白粉,5591,KA0142,12,3.406666667,K
1538,椰子粉,11,KA0143,12,5.05,K
1539,泡打粉,2012,KA0145,12,3.406666667,K
1540,發酵粉,30,KA0146,12,3.46,K
1541,依士粉,4,KA0147,12,NA,K
1542,小蘇打粉,603,KA0148,12,1.05,K
1543,地瓜粉,1034,KA0149,12,3.42,K
1544,紫薯粉,2,KA0150,12,3.42,K
1545,炸粉,123,KA0151,12,3.41,K
1546,塔塔粉,146,KA0152,12,1.78,K
1547,馬蹄粉,20,KA0153,12,NA,K
1548,酵母粉,2228,KA0154,12,2.572,K
1549,卡士達粉,131,KA0155,12,5.4,K
1550,卡士達醬,54,KA0156,12,4.8,K
1551,黃豆粉,63,KA0157,12,3.986666667,K
1552,蛋黃粉,12,KA0158,12,6.44,K
1553,木瓜粉,5,KA0159,12,3.28,K
1554,麥芽粉,NA,KA0160,12,NA,K
1555,雞精粉,2815,KA0161,12,2.29,K
1556,咖哩,1367,KA0162,12,3.262222222,K
1557,咖喱醬,6,KA0163,12,1.92,K
1558,五香粉,743,KA0164,12,3.743333333,K
1559,七味粉,314,KA0165,12,4,K
1560,十三香,1,KA0166,12,3.48,K
1561,七色粉,NA,KA0167,12,4,K
1562,香蒜粉,192,KA0168,12,3.465,K
1563,豌豆粉,1,KA0169,12,3.41,K
1564,可可粉,2,KA0170,12,3.363333333,K
1565,抹茶粉,380,KA0171,12,3.875,K
1566,梅子粉,81,KA0172,12,1.51,K
1567,甘梅粉,4,KA0173,12,1.51,K
1568,甘梅,6,KA0174,12,1.51,K
1569,香草粉,194,KA0175,12,3.43,K
1570,番茜粉,1,KA0176,12,NA,K
1571,和風碳烤粉,16,KA0177,12,NA,K
1572,黃薑粉,36,KA0178,12,NA,K
1573,啤酒酵母,3,KA0179,12,1.06,K
1574,椰纖粉,4,KA0181,12,4.65,K
1575,青豆粉,1,KA0183,12,3.33,K
1576,黑豆粉,2,KA0184,12,4.56,K
1577,沿蔉粉,1,KA0185,12,NA,K
1578,豉汁,6,KA0186,12,1.26,K
1579,濃縮紅甜菜汁料理粉,1,KA0187,12,NA,K
1580,抹茶拉堤粉,1,KA0188,12,NA,K
1581,提拉米蘇慕斯粉,3,KA0189,12,3.29,K
1582,餅乾粉,6,KA0190,12,NA,K
1583,布蕾粉,2,KA0191,12,NA,K
1584,奶香粉,6,KA0192,12,NA,K
1585,椰粉,161,KA0193,12,6.6,K
1586,椰蓉,1,KA0194,12,5.31,K
1587,脆酥粉,30,KA0195,12,3.6,K
1588,蒸肉粉,11,KA0196,12,3.42,K
1589,香辣粉,12,KA0197,12,NA,K
1590,香草冰砂粉,1,KA0198,12,NA,K
1591,豆花粉,11,KA0199,12,2.8,K
1592,發糕粉,12,KA0200,12,NA,K
1593,慕斯粉,3,KA0201,12,3.29,K
1594,艾草粉,2,KA0202,12,NA,K
1595,竹炭粉,11,KA0203,12,NA,K
1596,蛋白粉,23,KA0204,12,3.82,K
1597,玫瑰花粉,2,KA0205,12,3.98,K
1598,素蛋粉,2,KA0206,12,3.52,K
1599,罌粟籽粉,3,KA0207,12,NA,K
1600,乾酪粉,3,KA0208,12,NA,K
1601,栗粉,1,KA0209,12,3.3,K
1602,丁香粉,23,KA0211,12,3.455,K
1603,白汁粉,1,KA0212,12,3.78,K
1604,珍珠粉,1,KA0213,12,NA,K
1605,柿霜,1,KA0214,12,NA,K
1606,玫瑰花露,1,KA0215,12,0.32,K
1607,紅趜醬,3,KA0216,12,NA,K
1608,醬鼓,1,KA0217,12,NA,K
1609,鹼油,1,KA0218,12,NA,K
1610,醬油露,299,KA0219,12,0.89,K
1611,香糟露,3,KA0220,12,NA,K
1612,老抽,102,KA0221,12,0.63,K
1613,生抽,186,KA0222,12,0.6483333333,K
1614,糟滷,1,KA0223,12,NA,K
1615,黃豆醬,63,KA0224,12,1.065,K
1616,醬油,11910,KA0225,12,0.6375,K
1617,醬油膏,1508,KA0226,12,1.065,K
1618,白蔭油,5,KA0227,12,NA,K
1619,白曝油,1,KA0228,12,NA,K
1620,素蠔油,479,KA0229,12,1.5,K
1621,蒜蓉蔥油膏,5,KA0230,12,1.24,K
1622,蔥油醬,1,KA0231,12,NA,K
1623,香豉醬,1,KA0232,12,NA,K
1624,蒜味醬,19,KA0233,12,1.34027027,K
1625,蒜味粉,4,KA0234,12,2.76,K
1626,醬爆醬,1,KA0235,12,NA,K
1627,薄鹽醬,221,KA0236,12,NA,K
1628,塔香油膏,1,KA0237,12,1.17,K
1629,沙茶醬,619,KA0239,12,7.215,K
1630,素沙茶醬,24,KA0240,12,6.725,K
1631,肉燥,325,KA0241,12,3.94,K
1632,肉醬,1,KA0242,12,3.94,K
1633,豬肉醬,232,KA0243,12,3.063333333,K
1634,烤肉醬,228,KA0244,12,1.586,K
1635,蕃茄醬,2034,KA0245,12,0.7677777778,K
1636,蕃茄糊,89,KA0246,12,0.88,K
1637,蕃茄沙司,3,KA0247,12,1.12,K
1638,沙拉醬,508,KA0248,12,5.431666667,K
1639,和風醬,304,KA0249,12,1.011111111,K
1640,千島醬,44,KA0250,12,3.8,K
1641,凱薩醬,36,KA0251,12,NA,K
1642,花生醬,231,KA0252,12,6.203245614,K
1643,巧克力醬,162,KA0253,12,6.3,K
1644,雞醬,14,KA0254,12,NA,K
1645,甜麵醬,225,KA0255,12,1.84,K
1646,甜辣醬,163,KA0256,12,1.161538462,K
1647,春川燉雞塊調理醬,1,KA0257,12,NA,K
1648,XO醬,186,KA0258,12,6,K
1649,HP醬,2,KA0259,12,NA,K
1650,豆瓣醬,1041,KA0260,12,1.8,K
1651,黑豆瓣醬,7,KA0261,12,1.8,K
1652,白豆醬,3,KA0262,12,NA,K
1653,豆酥醬,7,KA0263,12,NA,K
1654,海鮮醬,18,KA0264,12,2.23,K
1655,海山醬,42,KA0265,12,0.9,K
1656,柱侯醬,10,KA0266,12,NA,K
1657,紅糟醬,45,KA0267,12,NA,K
1658,抹茶醬,4,KA0268,12,NA,K
1659,果醬,475,KA0269,12,2.895833333,K
1660,果漿,2,KA0270,12,NA,K
1661,洛神醬,4,KA0271,12,NA,K
1662,咖哩醬,126,KA0272,12,1.0075,K
1663,奶油白醬,49,KA0273,12,0.99,K
1664,黃芥末醬,179,KA0274,12,0.6525,K
1665,照燒醬,54,KA0275,12,NA,K
1666,糖醋醬,52,KA0276,12,1.345,K
1667,葡萄醋,18,KA0277,12,NA,K
1668,麻婆醬,3,KA0278,12,1.89,K
1669,o急汁,1,KA0279,12,NA,K
1670,老虎醬,2,KA0280,12,NA,K
1671,中濃醬,2,KA0281,12,NA,K
1672,蒜香黑糊椒醬,5,KA0282,12,NA,K
1673,黑胡椒蘑菇醬,1,KA0283,12,NA,K
1674,義式花香醬,2,KA0284,12,NA,K
1675,酒醋膏,NA,KA0285,12,NA,K
1676,紅醬,97,KA0286,12,2.197530864,K
1677,黃醬,2,KA0287,12,1.342,K
1678,白醬,142,KA0288,12,0.99,K
1679,青醬,112,KA0289,12,0.95,K
1680,炸醬,162,KA0290,12,1.722222222,K
1681,桔醬,32,KA0291,12,1.35,K
1682,橘子醬,4,KA0292,12,1.35,K
1683,梅醬,100,KA0293,12,0.97,K
1684,沙嗲醬,17,KA0294,12,3.4,K
1685,塔塔醬,16,KA0295,12,NA,K
1686,大阪燒醬汁,12,KA0296,12,1.38,K
1687,壽喜燒醬,40,KA0297,12,NA,K
1688,魚香醬,8,KA0298,12,2.32,K
1689,魚子醬,13,KA0299,12,2.35,K
1690,莎莎醬,28,KA0300,12,0.2916666667,K
1691,蛋黃醬,26,KA0301,12,6.303939394,K
1692,蛋奶醬,5,KA0302,12,NA,K
1693,黑龍炒醬,2,KA0303,12,NA,K
1694,京醬牛肉炒醬,2,KA0304,12,2.028571429,K
1695,油蔥萬用醬,6,KA0305,12,NA,K
1696,五味醬,33,KA0306,12,2.875,K
1697,胡麻醬,32,KA0307,12,NA,K
1698,菌菇醬,2,KA0308,12,NA,K
1699,欖仁醬,1,KA0309,12,NA,K
1700,香柚醬,2,KA0310,12,NA,K
1701,香樁醬,2,KA0311,12,NA,K
1702,奇香醬,1,KA0312,12,NA,K
1703,宮保醬,12,KA0313,12,NA,K
1704,麻婆豆腐淋醬,3,KA0314,12,1.28,K
1705,蜜汁醬,7,KA0315,12,NA,K
1706,明太子醬,3,KA0316,12,3.8,K
1707,褐醬,1,KA0317,12,NA,K
1708,酒糖液,26,KA0318,12,NA,K
1709,南乳汁,3,KA0319,12,0.7,K
1710,香酒汁,2,KA0320,12,NA,K
1711,辣鮮露,1,KA0321,12,NA,K
1712,烤鴨醬,3,KA0322,12,NA,K
1713,叻沙醬,3,KA0323,12,NA,K
1714,西汁,1,KA0324,12,NA,K
1715,鮮味露,96,KA0325,12,0.81,K
1716,鮮味粉,6,KA0326,12,NA,K
1717,海鮮粉,3,KA0327,12,NA,K
1718,豆醬醃床,2,KA0328,12,NA,K
1719,爆香調味醬,1,KA0329,12,1.964912281,K
1720,酸甜醬,13,KA0331,12,NA,K
1721,黑醬,15,KA0332,12,NA,K
