,V1,V2,IngreNo,IngreSeason,IngreCal,IngreSubCatNo
2295,津白,4,LA0264,12,NA,L
2296,炒蛤仔,NA,LA0265,12,NA,L
2297,酒粕鰈鱈,NA,LA0266,12,NA,L
2298,三杯筍塊,NA,LA0267,12,NA,L
2299,四色蔬菜棒,1,LA0268,12,NA,L
2300,干瓢煮,1,LA0269,12,NA,L
2301,炸衣,1,LA0270,12,NA,L
2302,菜鬆,1,LA0271,12,NA,L
2303,櫻花素,1,LA0272,12,NA,L
2304,金萱炸物,NA,LA0273,12,NA,L
2305,罐裝金槍魚,1,LA0274,12,NA,L
2306,大亨堡,15,LA0275,12,NA,L
2307,芋丸,1,LA0276,12,NA,L
2308,大餅,3,LA0277,12,NA,L
2309,炒黑白絲,NA,LA0278,12,NA,L
2310,炸豆包皮,1,LA0279,12,NA,L
2311,螞蟻上樹,NA,LA0280,12,1.351851852,L
2312,果凍液,1,LA0281,12,NA,L
2313,菇菇炊飯,1,LA0282,12,NA,L
2314,飲氧品,14,LA0283,12,NA,L
2315,地瓜球,1,LA0286,12,NA,L
2316,海鮮炊飯料,1,LA0287,12,NA,L
2317,凸皮麵,3,LA0288,12,NA,L
2318,紫心地瓜漿,1,LA0289,12,NA,L
2319,肉圓,1,LA0290,12,0.7845890411,L
2320,五更腸旺,NA,LA0291,12,NA,L
2321,客家小炒,NA,LA0292,12,2.25,L
2322,麻吉燒,2,LA0293,12,NA,L
2323,瑞典薄餅,1,LA0294,12,NA,L
2324,蔥油餅,51,LA0295,12,2.465,L
2325,攤餅,2,LA0296,12,NA,L
2326,鍋餅,4,LA0297,12,NA,L
2327,水晶餃,8,LA0298,12,1.684210526,L
2328,水餃,110,LA0299,12,2.400833333,L
2329,煎餃,4,LA0300,12,NA,L
2330,義大利餃,2,LA0301,12,NA,L
2331,漢堡,40,LA0302,12,2.56,L
2332,潛水艇堡,5,LA0303,12,NA,L
2333,沙拉堡,1,LA0304,12,NA,L
2334,包子,14,LA0305,12,2.126882716,L
2335,車輪卷,1,LA0306,12,NA,L
2336,滿福堡,4,LA0307,12,2.496644295,L
2337,餅乾派殼,1,LA0308,12,NA,L
2338,筍香飯,1,LA0309,12,NA,L
2339,馬芬堡,3,LA0310,12,NA,L
2340,刈包,8,LA0311,12,NA,L
2341,司康,1,LA0312,12,NA,L
2342,抓餅,12,LA0313,12,2.719008265,L
2343,海鮮煎餅,NA,LA0314,12,2.386861314,L
2344,陽春麵,67,LA0315,12,NA,L
2345,鍋燒意麵,1,LA0316,12,2.987121212,L
2346,蚵仔麵線,1,LA0317,12,1.964069264,L
2347,炒飯,42,LA0318,12,1.405970149,L
2348,茄汁炒飯,6,LA0319,12,1.405970149,L
2349,蛋炒飯,4,LA0320,12,1.413559322,L
2350,飯團,15,LA0321,12,NA,L
2351,鹹魚原鍋飯,NA,LA0322,12,NA,L
2352,小米粥,1,LA0323,12,0.46,L
2353,紫米粥,2,LA0324,12,3.62,L
2354,糙米粥,2,LA0325,12,NA,L
2355,燕麥粥,2,LA0326,12,3.8,L
2356,義大利玉米粥,1,LA0327,12,NA,L
2357,便當,3,LA0328,12,NA,L
2358,油飯,5,LA0329,12,NA,L
2359,麻婆豆腐燴飯,2,LA0330,12,1.259023355,L
2360,豬排蓋飯,1,LA0331,12,1.552062868,L
2361,韓式風味蛋包,NA,LA0332,12,1.491803279,L
2362,膳纖熟飯,15,LA0333,12,NA,L
2363,御飯糰雙手捲,1,LA0334,12,NA,L
2364,燕麥飯,2,LA0335,12,1.537634409,L
2365,Uncle Ben's 方便飯,NA,LA0336,12,NA,L
2366,烤鴨芥菜飯,NA,LA0337,12,NA,L
2367,和風炊飯,1,LA0338,12,NA,L
2368,菠菜飯,1,LA0339,12,NA,L
2369,焗薯,2,LA0340,12,NA,L
2370,黃金炒飯,2,LA0341,12,NA,L
2371,蛋包飯,1,LA0342,12,1.277272727,L
2372,天津丼,NA,LA0343,12,NA,L
2373,台式油飯,1,LA0344,12,NA,L
2374,醬油飯,3,LA0345,12,NA,L
2375,蔬菜炒飯,1,LA0346,12,NA,L
2376,起司薄餅,1,LA0348,12,NA,L
2377,拌三絲,NA,LA0349,12,NA,L
2378,鹹酥芋絲,NA,LA0350,12,NA,L
2379,蛋餅,7,LA0351,12,2.372727273,L
2380,厚蛋燒,14,LA0352,12,1.68,L
2381,滷蛋,42,LA0353,12,NA,L
2382,茶葉蛋,9,LA0354,12,1.32,L
2383,蛋鬆,3,LA0355,12,2.48,L
2384,炒蛋,7,LA0356,12,1.9146875,L
2385,熟蛋,34,LA0357,12,1.79,L
2386,班尼迪克蛋,7,LA0358,12,NA,L
2387,蔥蛋,3,LA0359,12,NA,L
2388,蛋皮,69,LA0360,12,NA,L
2389,蔬菜湯,5,LA0361,12,NA,L
2390,關東煮,31,LA0362,12,NA,L
2391,四神湯,11,LA0363,12,1.658792651,L
2392,清毒除痘湯,NA,LA0364,12,NA,L
2393,羅宋湯,NA,LA0365,12,0.9523809524,L
2394,藥燉湯底,3,LA0366,12,NA,L
2395,康寶濃湯,41,LA0367,12,0.6335460239,L
2396,酸辣羹湯,4,LA0368,12,NA,L
2397,煮鵝湯,1,LA0369,12,NA,L
2398,藥燉排骨湯,8,LA0370,12,NA,L
2399,沙茶湯底,2,LA0371,12,NA,L
2400,清湯底,4,LA0372,12,NA,L
2401,法式黃金清湯,3,LA0373,12,0.525,L
2402,清燉湯頭,1,LA0374,12,NA,L
2403,紅燒湯底,9,LA0375,12,NA,L
2404,麻辣鍋底,60,LA0376,12,NA,L
2405,酸辣湯包,14,LA0377,12,1.4,L
2406,蛤蜊湯,3,LA0378,12,NA,L
2407,酒味濃湯,1,LA0379,12,NA,L
2408,大骨湯,23,LA0380,12,NA,L
2409,綠豆湯,3,LA0381,12,0.59,L
2410,海鮮濃湯,4,LA0382,12,3.41,L
2411,滷湯,5,LA0383,12,NA,L
2412,紅豆湯,15,LA0384,12,0.72,L
2413,齋湯,1,LA0385,12,NA,L
2414,澳門大骨煲,NA,LA0386,12,NA,L
2415,越式湯頭,1,LA0387,12,NA,L
2416,素當歸湯,NA,LA0388,12,NA,L
2417,蝦湯,6,LA0389,12,NA,L
2418,太和湯,1,LA0390,12,NA,L
2419,韓國冷湯包,1,LA0391,12,NA,L
2420,養生湯包,1,LA0392,12,NA,L
2421,破布子湯汁,4,LA0393,12,NA,L
2422,紫玉菜,1,LA0394,12,NA,L
2423,蔥燒湯頭,1,LA0395,12,NA,L
2424,蒜味湯頭,1,LA0396,12,NA,L
2425,藥燉湯頭,1,LA0397,12,NA,L
2426,鮮味湯頭,1,LA0398,12,NA,L
2427,泡菜鍋,6,LA0399,12,NA,L
2428,叻沙Laksa調理包,1,LA0400,12,NA,L
2429,泰式烤雞料理包,1,LA0401,12,NA,L
2430,酸白菜湯汁,1,LA0402,12,NA,L
2431,紅燒茄汁湯,3,LA0403,12,NA,L
2432,泡菜汁,36,LA0404,12,NA,L
2433,粟米湯,2,LA0405,12,NA,L
2434,輕煮汁,3,LA0406,12,NA,L
2435,越式涼拌汁,1,LA0407,12,NA,L
2436,美味濃湯,6,LA0408,12,NA,L
2437,康寶獨享杯,1,LA0409,12,NA,L
2438,日式燒汁,2,LA0410,12,NA,L
2439,蒸燒賣的湯汁,1,LA0411,12,NA,L
2440,日式鏗魚汁,1,LA0412,12,NA,L
2441,義大利燴海鮮調味汁,1,LA0413,12,NA,L
2442,狗尾草湯包,1,LA0414,12,NA,L
2443,壽喜醬,3,LA0415,12,NA,L
2444,丹參潤膚湯,NA,LA0416,12,NA,L
2445,火鍋粉,2,LA0417,12,NA,L
2446,濃湯塊,22,LA0418,12,NA,L
2447,豚骨湯塊,6,LA0419,12,NA,L
2448,排骨湯塊,15,LA0420,12,NA,L
2449,泰式酸辣湯塊,20,LA0421,12,NA,L
2450,鮮美鍋汁,7,LA0423,12,NA,L
2451,蛤蜊湯塊,12,LA0424,12,NA,L
2452,烹大師,265,LA0425,12,NA,L
2453,大阪燒料理包,1,LA0426,12,NA,L
2454,天廚麻婆調理包,1,LA0427,12,NA,L
2455,葵果泰式打拋調理包,1,LA0428,12,NA,L
2456,立康養生固骨寶膠塊,1,LA0429,12,NA,L
2457,北海道白醬湯塊,1,LA0430,12,NA,L
2458,蔬菜湯塊,2,LA0431,12,NA,L
2459,樂活玫萃麗包,1,LA0432,12,NA,L
2460,紫菜湯包,3,LA0433,12,NA,L
2461,醬料包,8,LA0434,12,NA,L
2462,醃料包,21,LA0435,12,NA,L
2463,麻婆醬調理包,1,LA0436,12,NA,L
2464,明太子調理包,2,LA0437,12,NA,L
2465,燻肉,6,LA0438,12,NA,L
2466,燒肉,13,LA0439,12,NA,L
2467,牛豬混碎肉,2,LA0440,12,NA,L
2468,豬牛混和肉餅,1,LA0441,12,NA,L
2469,果泥清蒸蟹,NA,LA0442,12,NA,L
2470,醬爆蟹,NA,LA0443,12,NA,L
2471,烤肉片,7,LA0444,12,1.85,L
2472,臘味,1,LA0445,12,NA,L
2473,鹽漬紅鮭,2,LA0446,12,NA,L
2474,時鮭切片,1,LA0447,12,NA,L
2475,鹽漬銀鮭,1,LA0448,12,NA,L
2476,麒麟七星斑,NA,LA0449,12,NA,L
2477,薄燒魚,1,LA0450,12,NA,L
2478,黃金燴鱈寶,NA,LA0451,12,NA,L
2479,炸大蝦,4,LA0452,12,2.505,L
2480,雲海金龍,NA,LA0453,12,NA,L
2481,福州丸,1,LA0454,12,NA,L
2482,素丸子,3,LA0455,12,NA,L
2483,腸旺,NA,LA0456,12,NA,L
2484,醃紅梅肉,1,LA0457,12,NA,L
2485,瘦肉丁,2,LA0458,12,NA,L
2486,肉塊,6,LA0459,12,NA,L
2487,五花燒肉,1,LA0460,12,NA,L
2488,三絲丸,3,LA0461,12,NA,L
2489,回鍋肉片,NA,LA0462,12,NA,L
2490,海鮮,160,LA0463,12,NA,L
2491,醉雞腿,1,LA0464,12,NA,L
2492,肉排,16,LA0465,12,NA,L
2493,肚片,3,LA0466,12,NA,L
2494,炸魚,9,LA0467,12,NA,L
2495,豬皮凍,17,LA0468,12,NA,L
2496,燉肉丸子,1,LA0469,12,NA,L
2497,肉羹,30,LA0470,12,0.597826087,L
2498,滷肉,25,LA0471,12,NA,L
2499,雞卷,6,LA0472,12,NA,L
2500,台畜歐式冷蹄,1,LA0475,12,NA,L
2501,醃肉,28,LA0476,12,NA,L
2502,薄片肉,1,LA0477,12,NA,L
2503,紅燒肉,5,LA0478,12,NA,L
2504,叉燒肉,105,LA0479,12,3.313571429,L
2505,熟肉絲,1,LA0480,12,NA,L
2506,照燒豬肉,1,LA0481,12,NA,L
2507,鹹豬肉,37,LA0482,12,7.48,L
2508,滷元蹄,8,LA0483,12,NA,L
2509,米血,73,LA0484,12,2.137761438,L
2510,鮮豬凍,1,LA0485,12,NA,L
2511,豬骨湯,1,LA0486,12,NA,L
2512,梅干扣肉,1,LA0487,12,NA,L
2513,粉蒸肉粉,51,LA0488,12,2.936257862,L
2514,排骨飯,NA,LA0489,12,NA,L
2515,糖醋排骨,NA,LA0490,12,NA,L
2516,酸辣腰花,NA,LA0491,12,0.85,L
2517,燉排骨,NA,LA0492,12,NA,L
2518,五香肉丁,1,LA0493,12,NA,L
2519,控肉,20,LA0494,12,NA,L
2520,紅燒扣肉,3,LA0495,12,NA,L
2521,滷牛腱,14,LA0497,12,1.411764706,L
2522,嫩煎菲力,1,LA0498,12,NA,L
2523,牛尾湯,1,LA0499,12,NA,L
2524,牛肉湯,34,LA0500,12,NA,L
2525,燉牛肉,2,LA0501,12,NA,L
2526,烤牛肉片,2,LA0502,12,NA,L
2527,醬牛肉,1,LA0503,12,2.266686747,L
2528,滷牛筋,2,LA0504,12,NA,L
2529,雞肉鬆,NA,LA0506,12,4.48,L
2530,雞排,27,LA0508,12,1.987532468,L
2531,封仔雞,1,LA0509,12,NA,L
2532,香草雞,3,LA0510,12,NA,L
2533,油雞,2,LA0511,12,NA,L
2534,港式油雞,NA,LA0512,12,NA,L
2535,白斬雞,10,LA0513,12,1.705607477,L
2536,燒雞,3,LA0514,12,NA,L
2537,燻雞,46,LA0515,12,NA,L
2538,燻雞片,3,LA0516,12,NA,L
2539,醉雞胸,1,LA0517,12,NA,L
2540,雞米花,6,LA0518,12,2.142857143,L
2541,雞塊,29,LA0519,12,2.483333333,L
2542,蒜味鹹酥雞,1,LA0520,12,NA,L
2543,雞酒,12,LA0521,12,3.125,L
2544,炸雞,57,LA0522,12,2.467698413,L
2545,炸雞腿,1,LA0523,12,1.573076923,L
2546,烤雞,17,LA0524,12,2.755068493,L
2547,雞湯罐頭,3,LA0525,12,NA,L
2548,燒酒雞藥包,5,LA0526,12,NA,L
2549,咖哩雞醬料包,1,LA0527,12,NA,L
2550,清燉雞湯,1,LA0528,12,NA,L
2551,熟烤雞胸,1,LA0529,12,NA,L
2552,烤雞腿,4,LA0530,12,1.111111111,L
2553,仙草雞,NA,LA0531,12,NA,L
2554,卡啦辣雞,NA,LA0532,12,NA,L
2555,雪花雞米,NA,LA0533,12,NA,L
2556,咖哩雞丁,2,LA0534,12,NA,L
2557,花雕醉雞,1,LA0535,12,NA,L
2558,花雕醉雞汁,1,LA0536,12,NA,L
2559,三夾雞,NA,LA0537,12,NA,L
2560,雞肉飯,1,LA0538,12,1.736842105,L
2561,炸雞翅,1,LA0539,12,NA,L
2562,醬油雞,1,LA0540,12,NA,L
2563,滷雞珍,1,LA0541,12,NA,L
2564,羊肉爐,9,LA0542,12,NA,L
2565,羊肉羹,NA,LA0543,12,NA,L
2566,當歸羊肉藥包,1,LA0544,12,NA,L
2567,羊肉鍋湯,1,LA0545,12,NA,L
2568,肥膘,73,LA0546,12,NA,L
2569,腸衣,9,LA0548,12,NA,L
2570,鵝肝醬,12,LA0549,12,4.62,L
2571,鴨賞,31,LA0550,12,3.166153846,L
2572,當歸鴨肉,1,LA0552,12,NA,L
2573,鹽水鴨胸肉,1,LA0553,12,NA,L
2574,廣式臘鴨腿,1,LA0554,12,NA,L
2575,臘鴨脾,1,LA0555,12,NA,L
2576,烤鴨片,8,LA0556,12,3.206923077,L
2577,鴨肉湯頭,1,LA0557,12,NA,L
2578,燻鴨肉,NA,LA0558,12,NA,L
2579,燒鴨,14,LA0559,12,2.966666667,L
2580,北平烤鴨,1,LA0560,12,1.789473684,L
2581,廣式烤鴨,1,LA0561,12,NA,L
2582,果汁,58,LA0562,12,NA,L
2583,蔬果汁,1,LA0563,12,NA,L
2584,香蘭汁,1,LA0564,12,NA,L
2585,荔枝汁,3,LA0565,12,NA,L
2586,檸檬汁,2305,LA0566,12,0.2643606557,L
2587,高山茶,2,LA0567,12,NA,L
2588,傳統英國茶,1,LA0568,12,NA,L
2589,檸檬茶,3,LA0569,12,2.806647565,L
2590,桑葚汁,4,LA0570,12,NA,L
2591,萊姆汁,20,LA0571,12,NA,L
2592,柳橙汁,268,LA0572,12,0.5007017544,L
2593,橘子汁,10,LA0573,12,1.19,L
2594,楊桃汁,2,LA0574,12,0.44,L
2595,櫻桃汁,5,LA0575,12,NA,L
2596,蜜桃汁,5,LA0576,12,NA,L
2597,蘋果汁,37,LA0577,12,0.4278381039,L
2598,百香果汁,31,LA0578,12,0.1194444444,L
2599,芒果汁,20,LA0579,12,0.44,L
2600,鳳梨汁,36,LA0580,12,0.43,L
2601,蕃茄汁,70,LA0581,12,0.4498356808,L
2602,西瓜汁,1,LA0582,12,NA,L
2603,椰子汁,25,LA0583,12,1.629971264,L
2604,葡萄汁,8,LA0584,12,0.376971831,L
2605,葡萄柚汁,17,LA0585,12,0.3216908714,L
2606,甘蔗汁,8,LA0586,12,0.5356679791,L
2607,梅子汁,58,LA0587,12,0.552,L
2608,烏梅汁,5,LA0588,12,1.33,L
2609,蘇梅汁,22,LA0589,12,NA,L
2610,蔬菜汁,5,LA0590,12,0.3335764588,L
2611,金桔汁,11,LA0591,12,0.55,L
2612,黑瓜汁,1,LA0592,12,NA,L
2613,香瓜汁,1,LA0593,12,NA,L
2614,脆瓜汁,1,LA0594,12,NA,L
2615,番茄汁,29,LA0595,12,0.4,L
2616,胡蘿蔔汁,12,LA0596,12,NA,L
2617,芭樂汁,1,LA0597,12,0.395,L
2618,蘆筍汁,3,LA0598,12,0.4210526316,L
2619,蘆薈汁,1,LA0599,12,0.25,L
2620,石榴汁,13,LA0600,12,NA,L
2621,西檸汁,1,LA0601,12,NA,L
2622,牧草汁,1,LA0602,12,NA,L
2623,小黃瓜汁,1,LA0603,12,NA,L
2624,香柚汁,1,LA0605,12,NA,L
2625,龍眼汁,1,LA0606,12,NA,L
2626,松茸汁,1,LA0607,12,NA,L
2627,酸梅湯,4,LA0608,12,NA,L
2628,茶汁,16,LA0609,12,NA,L
2629,玫瑰紅茶汁,1,LA0610,12,NA,L
2630,雪菜汁,1,LA0611,12,NA,L
2631,波菜汁,2,LA0612,12,NA,L
2632,杏桃汁,1,LA0613,12,NA,L
2633,鳳柳汁,1,LA0614,12,NA,L
2634,酸甜汁,1,LA0615,12,NA,L
2635,小麥草汁,1,LA0616,12,0.1765772871,L
2636,蜜柑原汁,1,LA0617,12,NA,L
2637,南非國寶茶,4,LA0618,12,NA,L
2638,桂花露,2,LA0619,12,NA,L
2639,可爾必思,81,LA0620,12,2.42,L
2640,抹茶,67,LA0621,12,0.01,L
2641,茉莉花茶,3,LA0622,12,0.28,L
2642,熱帶風情茶,1,LA0623,12,NA,L
2643,七葉膽,2,LA0624,12,NA,L
2644,養樂多,69,LA0625,12,0.833902439,L
2645,杏仁露,14,LA0626,12,0.46,L
2646,茶葉,111,LA0627,12,NA,L
2647,綠茶,133,LA0628,12,2.043333333,L
2648,紅茶,336,LA0629,12,1.7275,L
2649,水果茶,1,LA0634,12,0.36,L
2650,花果茶酒汁,1,LA0635,12,NA,L
2651,柚子茶,8,LA0636,12,2.5,L
2652,冬瓜茶,18,LA0637,12,0.33,L
2653,烏龍茶,64,LA0638,12,0.2414285714,L
2654,普洱茶,5,LA0639,12,0.04,L
2655,香蘋茶,2,LA0640,12,NA,L
2656,麥茶,3,LA0641,12,0.095,L
2657,杏仁茶,1,LA0642,12,0.42,L
2658,瓜片茶,NA,LA0643,12,NA,L
2659,青草茶,2,LA0644,12,0.25,L
2660,果粒茶,1,LA0645,12,NA,L
2661,東方美人茶,1,LA0646,12,NA,L
2662,大吉嶺茶,1,LA0647,12,NA,L
2663,洛神茶,2,LA0648,12,0.66,L
2664,仙楂洛神,1,LA0649,12,NA,L
2665,黑糖塊,5,LA0650,12,NA,L
2666,茶包,53,LA0653,12,NA,L
2667,洋甘菊茶包,1,LA0654,12,NA,L
2668,金線蓮茶包,1,LA0655,12,NA,L
2669,咖啡,458,LA0656,4,0.4595774648,L
2670,美祿,2,LA0657,12,NA,L
2671,冷泡茶,6,LA0658,12,NA,L
2672,羅布麻茶包,1,LA0659,12,NA,L
2673,日本茶,2,LA0660,12,NA,L
2674,八寶粥,9,LA0661,12,0.6850292398,L
2675,汽水,143,LA0662,12,0.3850507421,L
2676,綠豆沙,30,LA0663,12,1.876296296,L
2677,濃縮乳酸飲料,3,LA0664,12,NA,L
2678,液熊油,2,LA0665,12,NA,L
2679,奶昔,1,LA0666,12,1.383333333,L
2680,桂花釀茶包,8,LA0667,12,NA,L
2681,摩卡冰砂粉,1,LA0668,12,NA,L
2682,接骨木花汁,1,LA0669,12,NA,L
2683,純喫茶,2,LA0670,12,NA,L
2684,香酸汁,2,LA0671,12,NA,L
2685,蜜漬汁,1,LA0672,12,NA,L
2686,玫瑰花茶,3,LA0673,12,NA,L
2687,蜜豆奶,1,LA0674,12,NA,L
2688,能量飲料,1,LA0675,12,NA,L
2689,芋汁,1,LA0676,12,NA,L
2690,蔘茶包,3,LA0677,12,NA,L
2691,巴蘭葉汁,1,LA0678,12,NA,L
2692,甜菜汁,2,LA0679,12,NA,L
2693,桂花烏龍茶湯,1,LA0680,12,NA,L
2694,丸久小山園抹茶,1,LA0681,12,NA,L
2695,菊花茶包,1,LA0682,12,NA,L
2696,大紅袍,3,LA0683,12,NA,L
2697,人篸茶包,1,LA0684,12,NA,L
2698,玫瑰花茶粉,1,LA0685,12,NA,L
2699,四果莓茶包,1,LA0686,12,NA,L
2700,熱帶風情茶包,1,LA0687,12,NA,L
2701,7-11茶攤手搖風,1,LA0688,12,NA,L
2702,蒜水,3,LA0689,12,NA,L
2703,印度香料茶,1,LA0691,12,NA,L
2704,乳酸菌粉,6,LA0692,12,NA,L
2705,班蘭汁,1,LA0693,12,NA,L
2706,蔬果粉,8,LA0694,12,NA,L
2707,咸豐草,3,LA0695,12,NA,L
2708,花果香料,1,LA0696,12,NA,L
2709,蜜桃茶包,1,LA0697,12,NA,L
2710,青蛙下蛋,NA,LA0698,12,NA,L
2711,五榖粒,4,LA0699,12,NA,L
2712,抹茶餡,9,LA0700,12,NA,L
2713,雞尾酒餡,1,LA0701,12,NA,L
2714,肉餡,56,LA0702,12,NA,L
2715,月餅餡,1,LA0703,12,NA,L
2716,餃子餡,1,LA0704,12,NA,L
2717,燻雞餡,1,LA0705,12,NA,L
2718,奶黃餡,1,LA0706,12,NA,L
2719,桃山奶黃餡,1,LA0707,12,NA,L
2720,麻蓉餡,1,LA0708,12,NA,L
2721,蔬菜泥,1,LA0709,12,NA,L
2722,薯泥,5,LA0710,12,NA,L
2723,芋泥,55,LA0711,12,NA,L
2724,梅泥,1,LA0712,12,NA,L
2725,青南瓜泥,1,LA0713,12,NA,L
2726,紅豆餡,161,LA0714,12,1.67,L
2727,黑罌粒果泥,1,LA0715,12,NA,L
2728,紅罌栗泥,2,LA0716,12,NA,L
2729,蘋果派餡,1,LA0717,12,NA,L
2730,鹽滷石膏,3,LA0718,12,NA,L
2731,石膏粉,4,LA0719,12,NA,L
2732,果粒,25,LA0720,12,NA,L
2733,食用鹼,8,LA0721,12,NA,L
2734,硝鹽,1,LA0722,12,NA,L
2735,金粉,9,LA0723,12,NA,L
2736,銀粉,8,LA0724,12,NA,L
2737,鋁粉,1,LA0725,12,NA,L
2738,黃色著色劑,1,LA0726,12,NA,L
2739,粉紅色著色劑,4,LA0727,12,NA,L
2740,綠色色膏,2,LA0728,12,NA,L
2741,黃色色膏,2,LA0729,12,NA,L
2742,咖啡色色膏,1,LA0730,12,NA,L
2743,珍菇精,1,LA0731,12,NA,L
2744,針菇罐頭,9,LA0732,12,NA,L
2745,罐頭蘋果,1,LA0733,12,NA,L
2746,香精,27,LA0734,12,NA,L
2747,色素,69,LA0735,12,NA,L
2748,紅色色素,53,LA0736,12,NA,L
2749,黃色色素,18,LA0737,12,NA,L
2750,橘色食用色素,1,LA0738,12,NA,L
2751,紫色色素,2,LA0739,12,NA,L
2752,綠色色素,3,LA0740,12,NA,L
2753,黑色色素,1,LA0741,12,NA,L
2754,琵琶膏,1,LA0742,12,NA,L
2755,乾果,18,LA0743,12,NA,L
2756,肺炎草,1,LA0745,12,NA,L
2757,蔬菜粉,7,LA0746,12,NA,L
2758,豆子,11,LA0747,12,NA,L
2759,芭蕉葉,1,LA0748,12,NA,L
2760,黑莓,4,LA0749,12,0.602,L
2761,菜乾,2,LA0750,12,NA,L
2762,麥門冬,3,LA0751,12,NA,L
2763,海燕窩,5,LA0752,12,NA,L
2764,綠豆粉,9,LA0753,12,3.44,L
2765,橙花水,2,LA0754,12,NA,L
2766,竹碳粉,2,LA0755,12,NA,L
2767,葉綠素,3,LA0756,12,NA,L
2768,芡汁,3,LA0757,12,NA,L
2769,蕨粉,2,LA0758,12,NA,L
2770,青葙,1,LA0759,12,0.5,L
2771,花茶包,5,LA0760,12,NA,L
2772,素百頁,1,LA0761,12,NA,L
2773,素蛋黃,1,LA0762,12,NA,L
2774,茉莉茶梗,1,LA0763,12,NA,L
2775,檸檬酸,32,LA0764,12,NA,L
2776,果泥,57,LA0765,12,NA,L
2777,甘納許,5,LA0766,12,NA,L
2778,茉莉,9,LA0767,12,NA,L
2779,碳酸氫銨,4,LA0768,12,NA,L
2780,碳酸氫鈉,NA,LA0769,12,NA,L
2781,蔬菜,261,LA0770,12,NA,L
2782,花瓣,14,LA0771,12,NA,L
2783,葉子,3,LA0772,12,NA,L
2784,蝶荳藍花,1,LA0773,12,NA,L
2785,硫酸鋁納,4,LA0774,12,NA,L
2786,諾鈣 C,2,LA0775,12,NA,L
2787,燕窩,1,LA0776,12,0.18,L
2788,高麗蔘精,1,LA0777,12,NA,L
2789,開味小菜,1,LA0778,12,NA,L
2790,水晶粉,1,LA0779,12,NA,L
2791,葡萄糖粉,1,LA0780,12,NA,L
2792,蛋黃素,1,LA0781,12,NA,L
2793,大豆卵磷脂,10,LA0782,12,3.79,L
2794,鳳梨膏,2,LA0783,12,NA,L
2795,北耆,4,LA0784,12,NA,L
2796,龍吐珠,1,LA0785,12,NA,L
2797,雪茄,1,LA0786,12,NA,L
2798,酒藥,1,LA0787,12,NA,L
2799,南瓜皮,3,LA0788,12,NA,L
2800,苦精,3,LA0789,12,NA,L
2801,蛋殼,6,LA0790,12,NA,L
2802,能量粉,1,LA0791,12,NA,L
2803,小麥草濃縮膠囊,1,LA0792,12,NA,L
2804,含片,2,LA0793,12,NA,L
2805,Sahnesteif,1,LA0794,12,NA,L
2806,桃膠,1,LA0795,12,NA,L
2807,食用級竹炭粉,2,LA0796,12,NA,L
2808,碳酸氫氨,1,LA0797,12,NA,L
2809,木炭,1,LA0798,12,NA,L
2810,樟木屑,1,LA0799,12,NA,L
2811,灣葉,1,LA0800,12,NA,L
2812,海浮石,1,LA0801,12,NA,L
2813,醃漬破朴子,2,LA0802,12,NA,L
2814,槓香藤,1,LA0804,12,NA,L
2815,左手香,2,LA0805,12,NA,L
2816,椰殼,1,LA0807,12,NA,L
2817,卵磷脂,1,LA0808,12,NA,L
2818,榆耳,NA,LA0809,12,NA,L
2819,雜糧,29,LA0810,12,NA,L
2820,眝麻根,1,LA0811,12,NA,L
2821,酵種,2,LA0812,12,NA,L
2822,香筍,17,LA0813,12,NA,L
2823,涼筍,3,LA0814,12,NA,L
2824,湯筍,1,LA0815,12,NA,L
2825,新北市健康三寶,5,LA0816,12,NA,L
2826,雞蛋殼,2,LA0817,12,NA,L
2827,糙米麩,2,LA0818,12,3.95,L
2828,預拌粉,83,LA0819,12,NA,L
2829,椰絲,18,LA0820,12,4.95,L
2830,奶茶,46,LA0821,12,NA,L
2831,金萱茶,3,LA0822,12,NA,L
2832,禾法頌布列塔尼薄餅,1,LA0823,12,NA,L
2833,阿華田,3,LA0824,12,NA,L
2834,炒蟹粉,1,LA0825,12,NA,L
2835,花果茶,3,LA0826,12,NA,L
