V1.x,V1.y,V3,V2
粒,JF0002,150,冬粉
g,JF0002,1,冬粉
小梱,JF0002,200,冬粉
茶匙,JF0002,5,冬粉
只,JF0002,150,冬粉
梱,JF0002,200,冬粉
張,JF0002,200,冬粉
適量,JF0002,1,冬粉
少許,JF0002,150,冬粉
球,JF0002,200,冬粉
小包,JF0002,200,冬粉
個,JF0002,1,冬粉
把,JF0002,200,冬粉
小把,JF0002,200,冬粉
綑,JF0002,200,冬粉
大匙,JF0002,15,冬粉
人份,JF0002,250,冬粉
紮,JF0002,200,冬粉
克,JF0002,1,冬粉
公克,JF0002,1,冬粉
份,JF0002,15,冬粉
朵,JF0002,200,冬粉
把 30公克,JF0002,NA,冬粉
小捲,JF0002,200,冬粉
把,JF0002,200,冬粉
捲,JF0002,200,冬粉
克,JF0002,1,冬粉
小束,JF0002,200,冬粉
杯,JF0002,15,冬粉
塊,JF0002,455,冬粉
g,JF0002,1,冬粉
束,JF0002,200,冬粉
湯匙,JF0002,15,冬粉
小球,JF0002,200,冬粉
包,JF0002,200,冬粉
小捆,JF0002,200,冬粉
捆,JF0002,200,冬粉
隨意,JF0002,1,冬粉
扎,JF0002,200,冬粉
坨,JF0002,200,冬粉
適量,JF0003,1,葛粉
公克,JF0003,1,葛粉
g,JF0003,1,葛粉
公斤,JF0004,1000,河粉
把,JF0004,200,河粉
盒,JF0004,605,河粉
人份,JF0004,250,河粉
g,JF0004,1,河粉
適量,JF0004,1,河粉
張,JF0004,200,河粉
捲,JF0004,200,河粉
包,JF0004,200,河粉
片,JF0004,1,河粉
面,JF0004,200,河粉
克,JF0004,1,河粉
公克,JF0004,1,河粉
份,JF0004,15,河粉
分鐘,JF0004,NA,河粉
把,JF0005,200,蕎麥麵
大匙,JF0005,15,蕎麥麵
人份,JF0005,250,蕎麥麵
g,JF0005,1,蕎麥麵
糰,JF0005,250,蕎麥麵
捲,JF0005,200,蕎麥麵
包,JF0005,200,蕎麥麵
碗,JF0005,230,蕎麥麵
束,JF0005,200,蕎麥麵
卷,JF0005,200,蕎麥麵
杯,JF0005,15,蕎麥麵
克,JF0005,1,蕎麥麵
捆,JF0005,200,蕎麥麵
公克,JF0005,1,蕎麥麵
份,JF0005,15,蕎麥麵
坨,JF0005,200,蕎麥麵
球,JF0005,200,蕎麥麵
把,JF0006,200,雞絲麵
個,JF0006,1,雞絲麵
顆,JF0006,150,雞絲麵
包,JF0006,200,雞絲麵
片,JF0006,1,雞絲麵
公克,JF0006,1,雞絲麵
包,JF0007,80,蚵仔麵線
杯,JF0008,15,西米露
小碗,JF0008,230,西米露
大匙,JF0008,15,西米露
g,JF0008,1,西米露
ml,JF0008,1,西米露
適量,JF0008,1,西米露
碗,JF0008,230,西米露
克,JF0008,1,西米露
公克,JF0008,1,西米露
尾,JF0009,6,粉圓
杯,JF0009,15,粉圓
顆,JF0009,3,粉圓
大匙,JF0009,15,粉圓
碗,JF0009,230,粉圓
g,JF0009,1,粉圓
匙,JF0009,15,粉圓
少量,JF0009,3,粉圓
斤,JF0009,605,粉圓
罐,JF0009,5,粉圓
米杯,JF0009,230,粉圓
包,JF0009,6,粉圓
適量,JF0009,1,粉圓
碗,JF0009,230,粉圓
少許,JF0009,3,粉圓
小顆,JF0009,6,粉圓
克,JF0009,1,粉圓
公克,JF0009,1,粉圓
隨意,JF0009,1,粉圓
份,JF0009,15,粉圓
公克,JF0010,1,脆圓
大匙,JF0011,15,芋圓
g,JF0011,1,芋圓
斤,JF0011,605,芋圓
／3碗,JF0011,NA,芋圓
適量,JF0011,1,芋圓
量,JF0011,1,芋圓
公克,JF0011,1,芋圓
尾,JF0012,6,粉圓
杯,JF0012,15,粉圓
顆,JF0012,3,粉圓
大匙,JF0012,15,粉圓
碗,JF0012,230,粉圓
g,JF0012,1,粉圓
匙,JF0012,15,粉圓
少量,JF0012,3,粉圓
斤,JF0012,605,粉圓
罐,JF0012,5,粉圓
米杯,JF0012,230,粉圓
包,JF0012,6,粉圓
適量,JF0012,1,粉圓
碗,JF0012,230,粉圓
少許,JF0012,3,粉圓
小顆,JF0012,6,粉圓
克,JF0012,1,粉圓
公克,JF0012,1,粉圓
隨意,JF0012,1,粉圓
份,JF0012,15,粉圓
適量,JF0013,1,地瓜圓
公克,JF0013,1,地瓜圓
隨意,JF0013,1,地瓜圓
量,JF0013,1,地瓜圓
適量,JF0014,1,糯米飯
杯,JF0014,15,糯米飯
公克,JF0014,1,糯米飯
碗,JF0014,230,糯米飯
杯,JF0015,15,粥
米杯,JF0015,230,粥
包,JF0015,200,粥
人份,JF0015,250,粥
g,JF0015,1,粥
ml,JF0015,1,粥
鍋,JF0015,300,粥
G,JF0015,1,粥
份,JF0015,15,粥
冰磚,JF0015,NA,粥
適量,JF0015,1,粥
碗,JF0015,230,粥
杯米,JF0015,230,粥
磚,JF0015,200,粥
碗公,JF0015,330,粥
片,JF0016,1,鍋粑
公克,JF0016,1,鍋粑
塊,JF0016,455,鍋粑
小匙,JF0017,15,壽司
個,JF0017,1,壽司
張切2,JF0017,NA,壽司
cc,JF0017,1,壽司
張,JF0017,200,壽司
適量,JF0017,1,壽司
包16片,JF0017,NA,壽司
杯米30cc,JF0017,NA,壽司
數滴,JF0017,150,壽司
大匙,JF0017,15,壽司
人份,JF0017,250,壽司
張,JF0017,200,壽司
cc,JF0017,1,壽司
條,JF0017,605,壽司
㏄,JF0017,1,壽司
公克,JF0017,1,壽司
塊,JF0017,455,壽司
大匙,JF0017,15,壽司
杯,JF0017,15,壽司
c.c.,JF0017,1,壽司
碗,JF0017,230,壽司
T,JF0017,15,壽司
些,JF0017,150,壽司
小瓶,JF0017,300,壽司
g,JF0017,1,壽司
ml,JF0017,1,壽司
包,JF0017,200,壽司
片,JF0017,1,壽司
匙,JF0017,15,壽司
些許,JF0017,150,壽司
湯匙,JF0017,15,壽司
顆,JF0018,150,粽
個,JF0018,1,粽
片,JF0020,1,米糕
杯,JF0020,15,米糕
公克,JF0020,1,米糕
適量,JF0021,1,粉稞
罐,JF0022,5,甜八寶
指尖,KA0001,3,食鹽
tsp少少,KA0001,3,食鹽
g,KA0001,1,食鹽
分之1茶匙,KA0001,3,食鹽
大把,KA0001,9,食鹽
點點不到1g,KA0001,3,食鹽
又0.5茶匙,KA0001,3,食鹽
甜匙,KA0001,5,食鹽
中匙,KA0001,5,食鹽
勺,KA0001,15,食鹽
t,KA0001,15,食鹽
小掫,KA0001,3,食鹽
又0.5小匙,KA0001,3,食鹽
又0.25茶匙,KA0001,3,食鹽
g匙,KA0001,3,食鹽
撮,KA0001,3,食鹽
tsb,KA0001,5,食鹽
菜匙,KA0001,5,食鹽
:10,KA0001,NA,食鹽
cc,KA0001,1,食鹽
／8茶匙,KA0001,NA,食鹽
tsp,KA0001,5,食鹽
／2大匙,KA0001,NA,食鹽
小匙,KA0001,15,食鹽
小匙3g,KA0001,5,食鹽
撮,KA0001,3,食鹽
碗,KA0001,230,食鹽
T,KA0001,15,食鹽
些,KA0001,3,食鹽
杯,KA0001,15,食鹽
又0.25小匙,KA0001,3,食鹽
塊,KA0001,455,食鹽
\4茶匙,KA0001,NA,食鹽
茶匙,KA0001,5,食鹽
小撮,KA0001,6,食鹽
小匙斟酌,KA0001,5,食鹽
小搓,KA0001,3,食鹽
丁點,KA0001,3,食鹽
中平匙,KA0001,5,食鹽
大塊,KA0001,9,食鹽
小尟,KA0001,5,食鹽
鹽罐量匙,KA0001,3,食鹽
至3匙,KA0001,NA,食鹽
適量,KA0001,1,食鹽
平匙,KA0001,5,食鹽
茶匙的0.5個,KA0001,NA,食鹽
公克,KA0001,1,食鹽
匙尖,KA0001,NA,食鹽
TSP,KA0001,5,食鹽
小茶匙,KA0001,5,食鹽
tsp少少,KA0001,3,食鹽
／2茶匙,KA0001,NA,食鹽
小匙,KA0001,15,食鹽
克,KA0001,1,食鹽
公克,KA0001,1,食鹽
酌量,KA0001,6,食鹽
小題,KA0001,NA,食鹽
t,KA0001,15,食鹽
大匙,KA0001,15,食鹽
G,KA0001,1,食鹽
鹽罐小匙,KA0001,5,食鹽
又0.5甜匙,KA0001,NA,食鹽
小搓,KA0001,3,食鹽
小匙,KA0001,15,食鹽
點,KA0001,5,食鹽
咪咪,KA0001,3,食鹽
／4茶匙,KA0001,NA,食鹽
小湯匙,KA0001,5,食鹽
g,KA0001,1,食鹽
小,KA0001,15,食鹽
ML,KA0001,1,食鹽
花匙,KA0001,5,食鹽
包,KA0001,6,食鹽
片,KA0001,1,食鹽
匙,KA0001,15,食鹽
中匙,KA0001,5,食鹽
tsp 茶匙,KA0001,NA,食鹽
自行斟酌,KA0001,3,食鹽
湯匙,KA0001,15,食鹽
小匙,KA0001,15,食鹽
小匙x2,KA0001,NA,食鹽
個,KA0001,1,食鹽
絲絲,KA0001,3,食鹽
ml,KA0001,1,食鹽
／2小匙,KA0001,NA,食鹽
分滿小匙,KA0001,5,食鹽
小瓶,KA0001,40,食鹽
個指腹量,KA0001,3,食鹽
匙,KA0001,15,食鹽
小指腹量,KA0001,3,食鹽
小塊,KA0001,6,食鹽
湯匙,KA0001,15,食鹽
小把,KA0001,6,食鹽
大匙,KA0001,15,食鹽
至3杯,KA0001,NA,食鹽
TEA,KA0001,5,食鹽
布丁匙,KA0001,5,食鹽
分之1小匙,KA0001,3,食鹽
斤,KA0001,605,食鹽
: 2 : 0.5 : 0.5 : 0.5,KA0001,NA,食鹽
又0.5,KA0001,3,食鹽
teaspoon,KA0001,5,食鹽
tbsp,KA0001,15,食鹽
分之1 茶匙,KA0001,NA,食鹽
公斤,KA0001,1000,食鹽
面1匙,KA0001,NA,食鹽
咪咪咪,KA0001,3,食鹽
ml,KA0001,1,食鹽
tbsp,KA0001,15,食鹽
指,KA0001,3,食鹽
微量,KA0001,3,食鹽
點點,KA0001,5,食鹽
tsps,KA0001,5,食鹽
茶匙,KA0001,5,食鹽
月2日,KA0001,NA,食鹽
TEA,KA0001,5,食鹽
分之1大匙,KA0001,NA,食鹽
搓,KA0001,3,食鹽
少許,KA0001,3,食鹽
ｇ,KA0001,1,食鹽
至3湯匙,KA0001,NA,食鹽
滴滴,KA0001,3,食鹽
小戳,KA0001,3,食鹽
把,KA0001,6,食鹽
少量,KA0001,3,食鹽
碗量,KA0001,230,食鹽
匙多,KA0001,5,食鹽
月4日,KA0001,NA,食鹽
些些,KA0001,3,食鹽
匙x 3,KA0001,NA,食鹽
小瓢,KA0001,NA,食鹽
茶匙,KA0001,5,食鹽
分之1匙,KA0001,NA,食鹽
小撮,KA0001,6,食鹽
又0.5大匙,KA0001,NA,食鹽
克,KA0001,1,食鹽
tsp,KA0001,5,食鹽
咖啡匙,KA0001,5,食鹽
尾,KA0001,6,食鹽
g,KA0001,1,食鹽
tp,KA0001,NA,食鹽
／4小匙,KA0001,NA,食鹽
tbs,KA0001,15,食鹽
些許,KA0001,3,食鹽
搓,KA0001,3,食鹽
呎,KA0001,NA,食鹽
小平匙,KA0001,NA,食鹽
隨意,KA0001,1,食鹽
茶匙　,KA0001,NA,食鹽
小匙,KA0002,15,海鹽
尾,KA0002,6,海鹽
茶匙,KA0002,5,海鹽
適量,KA0002,1,海鹽
少許,KA0002,3,海鹽
大匙,KA0002,15,海鹽
小茶匙,KA0002,5,海鹽
少量,KA0002,3,海鹽
包,KA0002,6,海鹽
克,KA0002,1,海鹽
桌匙,KA0002,15,海鹽
酌量,KA0002,6,海鹽
tsp,KA0002,5,海鹽
小搓,KA0002,3,海鹽
分之1小匙,KA0002,3,海鹽
bsp,KA0002,15,海鹽
撮,KA0002,3,海鹽
小撮,KA0002,6,海鹽
公克,KA0002,1,海鹽
tsp,KA0002,5,海鹽
點,KA0002,5,海鹽
小匙,KA0002,15,海鹽
又0.25小匙,KA0002,3,海鹽
kg,KA0002,1000,海鹽
g,KA0002,1,海鹽
茶匙,KA0002,5,海鹽
／4小匙,KA0002,NA,海鹽
包,KA0002,6,海鹽
匙,KA0002,15,海鹽
些許,KA0002,3,海鹽
t,KA0002,15,海鹽
隨意,KA0002,1,海鹽
湯匙,KA0002,15,海鹽
小匙,KA0003,15,椒鹽
茶匙,KA0003,5,椒鹽
根,KA0003,5,椒鹽
適量,KA0003,1,椒鹽
少許,KA0003,3,椒鹽
中匙,KA0003,5,椒鹽
小包,KA0003,6,椒鹽
大匙,KA0003,15,椒鹽
少量,KA0003,3,椒鹽
公克,KA0003,1,椒鹽
酌量,KA0003,6,椒鹽
微量,KA0003,3,椒鹽
中匙,KA0003,5,椒鹽
大匙,KA0003,15,椒鹽
大茶匙,KA0003,5,椒鹽
碗,KA0003,230,椒鹽
小匙,KA0003,15,椒鹽
g,KA0003,1,椒鹽
茶匙,KA0003,5,椒鹽
包,KA0003,6,椒鹽
匙,KA0003,15,椒鹽
些許,KA0003,3,椒鹽
t,KA0003,15,椒鹽
隨意,KA0003,1,椒鹽
點點,KA0003,5,椒鹽
適量,KA0004,1,黑鹽
湯匙,KA0005,15,梅鹽
適量,KA0006,1,蒜辣鹽
少許,KA0007,3,鰹魚鹽
少許,KA0008,3,糖鹽
大匙,KA0008,15,糖鹽
g,KA0009,1,砂糖
Tbsps,KA0009,NA,砂糖
數個,KA0009,9,砂糖
甜匙,KA0009,5,砂糖
中匙,KA0009,5,砂糖
t,KA0009,15,砂糖
又0.5小匙,KA0009,3,砂糖
個,KA0009,1,砂糖
cup,KA0009,230,砂糖
cl,KA0009,6,砂糖
tsb,KA0009,5,砂糖
條,KA0009,605,砂糖
cc,KA0009,1,砂糖
tb,KA0009,15,砂糖
微量,KA0009,3,砂糖
公斤,KA0009,1000,砂糖
克,KA0009,1,砂糖
小匙,KA0009,15,砂糖
大茶匙,KA0009,5,砂糖
tbs,KA0009,15,砂糖
罐,KA0009,5,砂糖
撮,KA0009,3,砂糖
包0元,KA0009,NA,砂糖
碗,KA0009,230,砂糖
T,KA0009,15,砂糖
小匙＿,KA0009,5,砂糖
些,KA0009,3,砂糖
杯,KA0009,15,砂糖
塊,KA0009,455,砂糖
喝湯匙,KA0009,15,砂糖
小勺,KA0009,5,砂糖
大匙左右,KA0009,NA,砂糖
分之3量米杯,KA0009,NA,砂糖
小搓,KA0009,3,砂糖
茶匙,KA0009,5,砂糖
:02:01,KA0009,NA,砂糖
量杯,KA0009,230,砂糖
kg,KA0009,1000,砂糖
適量,KA0009,1,砂糖
公,KA0009,1,砂糖
T,KA0009,15,砂糖
公克,KA0009,1,砂糖
湯匙份,KA0009,15,砂糖
／2匙,KA0009,NA,砂糖
杯糖,KA0009,NA,砂糖
g,KA0009,1,砂糖
G,KA0009,1,砂糖
杯,KA0009,15,砂糖
／2茶匙,KA0009,NA,砂糖
大匙以上,KA0009,15,砂糖
杯左右,KA0009,230,砂糖
杯＋2 大匙,KA0009,NA,砂糖
／2大匙,KA0009,NA,砂糖
公克,KA0009,1,砂糖
酌量,KA0009,6,砂糖
又0.5大匙,KA0009,NA,砂糖
C,KA0009,1,砂糖
g,KA0009,1,砂糖
大匙,KA0009,15,砂糖
杯,KA0009,15,砂糖
又0.33 杯,KA0009,NA,砂糖
米杯,KA0009,230,砂糖
Tbsp,KA0009,15,砂糖
大醬,KA0009,NA,砂糖
點,KA0009,5,砂糖
咪咪,KA0009,3,砂糖
數顆,KA0009,9,砂糖
小湯匙,KA0009,5,砂糖
g,KA0009,1,砂糖
克,KA0009,1,砂糖
ML,KA0009,1,砂糖
＋10 公克,KA0009,NA,砂糖
包,KA0009,6,砂糖
匙,KA0009,15,砂糖
中匙,KA0009,5,砂糖
C.C,KA0009,1,砂糖
中平匙,KA0009,5,砂糖
湯匙,KA0009,15,砂糖
小匙,KA0009,15,砂糖
公克。,KA0009,1,砂糖
Cup,KA0009,230,砂糖
ml,KA0009,1,砂糖
／2小匙,KA0009,NA,砂糖
平小勺,KA0009,5,砂糖
+.5大匙,KA0009,NA,砂糖
匙,KA0009,15,砂糖
:10,KA0009,NA,砂糖
小包,KA0009,6,砂糖
湯匙,KA0009,15,砂糖
量杯,KA0009,230,砂糖
大匙,KA0009,15,砂糖
TEA,KA0009,5,砂糖
小碟,KA0009,40,砂糖
Tbsp,KA0009,15,砂糖
t,KA0009,15,砂糖
G 增減,KA0009,1,砂糖
㏄,KA0009,1,砂糖
碗,KA0009,230,砂糖
g外加最後灑在麵糊頂上1大匙,KA0009,NA,砂糖
大湯匙,KA0009,15,砂糖
杯量米杯,KA0009,230,砂糖
cup,KA0009,230,砂糖
大T,KA0009,15,砂糖
洗匙,KA0009,5,砂糖
斤,KA0009,605,砂糖
TABLE,KA0009,15,砂糖
.5ml,KA0009,NA,砂糖
量米杯,KA0009,230,砂糖
杯多,KA0009,NA,砂糖
Cup,KA0009,230,砂糖
分之1茶匙,KA0009,3,砂糖
mg,KA0009,1,砂糖
+.5小匙,KA0009,3,砂糖
ml,KA0009,1,砂糖
飯碗,KA0009,230,砂糖
tbsp,KA0009,15,砂糖
克,KA0009,1,砂糖
點點提味,KA0009,5,砂糖
tsp,KA0009,5,砂糖
點點,KA0009,5,砂糖
茶匙,KA0009,5,砂糖
月2日,KA0009,NA,砂糖
顆,KA0009,3,砂糖
Ts,KA0009,15,砂糖
tbsp,KA0009,15,砂糖
少許,KA0009,3,砂糖
ｇ,KA0009,1,砂糖
分之1湯匙,KA0009,NA,砂糖
分之1杯,KA0009,NA,砂糖
%,KA0009,NA,砂糖
小T,KA0009,NA,砂糖
少量,KA0009,3,砂糖
大杯,KA0009,330,砂糖
又0.5cup,KA0009,NA,砂糖
小條,KA0009,6,砂糖
把,KA0009,6,砂糖
桌匙,KA0009,15,砂糖
又0.5杯,KA0009,NA,砂糖
份,KA0009,15,砂糖
毫升,KA0009,1,砂糖
小時,KA0009,NA,砂糖
克左右,KA0009,1,砂糖
／3杯,KA0009,NA,砂糖
鐵湯匙,KA0009,15,砂糖
分之1匙,KA0009,NA,砂糖
小撮,KA0009,6,砂糖
table spoon,KA0009,15,砂糖
小,KA0009,15,砂糖
　g,KA0009,NA,砂糖
大Ｔ,KA0009,15,砂糖
－200g,KA0009,NA,砂糖
tsp,KA0009,5,砂糖
小茶匙,KA0009,5,砂糖
kg,KA0009,1000,砂糖
杯,KA0009,15,砂糖
㏄,KA0010,1,寡糖
公克,KA0011,1,葡萄糖
g,KA0011,1,葡萄糖
g,KA0012,1,麻糬粉
適量,KA0013,1,芝麻糖粉
小匙,KA0014,15,糖粉
g,KA0014,1,糖粉
茶匙,KA0014,5,糖粉
適量,KA0014,1,糖粉
少許,KA0014,3,糖粉
公克,KA0014,1,糖粉
湯匙,KA0014,15,糖粉
大匙,KA0014,15,糖粉
G,KA0014,1,糖粉
少量,KA0014,3,糖粉
克,KA0014,1,糖粉
公克,KA0014,1,糖粉
酌量,KA0014,6,糖粉
cup,KA0014,230,糖粉
大匙,KA0014,15,糖粉
杯,KA0014,15,糖粉
大茶匙,KA0014,5,糖粉
米杯,KA0014,230,糖粉
公克.,KA0014,1,糖粉
T,KA0014,15,糖粉
g,KA0014,1,糖粉
些,KA0014,3,糖粉
Cup,KA0014,230,糖粉
杯,KA0014,15,糖粉
g,KA0014,1,糖粉
ml,KA0014,1,糖粉
包,KA0014,6,糖粉
匙,KA0014,15,糖粉
些許,KA0014,3,糖粉
隨意,KA0014,1,糖粉
湯匙,KA0014,15,糖粉
小匙,KA0015,15,二砂糖
g,KA0015,1,二砂糖
茶匙,KA0015,5,二砂糖
斤22,KA0015,NA,二砂糖
適量,KA0015,1,二砂糖
少許,KA0015,3,二砂糖
又0.5大匙,KA0015,NA,二砂糖
公克,KA0015,1,二砂糖
TABLE,KA0015,15,二砂糖
湯匙,KA0015,15,二砂糖
大匙,KA0015,15,二砂糖
少量,KA0015,3,二砂糖
公斤,KA0015,1000,二砂糖
大匙以上,KA0015,15,二砂糖
㏄,KA0015,1,二砂糖
克,KA0015,1,二砂糖
公克,KA0015,1,二砂糖
酌量,KA0015,6,二砂糖
t,KA0015,15,二砂糖
cup,KA0015,230,二砂糖
大匙,KA0015,15,二砂糖
G,KA0015,1,二砂糖
小匙,KA0015,15,二砂糖
斤,KA0015,605,二砂糖
碗,KA0015,230,二砂糖
T,KA0015,15,二砂糖
TABLE,KA0015,15,二砂糖
量米杯,KA0015,230,二砂糖
杯,KA0015,15,二砂糖
KG,KA0015,1000,二砂糖
g,KA0015,1,二砂糖
克,KA0015,1,二砂糖
茶匙,KA0015,5,二砂糖
飯碗,KA0015,230,二砂糖
包,KA0015,6,二砂糖
湯匙量,KA0015,NA,二砂糖
匙,KA0015,15,二砂糖
中匙,KA0015,5,二砂糖
湯匙,KA0015,15,二砂糖
－2大匙,KA0016,NA,蔗糖
小匙,KA0016,15,蔗糖
大匙,KA0016,15,蔗糖
g,KA0016,1,蔗糖
茶匙,KA0016,5,蔗糖
顆,KA0016,3,蔗糖
適量,KA0016,1,蔗糖
克,KA0016,1,蔗糖
公克,KA0016,1,蔗糖
小匙,KA0017,15,果糖
茶匙,KA0017,5,果糖
顆,KA0017,3,果糖
適量,KA0017,1,果糖
少許,KA0017,3,果糖
中匙,KA0017,5,果糖
CC,KA0017,1,果糖
盎司,KA0017,28,果糖
大匙,KA0017,15,果糖
少量,KA0017,3,果糖
又0.33大匙,KA0017,NA,果糖
cc,KA0017,1,果糖
oz,KA0017,28,果糖
㏄,KA0017,1,果糖
克,KA0017,1,果糖
公克,KA0017,1,果糖
t,KA0017,15,果糖
c.c.,KA0017,1,果糖
T,KA0017,15,果糖
.5ml,KA0017,NA,果糖
盒,KA0017,605,果糖
g,KA0017,1,果糖
ml,KA0017,1,果糖
球,KA0017,6,果糖
匙,KA0017,15,果糖
c.c,KA0017,1,果糖
稍許,KA0017,3,果糖
湯匙,KA0017,15,果糖
小匙,KA0018,15,冰糖
大塊,KA0018,9,冰糖
數粒,KA0018,9,冰糖
小塊,KA0018,6,冰糖
g,KA0018,1,冰糖
茶匙,KA0018,5,冰糖
顆,KA0018,3,冰糖
小包8g,KA0018,NA,冰糖
粒,KA0018,3,冰糖
適量,KA0018,1,冰糖
少許,KA0018,3,冰糖
小粒,KA0018,3,冰糖
公克,KA0018,1,冰糖
:05.5,KA0018,NA,冰糖
湯勺,KA0018,15,冰糖
湯匙,KA0018,15,冰糖
g公克,KA0018,NA,冰糖
把,KA0018,6,冰糖
大匙,KA0018,15,冰糖
G,KA0018,1,冰糖
少量,KA0018,3,冰糖
條,KA0018,605,冰糖
包,KA0018,6,冰糖
小顆,KA0018,6,冰糖
克,KA0018,1,冰糖
公克,KA0018,1,冰糖
酌量,KA0018,6,冰糖
t,KA0018,15,冰糖
大匙,KA0018,15,冰糖
杯,KA0018,15,冰糖
斤,KA0018,605,冰糖
米杯,KA0018,230,冰糖
碗,KA0018,230,冰糖
粒,KA0018,3,冰糖
T,KA0018,15,冰糖
平匙鐵湯匙,KA0018,NA,冰糖
大湯勺,KA0018,15,冰糖
杯,KA0018,15,冰糖
塊,KA0018,455,冰糖
小湯匙,KA0018,5,冰糖
g,KA0018,1,冰糖
克,KA0018,1,冰糖
ml,KA0018,1,冰糖
又0.5小匙,KA0018,3,冰糖
包,KA0018,6,冰糖
匙,KA0018,15,冰糖
些許,KA0018,3,冰糖
又0.5大匙,KA0018,NA,冰糖
小平匙,KA0018,NA,冰糖
隨意,KA0018,1,冰糖
湯匙,KA0018,15,冰糖
點點,KA0018,5,冰糖
tsp,KA0018,5,冰糖
適量,KA0019,1,方糖
g,KA0019,1,方糖
片,KA0020,1,片糖
塊,KA0020,455,片糖
塊,KA0020,455,片糖
g,KA0020,1,片糖
適量,KA0020,1,片糖
少許,KA0020,3,片糖
克,KA0020,1,片糖
小匙,KA0021,15,紅糖
粒,KA0021,3,紅糖
g,KA0021,1,紅糖
茶匙,KA0021,5,紅糖
顆,KA0021,3,紅糖
適量,KA0021,1,紅糖
少許,KA0021,3,紅糖
ｇ,KA0021,1,紅糖
碗,KA0021,230,紅糖
大湯杓,KA0021,15,紅糖
公克,KA0021,1,紅糖
小塊,KA0021,6,紅糖
湯匙,KA0021,15,紅糖
個,KA0021,1,紅糖
量杯,KA0021,230,紅糖
小碗,KA0021,230,紅糖
大匙,KA0021,15,紅糖
小茶匙,KA0021,5,紅糖
少量,KA0021,3,紅糖
至2大匙,KA0021,NA,紅糖
包,KA0021,6,紅糖
㏄,KA0021,1,紅糖
克,KA0021,1,紅糖
大湯匙,KA0021,15,紅糖
又0.5杯,KA0021,NA,紅糖
份,KA0021,15,紅糖
c.c,KA0021,1,紅糖
cup,KA0021,230,紅糖
／3杯,KA0021,NA,紅糖
大匙,KA0021,15,紅糖
G,KA0021,1,紅糖
杯,KA0021,15,紅糖
tablespoon,KA0021,NA,紅糖
斤,KA0021,605,紅糖
米杯,KA0021,230,紅糖
克,KA0021,1,紅糖
T,KA0021,15,紅糖
公克,KA0021,1,紅糖
量米杯,KA0021,230,紅糖
杯,KA0021,15,紅糖
cc,KA0021,1,紅糖
小匙,KA0021,15,紅糖
塊,KA0021,455,紅糖
小湯匙,KA0021,5,紅糖
g,KA0021,1,紅糖
杯 適量,KA0021,NA,紅糖
ml,KA0021,1,紅糖
顆,KA0021,3,紅糖
包,KA0021,6,紅糖
片,KA0021,1,紅糖
匙,KA0021,15,紅糖
些許,KA0021,3,紅糖
t,KA0021,15,紅糖
酌量,KA0021,6,紅糖
g視甜度調整,KA0021,NA,紅糖
隨意,KA0021,1,紅糖
湯匙,KA0021,15,紅糖
茶匙,KA0022,5,代糖
小包,KA0022,6,代糖
g,KA0022,1,代糖
小匙,KA0023,15,蜂蜜
小塊,KA0023,6,蜂蜜
g,KA0023,1,蜂蜜
ml,KA0023,1,蜂蜜
顆,KA0023,3,蜂蜜
份,KA0023,15,蜂蜜
tbsp,KA0023,15,蜂蜜
適量,KA0023,1,蜂蜜
小罐,KA0023,40,蜂蜜
少許,KA0023,3,蜂蜜
ｇ,KA0023,1,蜂蜜
勺,KA0023,15,蜂蜜
片,KA0023,1,蜂蜜
公克,KA0023,1,蜂蜜
些許,KA0023,3,蜂蜜
包,KA0023,6,蜂蜜
小包,KA0023,6,蜂蜜
湯匙,KA0023,15,蜂蜜
至4大匙,KA0023,NA,蜂蜜
盎司,KA0023,28,蜂蜜
大匙,KA0023,15,蜂蜜
杯,KA0023,15,蜂蜜
少量,KA0023,3,蜂蜜
Tbs,KA0023,15,蜂蜜
小碟,KA0023,40,蜂蜜
茶匙,KA0023,5,蜂蜜
X4X4cm,KA0023,NA,蜂蜜
oz,KA0023,28,蜂蜜
c.c.,KA0023,1,蜂蜜
克,KA0023,1,蜂蜜
大勺,KA0023,15,蜂蜜
月1日,KA0023,NA,蜂蜜
公克,KA0023,1,蜂蜜
又0.5杯,KA0023,NA,蜂蜜
酌量,KA0023,6,蜂蜜
毫升,KA0023,1,蜂蜜
微量,KA0023,3,蜂蜜
c.c,KA0023,1,蜂蜜
小匙7g,KA0023,NA,蜂蜜
大匙,KA0023,15,蜂蜜
G,KA0023,1,蜂蜜
杯,KA0023,15,蜂蜜
CC,KA0023,1,蜂蜜
大茶匙,KA0023,5,蜂蜜
大Ｔ,KA0023,15,蜂蜜
T,KA0023,15,蜂蜜
TABLE,KA0023,15,蜂蜜
Ｃ.Ｃ.,KA0023,1,蜂蜜
g,KA0023,1,蜂蜜
些,KA0023,3,蜂蜜
cc,KA0023,1,蜂蜜
㏄,KA0023,1,蜂蜜
小匙,KA0023,15,蜂蜜
塊,KA0023,455,蜂蜜
Ｔ,KA0023,15,蜂蜜
小湯匙,KA0023,5,蜂蜜
g,KA0023,1,蜂蜜
ml,KA0023,1,蜂蜜
tbsp,KA0023,15,蜂蜜
片,KA0023,1,蜂蜜
匙,KA0023,15,蜂蜜
C.C.,KA0023,1,蜂蜜
t,KA0023,15,蜂蜜
