V1.x,V1.y,V3,V2
cc,KA0023,1,蜂蜜
茶包,KA0023,9,蜂蜜
隨意,KA0023,1,蜂蜜
湯匙,KA0023,15,蜂蜜
自行斟酌,KA0023,3,蜂蜜
杯,KA0024,15,糖水
大匙,KA0024,15,糖水
G,KA0024,1,糖水
g,KA0024,1,糖水
cl,KA0024,6,糖水
c.c.,KA0024,1,糖水
少許,KA0024,3,糖水
適量,KA0024,1,糖水
碗,KA0024,230,糖水
匙,KA0024,15,糖水
㏄,KA0024,1,糖水
Ｃ.Ｃ.,KA0024,1,糖水
公克,KA0024,1,糖水
cc,KA0024,1,糖水
oz,KA0024,28,糖水
小匙,KA0025,15,糖漿
g,KA0025,1,糖漿
cc,KA0025,1,糖漿
適量,KA0025,1,糖漿
少許,KA0025,3,糖漿
毫升,KA0025,1,糖漿
大匙,KA0025,15,糖漿
湯匙,KA0025,15,糖漿
㏄,KA0025,1,糖漿
克,KA0025,1,糖漿
公克,KA0025,1,糖漿
毫升,KA0025,1,糖漿
c.c,KA0025,1,糖漿
大匙,KA0025,15,糖漿
G,KA0025,1,糖漿
小匙,KA0025,15,糖漿
CC,KA0025,1,糖漿
數滴,KA0025,3,糖漿
杯,KA0025,15,糖漿
g,KA0025,1,糖漿
ml,KA0025,1,糖漿
滴,KA0025,3,糖漿
匙,KA0025,15,糖漿
oz,KA0025,28,糖漿
湯匙,KA0025,15,糖漿
小匙,KA0026,15,龍舌蘭蜜
大匙,KA0026,15,龍舌蘭蜜
大匙,KA0026,15,龍舌蘭蜜
g,KA0026,1,龍舌蘭蜜
T,KA0026,15,龍舌蘭蜜
小匙,KA0027,15,麥芽
杯,KA0027,15,麥芽
大匙,KA0027,15,麥芽
g,KA0027,1,麥芽
G,KA0027,1,麥芽
cc,KA0027,1,麥芽
ml,KA0027,1,麥芽
斤,KA0027,605,麥芽
少許,KA0027,3,麥芽
適量,KA0027,1,麥芽
碗,KA0027,230,麥芽
茶匙,KA0027,5,麥芽
匙,KA0027,15,麥芽
T,KA0027,15,麥芽
克,KA0027,1,麥芽
tsp,KA0027,5,麥芽
公克,KA0027,1,麥芽
湯匙,KA0027,15,麥芽
坨,KA0027,6,麥芽
大匙,KA0027,15,麥芽
適量,KA0028,1,荔枝蜜
g,KA0028,1,荔枝蜜
小匙,KA0029,15,椰糖
大匙,KA0029,15,椰糖
g,KA0029,1,椰糖
茶匙,KA0029,5,椰糖
茶匙,KA0029,5,椰糖
顆,KA0029,3,椰糖
少許,KA0029,3,椰糖
適量,KA0029,1,椰糖
克,KA0029,1,椰糖
匙,KA0029,15,椰糖
克,KA0029,1,椰糖
公克,KA0029,1,椰糖
粒,KA0029,3,椰糖
酌量,KA0029,6,椰糖
湯匙,KA0029,15,椰糖
小匙,KA0030,15,楓糖
g,KA0030,1,楓糖
cc,KA0030,1,楓糖
適量,KA0030,1,楓糖
少許,KA0030,3,楓糖
匙,KA0030,15,楓糖
勺,KA0030,15,楓糖
大匙,KA0030,15,楓糖
少量,KA0030,3,楓糖
茶匙,KA0030,5,楓糖
克,KA0030,1,楓糖
大湯匙,KA0030,15,楓糖
tsp,KA0030,5,楓糖
cup,KA0030,230,楓糖
大匙,KA0030,15,楓糖
杯,KA0030,15,楓糖
tbs,KA0030,15,楓糖
T,KA0030,15,楓糖
公克,KA0030,1,楓糖
杯,KA0030,15,楓糖
g,KA0030,1,楓糖
ml,KA0030,1,楓糖
匙,KA0030,15,楓糖
些許,KA0030,3,楓糖
茶匙,KA0030,5,楓糖
隨意,KA0030,1,楓糖
湯匙,KA0030,15,楓糖
適量,KA0031,1,桂花糖
湯匙,KA0031,15,桂花糖
大匙,KA0031,15,桂花糖
g,KA0031,1,桂花糖
適量,KA0032,1,麵衣
公克,KA0032,1,麵衣
少許,KA0032,3,麵衣
ml,KA0033,1,綿白糖
g,KA0033,1,綿白糖
公克,KA0033,1,綿白糖
小匙,KA0034,15,果醋
瓶,KA0034,5,果醋
茶匙,KA0034,5,果醋
適量,KA0034,1,果醋
少許,KA0034,3,果醋
CC,KA0034,1,果醋
大匙,KA0034,15,果醋
cc,KA0034,1,果醋
㏄,KA0034,1,果醋
公克,KA0034,1,果醋
份,KA0034,15,果醋
大匙,KA0034,15,果醋
小匙,KA0034,15,果醋
c.c.,KA0034,1,果醋
T,KA0034,15,果醋
杯,KA0034,15,果醋
酌量,KA0034,6,果醋
g,KA0034,1,果醋
ml,KA0034,1,果醋
tbsp,KA0034,15,果醋
匙,KA0034,15,果醋
C.C.,KA0034,1,果醋
t,KA0034,15,果醋
ML,KA0034,1,果醋
隨意,KA0034,1,果醋
湯匙,KA0034,15,果醋
杯,KA0036,15,焦糖
盒,KA0036,605,焦糖
大匙,KA0036,15,焦糖
g,KA0036,1,焦糖
ml,KA0036,1,焦糖
顆,KA0036,3,焦糖
顆,KA0036,3,焦糖
飯碗,KA0036,230,焦糖
包,KA0036,6,焦糖
適量,KA0036,1,焦糖
匙,KA0036,15,焦糖
㏄,KA0036,1,焦糖
克,KA0036,1,焦糖
公克,KA0036,1,焦糖
份,KA0036,15,焦糖
g,KA0037,1,焦糖粉
公克,KA0038,1,葡萄糖漿
克,KA0038,1,葡萄糖漿
g,KA0038,1,葡萄糖漿
㏄,KA0038,1,葡萄糖漿
g,KA0039,1,檸檬糖漿
公克,KA0040,1,薄荷糖漿
㏄,KA0040,1,薄荷糖漿
oz,KA0040,28,薄荷糖漿
小匙,KA0041,15,醋
個,KA0041,1,醋
Cup,KA0041,230,醋
ml,KA0041,1,醋
顆,KA0041,3,醋
適量,KA0041,1,醋
大碗,KA0041,330,醋
c.c,KA0041,1,醋
少許,KA0041,3,醋
匙,KA0041,15,醋
勺,KA0041,15,醋
喝湯匙,KA0041,15,醋
又0.5小匙,KA0041,3,醋
湯匙,KA0041,15,醋
小瓶,KA0041,40,醋
CC,KA0041,1,醋
大匙,KA0041,15,醋
杯,KA0041,15,醋
人份,KA0041,9,醋
少量,KA0041,3,醋
瓶,KA0041,5,醋
ts,KA0041,5,醋
t,KA0041,15,醋
數滴,KA0041,3,醋
cc,KA0041,1,醋
cc.,KA0041,1,醋
㏄,KA0041,1,醋
克,KA0041,1,醋
ｃｃ,KA0041,1,醋
公克,KA0041,1,醋
酌量,KA0041,6,醋
微量,KA0041,3,醋
c.c,KA0041,1,醋
大T,KA0041,15,醋
杯米30cc,KA0041,NA,醋
大匙,KA0041,15,醋
G,KA0041,1,醋
杯,KA0041,15,醋
c.c.,KA0041,1,醋
大茶匙,KA0041,5,醋
斤,KA0041,605,醋
c.c..,KA0041,NA,醋
碗,KA0041,230,醋
T,KA0041,15,醋
茶匙,KA0041,5,醋
量米杯,KA0041,230,醋
些,KA0041,3,醋
小匙,KA0041,15,醋
瓶600CC,KA0041,NA,醋
g,KA0041,1,醋
荼匙,KA0041,NA,醋
ml,KA0041,1,醋
小勺,KA0041,5,醋
小杯,KA0041,230,醋
茶匙,KA0041,5,醋
匙,KA0041,15,醋
些許,KA0041,3,醋
中匙,KA0041,5,醋
cc,KA0041,1,醋
湯匙,KA0041,15,醋
:02:01,KA0041,NA,醋
cc,KA0042,1,土佐醋
小匙,KA0043,15,白醋
cc,KA0043,1,白醋
滴,KA0043,3,白醋
湯勺,KA0043,15,白醋
適量,KA0043,1,白醋
大匙15ml,KA0043,NA,白醋
少許,KA0043,3,白醋
匙,KA0043,15,白醋
湯匙,KA0043,15,白醋
量杯,KA0043,230,白醋
大匙,KA0043,15,白醋
少量,KA0043,3,白醋
／2茶匙,KA0043,NA,白醋
茶匙,KA0043,5,白醋
㏄,KA0043,1,白醋
克,KA0043,1,白醋
公克,KA0043,1,白醋
毫升,KA0043,1,白醋
C.C,KA0043,1,白醋
tsp,KA0043,5,白醋
中匙,KA0043,5,白醋
大匙,KA0043,15,白醋
小匙,KA0043,15,白醋
CC,KA0043,1,白醋
cc,KA0043,1,白醋
米杯,KA0043,230,白醋
TBP,KA0043,NA,白醋
碗,KA0043,230,白醋
T,KA0043,15,白醋
tsp,KA0043,5,白醋
數滴,KA0043,3,白醋
咪咪,KA0043,3,白醋
杯,KA0043,15,白醋
g,KA0043,1,白醋
:01,KA0043,NA,白醋
ml,KA0043,1,白醋
滴,KA0043,3,白醋
包,KA0043,6,白醋
匙,KA0043,15,白醋
些許,KA0043,3,白醋
t,KA0043,15,白醋
ML,KA0043,1,白醋
c.c,KA0043,1,白醋
湯匙,KA0043,15,白醋
大杯,KA0043,330,白醋
大匙,KA0044,15,紅醋
g,KA0044,1,紅醋
tbsp,KA0044,15,紅醋
適量,KA0044,1,紅醋
公克,KA0044,1,紅醋
湯匙,KA0044,15,紅醋
c.c.,KA0045,1,白酒醋
杯,KA0045,15,白酒醋
大匙,KA0045,15,白酒醋
g,KA0045,1,白酒醋
杯,KA0045,15,白酒醋
cc,KA0045,1,白酒醋
ml,KA0045,1,白酒醋
小匙,KA0045,15,白酒醋
適量,KA0045,1,白酒醋
茶匙,KA0045,5,白酒醋
少許,KA0045,3,白酒醋
㏄,KA0045,1,白酒醋
克,KA0045,1,白酒醋
少量,KA0045,3,白酒醋
公克,KA0045,1,白酒醋
酌量,KA0045,6,白酒醋
湯匙,KA0045,15,白酒醋
湯匙,KA0045,15,白酒醋
小匙,KA0046,15,紅酒醋
大匙,KA0046,15,紅酒醋
大匙,KA0046,15,紅酒醋
匙,KA0046,15,紅酒醋
cc,KA0046,1,紅酒醋
ml,KA0046,1,紅酒醋
至1茶匙,KA0046,NA,紅酒醋
適量,KA0046,1,紅酒醋
CC,KA0046,1,紅酒醋
少許,KA0046,3,紅酒醋
t,KA0046,15,紅酒醋
公克,KA0046,1,紅酒醋
毫升,KA0046,1,紅酒醋
湯匙,KA0046,15,紅酒醋
湯匙,KA0046,15,紅酒醋
tsp,KA0046,5,紅酒醋
㏄,KA0046,1,紅酒醋
小匙,KA0047,15,伍斯特醬
杯,KA0047,15,伍斯特醬
c.c.,KA0047,1,伍斯特醬
大匙,KA0047,15,伍斯特醬
小茶匙,KA0047,5,伍斯特醬
g,KA0047,1,伍斯特醬
匙,KA0047,15,伍斯特醬
茶匙,KA0047,5,伍斯特醬
湯匙,KA0047,15,伍斯特醬
滴,KA0047,3,伍斯特醬
適量,KA0047,1,伍斯特醬
cc,KA0047,1,伍斯特醬
少許,KA0047,3,伍斯特醬
t,KA0047,15,伍斯特醬
公克,KA0047,1,伍斯特醬
數滴,KA0047,3,伍斯特醬
茶馳,KA0047,NA,伍斯特醬
㏄,KA0047,1,伍斯特醬
小匙,KA0048,15,烏醋
茶匙,KA0048,5,烏醋
湯勺,KA0048,15,烏醋
CC,KA0048,1,烏醋
適量,KA0048,1,烏醋
少許,KA0048,3,烏醋
匙,KA0048,15,烏醋
中匙,KA0048,5,烏醋
ML,KA0048,1,烏醋
大匙,KA0048,15,烏醋
cc,KA0048,1,烏醋
cc,KA0048,1,烏醋
㏄,KA0048,1,烏醋
克,KA0048,1,烏醋
公克,KA0048,1,烏醋
酌量,KA0048,6,烏醋
微量,KA0048,3,烏醋
c.c,KA0048,1,烏醋
大匙,KA0048,15,烏醋
小匙,KA0048,15,烏醋
CC,KA0048,1,烏醋
米杯,KA0048,230,烏醋
: 2 : 0.5 : 0.5 : 0.5,KA0048,NA,烏醋
碗,KA0048,230,烏醋
T,KA0048,15,烏醋
數滴,KA0048,3,烏醋
分之1瓶,KA0048,NA,烏醋
杯,KA0048,15,烏醋
小湯匙,KA0048,5,烏醋
g,KA0048,1,烏醋
茶匙,KA0048,5,烏醋
滴,KA0048,3,烏醋
tbsp,KA0048,15,烏醋
part,KA0048,NA,烏醋
匙,KA0048,15,烏醋
些許,KA0048,3,烏醋
t,KA0048,15,烏醋
ml,KA0048,1,烏醋
隨意,KA0048,1,烏醋
湯匙,KA0048,15,烏醋
點點,KA0048,5,烏醋
小匙,KA0049,15,香醋
大匙,KA0049,15,香醋
g,KA0049,1,香醋
碗,KA0049,230,香醋
茶匙,KA0049,5,香醋
花匙,KA0049,5,香醋
.5匙,KA0049,NA,香醋
適量,KA0049,1,香醋
cc,KA0049,1,香醋
少許,KA0049,3,香醋
㏄,KA0049,1,香醋
公克,KA0049,1,香醋
湯匙,KA0049,15,香醋
湯匙,KA0049,15,香醋
小匙,KA0050,15,油醋
大匙,KA0050,15,油醋
匙,KA0050,15,油醋
cc,KA0050,1,油醋
ml,KA0050,1,油醋
包,KA0050,6,油醋
適量,KA0050,1,油醋
少許,KA0050,3,油醋
中匙,KA0050,5,油醋
湯匙,KA0050,15,油醋
㏄,KA0050,1,油醋
小匙,KA0051,15,梅醋
大匙,KA0051,15,梅醋
CC,KA0051,1,梅醋
ml,KA0051,1,梅醋
少許,KA0051,3,梅醋
適量,KA0051,1,梅醋
匙,KA0051,15,梅醋
c.c,KA0051,1,梅醋
T,KA0051,15,梅醋
適量,KA0052,1,甘醋
公克,KA0052,1,甘醋
段,KA0052,6,甘醋
少許,KA0053,3,雪利醋
小匙,KA0054,15,糯米醋
杯,KA0054,15,糯米醋
大匙,KA0054,15,糯米醋
瓶,KA0054,5,糯米醋
cc,KA0054,1,糯米醋
大茶匙,KA0054,5,糯米醋
適量,KA0054,1,糯米醋
c.c.,KA0054,1,糯米醋
茶匙,KA0054,5,糯米醋
少許,KA0054,3,糯米醋
㏄,KA0054,1,糯米醋
ml,KA0054,1,糯米醋
茶匙,KA0054,5,糯米醋
公克,KA0054,1,糯米醋
湯匙,KA0054,15,糯米醋
小匙,KA0055,15,義大利甜醋
Cc,KA0055,1,義大利甜醋
大匙,KA0055,15,義大利甜醋
大匙,KA0055,15,義大利甜醋
CC,KA0055,1,義大利甜醋
適量,KA0055,1,義大利甜醋
cc,KA0055,1,義大利甜醋
毫升,KA0055,1,義大利甜醋
湯匙,KA0055,15,義大利甜醋
大匙,KA0056,15,微酵多醣醋
適量,KA0057,1,涼拌酢
cc,KA0058,1,浙醋
少許,KA0058,3,浙醋
大匙,KA0058,15,浙醋
㏄,KA0058,1,浙醋
小匙,KA0059,15,味精
小匙,KA0059,15,味精
大匙,KA0059,15,味精
g,KA0059,1,味精
杯,KA0059,15,味精
茶匙,KA0059,5,味精
少量,KA0059,3,味精
少許,KA0059,3,味精
適量,KA0059,1,味精
匙,KA0059,15,味精
克,KA0059,1,味精
公克,KA0059,1,味精
酌量,KA0059,6,味精
小匙,KA0060,15,蝦粉
公克,KA0060,1,蝦粉
茶匙,KA0060,5,蝦粉
匙,KA0060,15,蝦粉
大匙,KA0060,15,蝦粉
茶匙,KA0062,5,嫩肉粉
小匙,KA0062,15,嫩肉粉
大匙,KA0062,15,嫩肉粉
g,KA0062,1,嫩肉粉
公克,KA0063,1,沙嗲粉
大匙,KA0063,15,沙嗲粉
公克,KA0064,1,酵素
顆,KA0064,3,酵素
㏄,KA0064,1,酵素
g,KA0064,1,酵素
小匙,KA0065,15,酒
Tbsp,KA0065,15,酒
粒,KA0065,3,酒
小瓶蓋,KA0065,NA,酒
瓶,KA0065,5,酒
ml,KA0065,1,酒
份,KA0065,15,酒
適量,KA0065,1,酒
大匙15ml,KA0065,NA,酒
c.c,KA0065,1,酒
少許,KA0065,3,酒
匙,KA0065,15,酒
:02:01,KA0065,NA,酒
口杯,KA0065,NA,酒
公克,KA0065,1,酒
大匙5ml,KA0065,NA,酒
包,KA0065,6,酒
湯匙,KA0065,15,酒
湯碗,KA0065,330,酒
個,KA0065,1,酒
量杯,KA0065,230,酒
小碗,KA0065,230,酒
碗,KA0065,230,酒
大匙,KA0065,15,酒
ＣＣ,KA0065,1,酒
+.5大匙,KA0065,NA,酒
少量,KA0065,3,酒
cl,KA0065,6,酒
條,KA0065,605,酒
C.C.,KA0065,1,酒
cc,KA0065,1,酒
oz,KA0065,28,酒
c.c.,KA0065,1,酒
分之1量米杯,KA0065,NA,酒
湯杓,KA0065,15,酒
毫升,KA0065,1,酒
C.C,KA0065,1,酒
微量,KA0065,3,酒
c.c,KA0065,1,酒
盎司,KA0065,28,酒
大匙,KA0065,15,酒
杯,KA0065,15,酒
小匙,KA0065,15,酒
CC,KA0065,1,酒
cc,KA0065,1,酒
Table Spoon,KA0065,NA,酒
米杯,KA0065,230,酒
棵,KA0065,6,酒
碗,KA0065,230,酒
T,KA0065,15,酒
公克,KA0065,1,酒
量米杯,KA0065,230,酒
數滴,KA0065,3,酒
隻,KA0065,605,酒
毫升,KA0065,1,酒
㏄,KA0065,1,酒
瓶,KA0065,5,酒
杯,KA0065,15,酒
c,KA0065,1,酒
酌量,KA0065,6,酒
小湯匙,KA0065,5,酒
g,KA0065,1,酒
克,KA0065,1,酒
ml,KA0065,1,酒
滴,KA0065,3,酒
大湯匙,KA0065,15,酒
平匙鐵湯匙,KA0065,NA,酒
瓶蓋,KA0065,5,酒
茶匙,KA0065,5,酒
匙,KA0065,15,酒
些許,KA0065,3,酒
t,KA0065,15,酒
c.c.,KA0065,1,酒
oz,KA0065,28,酒
隨意,KA0065,1,酒
湯匙,KA0065,15,酒
點點,KA0065,5,酒
些許,KA0066,3,烈酒
g,KA0066,1,烈酒
小匙,KA0067,15,白蘭地
cl,KA0067,6,白蘭地
cc,KA0067,1,白蘭地
適量,KA0067,1,白蘭地
少許,KA0067,3,白蘭地
滴滴,KA0067,3,白蘭地
盎司,KA0067,28,白蘭地
大匙,KA0067,15,白蘭地
茶匙,KA0067,5,白蘭地
Oz,KA0067,NA,白蘭地
㏄,KA0067,1,白蘭地
克,KA0067,1,白蘭地
公克,KA0067,1,白蘭地
毫升,KA0067,1,白蘭地
大匙,KA0067,15,白蘭地
CC,KA0067,1,白蘭地
tsp,KA0067,5,白蘭地
數滴,KA0067,3,白蘭地
杯,KA0067,15,白蘭地
g,KA0067,1,白蘭地
ml,KA0067,1,白蘭地
小杯,KA0067,230,白蘭地
湯匙,KA0067,15,白蘭地
㏄,KA0068,1,威士忌
杯,KA0068,15,威士忌
shoots,KA0068,NA,威士忌
大匙,KA0068,15,威士忌
g,KA0068,1,威士忌
cl,KA0068,6,威士忌
茶匙,KA0068,5,威士忌
ml,KA0068,1,威士忌
T,KA0068,15,威士忌
oz,KA0068,28,威士忌
克,KA0068,1,威士忌
Ｃ.Ｃ.,KA0068,1,威士忌
公克,KA0068,1,威士忌
毫升,KA0068,1,威士忌
湯匙,KA0068,15,威士忌
c.c,KA0068,1,威士忌
小匙,KA0069,15,清酒
杯,KA0069,15,清酒
大匙,KA0069,15,清酒
g,KA0069,1,清酒
瓶,KA0069,5,清酒
cc,KA0069,1,清酒
ml,KA0069,1,清酒
少許,KA0069,3,清酒
小杯,KA0069,230,清酒
適量,KA0069,1,清酒
碗,KA0069,230,清酒
茶匙,KA0069,5,清酒
匙,KA0069,15,清酒
匙,KA0069,15,清酒
T,KA0069,15,清酒
c.c.,KA0069,1,清酒
量米杯,KA0069,230,清酒
c.c,KA0069,1,清酒
湯匙,KA0069,15,清酒
湯匙,KA0069,15,清酒
㏄,KA0069,1,清酒
小匙,KA0070,15,酒釀
個,KA0070,1,酒釀
cl,KA0070,6,酒釀
cc,KA0070,1,酒釀
適量,KA0070,1,酒釀
少許,KA0070,3,酒釀
小瓶,KA0070,40,酒釀
盎司,KA0070,28,酒釀
大匙,KA0070,15,酒釀
公克,KA0070,1,酒釀
瓶,KA0070,5,酒釀
茶匙,KA0070,5,酒釀
㏄,KA0070,1,酒釀
克,KA0070,1,酒釀
大湯匙,KA0070,15,酒釀
t,KA0070,15,酒釀
罐,KA0070,5,酒釀
碗,KA0070,230,酒釀
T,KA0070,15,酒釀
桌匙,KA0070,15,酒釀
支,KA0070,6,酒釀
杯,KA0070,15,酒釀
塊,KA0070,455,酒釀
g,KA0070,1,酒釀
ml,KA0070,1,酒釀
滴,KA0070,3,酒釀
匙,KA0070,15,酒釀
oz,KA0070,28,酒釀
隨意,KA0070,1,酒釀
湯匙,KA0070,15,酒釀
小匙,KA0071,15,蘭姆酒
cc,KA0071,1,蘭姆酒
適量,KA0071,1,蘭姆酒
少許,KA0071,3,蘭姆酒
湯匙,KA0071,15,蘭姆酒
CC,KA0071,1,蘭姆酒
小量杯,KA0071,NA,蘭姆酒
大匙,KA0071,15,蘭姆酒
少量,KA0071,3,蘭姆酒
茶匙,KA0071,5,蘭姆酒
oz,KA0071,28,蘭姆酒
㏄,KA0071,1,蘭姆酒
克,KA0071,1,蘭姆酒
公克,KA0071,1,蘭姆酒
毫升,KA0071,1,蘭姆酒
tsp,KA0071,5,蘭姆酒
c.c,KA0071,1,蘭姆酒
大匙,KA0071,15,蘭姆酒
G,KA0071,1,蘭姆酒
至3滴,KA0071,NA,蘭姆酒
c.c.,KA0071,1,蘭姆酒
T,KA0071,15,蘭姆酒
茶匙,KA0071,5,蘭姆酒
杯,KA0071,15,蘭姆酒
g,KA0071,1,蘭姆酒
小湯匙,KA0071,5,蘭姆酒
g,KA0071,1,蘭姆酒
c.c.,KA0071,1,蘭姆酒
瓶蓋,KA0071,5,蘭姆酒
匙,KA0071,15,蘭姆酒
t,KA0071,15,蘭姆酒
ml,KA0071,1,蘭姆酒
湯匙,KA0071,15,蘭姆酒
小匙,KA0072,15,紹興酒
瓶,KA0072,5,紹興酒
茶匙,KA0072,5,紹興酒
／2杯,KA0072,NA,紹興酒
tbsp,KA0072,15,紹興酒
適量,KA0072,1,紹興酒
少許,KA0072,3,紹興酒
湯匙,KA0072,15,紹興酒
ml,KA0072,1,紹興酒
小碗,KA0072,230,紹興酒
大匙,KA0072,15,紹興酒
杯蓋,KA0072,NA,紹興酒
cc,KA0072,1,紹興酒
c.c.,KA0072,1,紹興酒
杯米杯,KA0072,230,紹興酒
㏄,KA0072,1,紹興酒
T,KA0072,15,紹興酒
mL,KA0072,1,紹興酒
公克,KA0072,1,紹興酒
杯量米杯,KA0072,230,紹興酒
毫升,KA0072,1,紹興酒
C.C,KA0072,1,紹興酒
c.c.,KA0072,1,紹興酒
大匙,KA0072,15,紹興酒
克,KA0072,1,紹興酒
CC,KA0072,1,紹興酒
大茶匙,KA0072,5,紹興酒
罐,KA0072,5,紹興酒
米杯,KA0072,230,紹興酒
又0.5大匙,KA0072,NA,紹興酒
碗,KA0072,230,紹興酒
又0.5碗,KA0072,NA,紹興酒
T,KA0072,15,紹興酒
量米杯,KA0072,230,紹興酒
數滴,KA0072,3,紹興酒
cc,KA0072,1,紹興酒
杯,KA0072,15,紹興酒
酌量,KA0072,6,紹興酒
大碗,KA0072,330,紹興酒
g,KA0072,1,紹興酒
ml,KA0072,1,紹興酒
小杯,KA0072,230,紹興酒
瓶蓋,KA0072,5,紹興酒
匙,KA0072,15,紹興酒
C.C.,KA0072,1,紹興酒
c.c,KA0072,1,紹興酒
茶匙,KA0072,5,紹興酒
隨意,KA0072,1,紹興酒
湯匙,KA0072,15,紹興酒
點點,KA0072,5,紹興酒
小匙,KA0073,15,貝禮詩奶酒
table spoon,KA0073,15,貝禮詩奶酒
大匙,KA0073,15,貝禮詩奶酒
g,KA0073,1,貝禮詩奶酒
ml,KA0073,1,貝禮詩奶酒
適量,KA0073,1,貝禮詩奶酒
㏄,KA0073,1,貝禮詩奶酒
湯匙,KA0073,15,貝禮詩奶酒
小匙,KA0074,15,葡萄酒
瓶,KA0074,5,葡萄酒
cc,KA0074,1,葡萄酒
份,KA0074,15,葡萄酒
適量,KA0074,1,葡萄酒
瓣,KA0074,3,葡萄酒
少許,KA0074,3,葡萄酒
條,KA0074,605,葡萄酒
公克,KA0074,1,葡萄酒
湯匙,KA0074,15,葡萄酒
ml,KA0074,1,葡萄酒
大匙,KA0074,15,葡萄酒
cc,KA0074,1,葡萄酒
Tbsp,KA0074,15,葡萄酒
CC,KA0074,1,葡萄酒
㏄,KA0074,1,葡萄酒
克,KA0074,1,葡萄酒
公克,KA0074,1,葡萄酒
毫升,KA0074,1,葡萄酒
c.,KA0074,1,葡萄酒
杯,KA0074,15,葡萄酒
c.c.,KA0074,1,葡萄酒
大茶匙,KA0074,5,葡萄酒
罐,KA0074,5,葡萄酒
mI,KA0074,NA,葡萄酒
米杯,KA0074,230,葡萄酒
碗,KA0074,230,葡萄酒
T,KA0074,15,葡萄酒
量米杯,KA0074,230,葡萄酒
毫升,KA0074,1,葡萄酒
瓶,KA0074,5,葡萄酒
杯,KA0074,15,葡萄酒
酌量,KA0074,6,葡萄酒
g,KA0074,1,葡萄酒
c.c.,KA0074,1,葡萄酒
包,KA0074,6,葡萄酒
茶匙,KA0074,5,葡萄酒
匙,KA0074,15,葡萄酒
c.c,KA0074,1,葡萄酒
ml,KA0074,1,葡萄酒
湯匙,KA0074,15,葡萄酒
ml,KA0075,1,雪利酒
大匙,KA0075,15,雪利酒
小匙,KA0076,15,高梁酒
瓶,KA0076,5,高梁酒
茶匙,KA0076,5,高梁酒
適量,KA0076,1,高梁酒
少許,KA0076,3,高梁酒
大匙,KA0076,15,高梁酒
條,KA0076,605,高梁酒
cc,KA0076,1,高梁酒
㏄,KA0076,1,高梁酒
克,KA0076,1,高梁酒
公克,KA0076,1,高梁酒
毫升,KA0076,1,高梁酒
C.C,KA0076,1,高梁酒
oz,KA0076,28,高梁酒
T,KA0076,15,高梁酒
CC,KA0076,1,高梁酒
罐,KA0076,5,高梁酒
碗,KA0076,230,高梁酒
毫升,KA0076,1,高梁酒
杯,KA0076,15,高梁酒
g,KA0076,1,高梁酒
ml,KA0076,1,高梁酒
瓶蓋,KA0076,5,高梁酒
匙,KA0076,15,高梁酒
c.c,KA0076,1,高梁酒
ML,KA0076,1,高梁酒
湯匙,KA0076,15,高梁酒
個高粱瓶蓋,KA0076,NA,高梁酒
小匙,KA0077,15,咖啡酒
小匙,KA0077,15,咖啡酒
大匙,KA0077,15,咖啡酒
大匙,KA0077,15,咖啡酒
g,KA0077,1,咖啡酒
cc,KA0077,1,咖啡酒
ml,KA0077,1,咖啡酒
適量,KA0077,1,咖啡酒
茶匙,KA0077,5,咖啡酒
少許,KA0077,3,咖啡酒
㏄,KA0077,1,咖啡酒
c.c.,KA0077,1,咖啡酒
公克,KA0077,1,咖啡酒
tsp,KA0077,5,咖啡酒
g,KA0078,1,米酒
瓶,KA0078,5,米酒
勺,KA0078,15,米酒
＋0.5湯匙,KA0078,NA,米酒
tsp,KA0078,5,米酒
大遲,KA0078,NA,米酒
cc,KA0078,1,米酒
tb,KA0078,15,米酒
微量,KA0078,3,米酒
大茶匙,KA0078,5,米酒
罐,KA0078,5,米酒
碗,KA0078,230,米酒
T,KA0078,15,米酒
個瓶蓋,KA0078,NA,米酒
瓶,KA0078,5,米酒
杯,KA0078,15,米酒
毫升,KA0078,1,米酒
茶匙,KA0078,5,米酒
小勺,KA0078,5,米酒
滴,KA0078,3,米酒
又0.5大匙,KA0078,NA,米酒
CC,KA0078,1,米酒
大匙,KA0078,15,米酒
適量,KA0078,1,米酒
大匙20mL,KA0078,NA,米酒
／2匙,KA0078,NA,米酒
杯蓋,KA0078,NA,米酒
cc,KA0078,1,米酒
數隻,KA0078,80,米酒
大匙欸,KA0078,NA,米酒
克,KA0078,1,米酒
公克,KA0078,1,米酒
又0.75杯,KA0078,NA,米酒
酌量,KA0078,6,米酒
t,KA0078,15,米酒
大匙,KA0078,15,米酒
杯,KA0078,15,米酒
米杯,KA0078,230,米酒
打匙,KA0078,NA,米酒
灌,KA0078,80,米酒
點,KA0078,5,米酒
c,KA0078,1,米酒
／4茶匙,KA0078,NA,米酒
小湯匙,KA0078,5,米酒
g,KA0078,1,米酒
鍋,KA0078,40,米酒
小杯,KA0078,230,米酒
瓶蓋,KA0078,5,米酒
匙,KA0078,15,米酒
中匙,KA0078,5,米酒
湯匙,KA0078,15,米酒
小匙,KA0078,15,米酒
蓋子,KA0078,NA,米酒
ml,KA0078,1,米酒
湯勺,KA0078,15,米酒
匙,KA0078,15,米酒
tsp,KA0078,5,米酒
