食材名稱,同義詞
食用鹼,鹼粉
花生,辣花生
豆豉,嗜
乳酸菌粉,普羅優菌粉
九孔,台灣珍珠鮑魚
莫佐瑞拉起司,摩佐瑞拉起司
芒果,肯特芒果
人蔘,白蔘
洋菇,小白菇
拌飯粉,拌飯粉
魚肉,小魚
小白菜,小白菜
墨西哥捲餅,墨西哥捲餅
酸豆,酸梅樹
梅子粉,梅子粉
四物藥包,四物湯
草仔粿,田艾粄
豆蔻,白蔻
蓮霧,蓮霧
蔥,白蔥
葡萄酒,白葡萄酒
莓醬,有機草莓醬
黑罌栗,黑罌粒
豬骨,大骨
豬骨,豬骨
氣泡酒,汽泡酒
鮮奶油,鮮奶油
西式香料,歐式香料
醬瓜,瓜脯
草莓,Strawberry
蔥,蔥末
水果,綜合鮮果
乾蔥頭,干蔥
餅皮,Yufka
豬油,網油
香蒜粉,小磨坊蒜粉
起酥片,立基起酥片
龍鬚菜,佛手瓜苗
虎豆,花圓豆
酒醋膏,酒醋膏
藍莓,藍梅
蜜豆,大蜜豆
大豆卵磷脂,大豆卵磷脂
大豆卵磷脂,G98卵磷脂
蒔蘿,刁草
酪梨,牛油果
杏仁,杏仁果
九層塔,九層末
綜合丸,炸丸子
桑葚,桑葚子
泡菜鍋,泡菜湯底
蔬菜,綠葉蔬菜
龍蒿葉,龍篙葉碎
豬腱子肉,老鼠肉
蟹肉,人造蟹柳
火鍋料,綜合花鍋料
天津丼,天津飯
紫羅蘭,紫羅蘭
紹興酒,紹興花雕酒
核桃糕,核桃糕
可爾必思,可爾必思
烏骨雞肉,烏骨雞肉
牛腩醬,牛楠醬
高麗蔘精,高麗蔘精PLUS
豆薯,?薯
高山茶,高山茶汁
地瓜粉,地瓜粉
無子葡萄,無子紅葡萄
火龍果,紅火龍果
拌三絲,開陽拌三絲
酵母粉,速發乾酵粉
紅燒肉,紅燒肉
味噌,味噌
帕芙隆起士,帕芙隆起士
香菜,香菜末
莓果,冷凍綜合莓果
榴槤,榴槤
薑,姜片
草苺粉,草苺粉
桂花糖,桂花糖
鳳梨,鳳梨
中華鱘,鱘魚
辣腸,廣東辣腸
蛋炒飯,黃金蛋炒飯
虎豆,福豆
牛腱,牛鍵
洋蔥,球蔥
五香粉,五味粉
預拌粉,翻糖預拌粉
百頁豆腐,百頁
花生糖,花生糖
三七,三七
中濃醬,Bull-Dog中濃醬
豬瘦肉,瘦肉
茵蔯蒿,茵藤
塔皮,生塔皮
干貝,甘貝
杏仁,dried apricot
吻仔魚,不拉魚
玉竹,萎蕤
豉汁,淡豆豉
魚粉,魚粉
鰻魚,真空包饅魚
酵母粉,速發酵母
彩米,紅彩米
什穀雜糧,多穀物雜糧
蛤,蛤勵
破布子湯汁,破布子醃汁
鯧魚,白鯧
紫蘇,香蘇
麥粉,T85裸麥粉
酵母粉,乾孝母粉
話梅,梅乾
苦茶油,祥記茶仔油
大麥,無糖麥片
紅葉萵苣,紅卷鬚萵苣
香菇,乾香茹
泥鰍,泥鰍
胡椒粉,黑胡腳
橄欖油,extra virgin olive oil
豬里肌,豬里肌條
黑豆粉,有機黑豆粉
鮮奶油,whippedcream
菜薊,食托菜薊
菊花,芳香萬壽菊
辣椒,印度鬼椒
海膽,海膽
粽,粽
紫高麗菜,紫高麗
珍珠菇,光帽磷傘
蒜,蒜瓣
高湯,大骨濃縮汁
素肉,素魚
泡打粉,打泡粉
蝦餃,龍鳳餃霸大蝦餃
拌飯粉,彩色食用拌飯粉
歐防風,芹菜蘿蔔
卡門貝爾起司,camembert
彩米,彩米
雞菇,雞菇
仙楂,仙渣
味增醬,味增醬
牛腰,牛腰
橘色食用色素,橘色食用色素
粽,粽子
熟蝦,熟蝦
庫司庫司,北非小米
西葫蘆,美國南瓜
甜椒,彩色大辣椒
柿子,四周柿
青南瓜泥,青南瓜泥
豆豉,大苦
軟絲仔?,軟 絲
胡蘿蔔,紅蘿蘿
蒔蘿,蒔蘿葉
傳統英國茶,傳統英國茶
烤肉醬,李錦記蜜汁燒烤醬
花茶包,花茶包
烏龍麵,乾烏冬
培根,培跟
魚骨,魚骨頭
黑醬,黑麵醬
胛心排,排頭
綠豆沙,綠豆沙
玫瑰花醬,玫瑰花釀
燒酒雞藥包,大潤發燒酒雞調味包
燒肉丼醬,燒肉丼醬
起司腸,桂冠德國起司腸
孜然,阿拉伯茴香
紅燒汁,紅燒汁
龍眼乾,古法炭焙龍眼
素湯頭,素湯頭
黑芝麻交切片,黑芝麻交切片
鯖魚,青花魚
蘋果,蘋果
韭蔥,韭蔥
天山華翠菇,滿天星菇
黑棗,黑棗
牛五花肉,培根牛
熟肉絲,熟肉絲
藿香,廣藿香
彩色糖珠,裝飾糖果
章魚燒,章魚燒
牛奶,脫脂奶
香菇,鈕釦菇
蘭花干,花干
黑豆瓣醬,豉油炸醬
鳳梨汁,鳳梨汁
魚高湯,柴魚汁
酵母粉,即發酵母
蒔蘿,Dill 蒔蘿
瑞可達起司,ricotta cheese
肥豬肉,肥豬肉
透抽,大卷
花椰菜,美國花菜
奧勒岡,牛至粉
蟹腳,蟹腿肉
芋泥,芋泥餡
野山蔘,野山蔘
奶油起司,Creem Cheese
茄子,蛋茄
紫心地瓜漿,紫心地瓜漿
胡椒粉,白胡粉
哈密瓜,哈密瓜
XO醬,XO醬
小蘇打粉,Baking Soda
豬肋排,豬腹協排
巴西里,番芫荽
花椰菜,青花椰
豬腱子肉,豬腱肉
鯛魚,鯛魚肉
優酪乳,優酪
馬茲拉起司,新鮮莫札瑞拉起司
蘆根,蘆根
青花椒,青花椒
七味粉,七位唐辛子
辣椒醬,韓式辣椒醬
萵筍,莖用萵苣
饅頭,冷凍饅頭
舞茸,舞茸
芝麻菜,芝麻菜
伏特加,Vodka
筊白筍,菰蔣草
黑加網,臭魚仔
蝦,嗆活蝦
甘露子,地母
燒雞,燒雞肉
砂糖,砂糖
過溝菜,過溝菜
小吉魚,小吉魚
大陸妹,大陸妹
桂竹筍,桂竹筍
薺菜,薺菜
小卷,新合發脆卷
泡菜,泡菜
海蘆筍,海蘆筍
黃薑粉,黃薑粉
牛軋糖,牛軋糖
香草醬,香草醬
嫩肉粉,味好美嫩肉粉
蹄膀,腿庫
甜筒,脆皮甜筒杯
蘆筍,細葉百部
甜桃,台灣甜桃果肉
七味粉,七味唐辛子粉
雞里肌肉,雞里肌肉
砂糖,特砂
中藥酒汁,酒汁
起司,高溶點煙燻起司
荸薺,菩薺
大白菜,芽白心
黃色色素,黃色四號色素
香瓜,美濃瓜
蜜汁醬,蜜汁淋醬
香菜,胡荽
軟糖,明治Poifull酸味軟糖
豆棗,豆棗
蔥,株蔥
羊肩肉,羊肩
米椒,糯米椒
小番茄,小鮮茄
蕺菜,魚腥草
粄條,過水粄
黃麻菜,長蒴黃麻
粉圓,黑珍珠粉圓
粉皮,大福皮
榴槤,榴連
鮑魚菇,鮑魚菇
蜂蜜,雜花蜜
蔥,香蔥末
蝦,新鮮活蝦
羊肉,羊肉
羊排,羊肋
九孔,雜色鮑
帕馬森起司,帕米吉安諾起司
鮭魚,煙三文魚
胛心排,頸骨
柳橙汁,新鮮橙汁
筊白筍,茭白筍
米,越光米
蟹殼,蟹殼
高湯,海鮮湯頭
味增醬,韓式味增醬
飯,熟米飯
蔥油餅,蔥油餅
羊排,羊肋排
排骨,肉骨
哈密瓜,秋香洋香瓜
味醂,味 淋
酒糖液,酒糖液
油,液態食用油
醬油雞,豉油雞
素火腿,素火腿
花生,新鮮花生
塔皮,派皮
法國麵包,法包
饅頭,白色小饅頭
牛奶,新鮮牛奶
蔓越莓,蔓越莓
川七,洋落葵
魚露,蒸魚汁
紫色甘藍,紫色甘藍
青星九刺鮨,過魚
雞醬,泰式辣雞醬
刺蔥粉,刺蔥粉
胡椒粉,白糊椒
龍眼乾,龍眼乾肉
四神中藥包,四神中藥包
肉桂粉,月桂粉
酸豆,九層皮
洋菇,白蘑菇
全雞,冰鮮雞
植物油,紅花籽油
米血,豬血糕
老抽,老抽
糖漿,糖葫蘆糖漿
啤酒,Guinness 黑啤酒
大頭菜,結頭菜
Oreo餅乾,奧利奧
雞塊,雞塊
咖哩,咖喱
醬瓜,瓜仔
雞油,雞汁油脂
日本油菜,小松菜
海參,刺蔘
干貝,干 貝
香蕉,甘蕉
苦苣,苦菊
麵包,歐包
蜜餞,切碎洛神蜜餞
素肉,素腸
雞腿,雞髀
糖醋醬,糖醋汁
鹽膚木,臺灣鹽麩子
豬里肌,腰裏肉
蒜,蒜末
味精,味晶
蛋液,殺菌液蛋
牛骨,牛骨
酥心粉,白玉酥粉
含片,口含片
糯米粉,元宵粉
五花豬肉片,五花薄片肉
舞茸,舞茸菇
油蔥酥,紅蔥蒜
牛奶,純牛奶
大頭菜,芥頭菜
枸杞,构杞
干貝,瑤柱
豬胛心肉,豬胛心肉
地瓜粉,蕃薯粉
芋圓,雙色芋圓
水,浸泡水
胡椒粉,白糊椒粉
酥皮,千層派酥
豆豉,豆?
山芹菜,山芹菜
雞絲麵,雞絲麵
鬼頭刀,鬼頭刀
玉米醬,罐頭粟米蓉
五加皮,五加皮
汽水,雪碧
豉汁,豆豉汁
桔醬,桔醬
生腸,脆腸
手指餅乾,手指餅乾
螃蟹,沙公
人參果,牛心梨
八角,八角茴香
火鍋料,桂冠火鍋餃
明太子醬,明太子醬
千張,千張
肉鬆,肉菘
果乾,花果乾
奧勒岡,奧立岡粉
白花椰菜,青白花菜
布朗尼,布朗尼
梗米,梗米
豆干,豆腐干
鮑片,鮮網鮑
蒟蒻,蒟蒻
沙嗲粉,沙嗲烤肉粉
花椰菜,花棷菜
豌豆仁,豌 豆
墨西哥香料,西班牙香料
仙楂洛神,仙楂洛神
胛心排,頭排
肺炎草,肺炎草
飯,熟米
圓餅,圓餅
一陽齒,鐵雞蛋
牡蠣,蠔乾
亞麻子,胡麻仁
餅乾,小圓餅乾
味醂,味醽
咖啡,特濃咖啡粉
優格,优格
萵苣,萵苣
檸檬皮,檸檬皮絲
哈密瓜,哈蜜瓜
麻婆豆腐淋醬,麻婆豆腐淋醬
油蔥酥,油酥
低筋麵粉,紫羅蘭薄力粉
九層塔,千層塔
何首烏,何首烏
醃漬菜,福神漬
巧克力粉,黑巧克粉
味醂,味醂
輕煮汁,輕煮汁
豬肉條,豬柳
香鬆,日本飯素
藜麥,台灣藜
義大利麵,曲管麵
橙皮,臍橙皮
冰梅,無籽冰梅
桔皮,桔皮
梨子,高接梨
車前草,田灌草
土芹菜,土芹
紅腰豆,red kidney beans
翻車魚,曼波魚
甘藷葉,番藷葉
魚露,魚醬油露
中華鱘,中華鱘
水蓮菜,龍骨瓣莕菜
鮑片,鮑片
消化餅乾,消化餅乾
粄條,粿仔條
豬梅花肉,梅花排
雪菜汁,雪菜汁
透抽,透迪
甘果,油甘果
桂花釀茶包,桂花釀茶包
白鳳菜,白廣菜
筊白筍,菰菜
和風碳烤粉,和風碳烤粉
咖哩,咖喱塊
胡麻醬,富味鄉純黑細研胡麻醬
保久乳,保久乳
楓糖,楓糖漿
鬆餅粉,大河川無鋁鬆餅粉
滷元蹄,滷豬腳
琴酒,琴酒
車蝦,竹節蝦
脆圓,脆圓
獅子頭,冷凍獅子頭
香菇,生鮮菇
雞腿肉,雞腿肉
麻辣鍋底,麻辣汁
橙酒,干邑橙酒
紅糟醬,紅糟醬
義大利香料,綜合義式香料
雞腿排,無骨雞腿排
義式花香醬,義大利花香醬
橘子,臍橙
八寶粥,八寶粥
蘿蔓萵苣,蘿曼
筊白筍,茭首
蚌蘭,紅三七
雞屁股,雞屁股
菜薊,菜薊
糖粉,粉糖
土魠魚,梭齒魚
粉紅色著色劑,粉紅色著色劑
紫米,台灣黑米
酸筍,酸筍
白蘿蔔,蘿蔔泥
Oreo餅乾,黑餅乾
荔枝果泥,荔枝果泥
廣式臘鴨腿,廣式臘鴨腿
義大利香料,義大利乾香料
食茱萸,鳥不踏
鱈寶,鱈寶
過溝菜,食用雙囊蕨
奶油,奶油
牛腰,牛腰肉
醬牛肉,醬牛肉
紅麴米,紅麴米
米粉,白糯米粉
堅果,無油炸過綜合核果
九尾草,九尾草
巴西里,乾百香里葉
高湯,排骨湯
羅勒子,明列子
披薩皮,pizza皮
豆瓣醬,豆瓣
伏特加,波蘭伏特加
楊桃,五斂子
日式年糕,日式年糕
酵母粉,乾酵母粉
假人蔘,波世蘭
諾鈣C發泡錠,諾鈣C
美乃滋,美乃滋
蹄膀,蹄蒡
花生,花生仁
腰尺,豬胰臟
枸杞,甘杞
綠豆芽,荳芽
油,食油
牧師米,牧師米
荸薺,芍
鰻魚,烤鰻魚
番茄,宜蘭番茄
落葵,繁露
味噌,味?
鯛魚,雕魚
芹菜,芹
金針花,乾金針花
胡麻豆腐,海鮮胡麻豆腐
植物油,生油
米果,米果
汽水,可樂
毛豆,毛豆
粄條,泰國乾澱粉條
日本茶,日本茶
咖啡豆,Espresso專用豆
甘露子,草石蠶
紅魚,紅鰭笛鯛
肉丸,肉丸
甜椒,紅 黃彩椒
粥,米糊
豬肉丁,肉丁
鱸魚,鱸魚
甜椒,紅椒
辣椒醬,駱藝不絕天香麻辣醬
丹蔘,山參
紅茶,TWININGS皇家伯爵茶
蔘鬚,人蔘鬚
帶魚,魛魚
高梁酒,金門高粱38度
珍珠梅,珍珠梅
沙拉醬,莎拉醬
杏仁露,杏仁露
青星九刺鮨,條舅
糙米麩,糙米麩
紅色色素,粉紅色色膏
油菜,胡菜
落葵,非洲菠菜
山核桃,烤過的碎美國山核桃
油條,油條
甜椒,黃彩椒
哈密瓜,蜜世界洋香瓜
香茅,香芧
酪梨,油梨
鮑魚菇,灰鮑魚菇
菜豆,壞豆
紅醬,辣味茄醬
櫻桃,紫櫻
瓜子?,野生黑毛
山芹菜,鴨兒芹葉
馬茲拉起司,Mozarrela 起司
通心粉,通心粉
水茄,雲水茄
三色蔬菜,三色蔬菜豆
黃耆,北?
芋泥,芋泥
辣椒粉,紅辣椒粉
混合菇,松葉菇
豬眼筋,豬眼筋
手指餅乾,姆指餅乾
蘇打餅,全麥蘇打餅乾
芥藍芽,芥藍芽
紫高麗菜,紫甘藍
茄茉菜,牛皮菜
酒味濃湯,酒味濃湯
杏桃汁,胡西雍杏桃汁
哈密瓜,天香洋香瓜
蔥,蔥粒
洋菇,波特魔菇
米,大賀香
醬油飯,醬油飯
草莓,草每
豬肉醬,茄汁肉醬
亞麻子,亞麻仁
味精,酒味精
亞達子,亞達籽
豬軟骨排,豬軟骨排
熟蛋,熟蛋
橘子,新鮮金橘
腰果,腰果仁
亞麻籽,亞麻仔
鵪鶉蛋,小鳥蛋
海苔,海苔片
蒜,蒜蓉
海帶,昆 布
鬆餅粉,市售鬆餅粉
十全藥包,十全大補藥材
刺鯧,刺鯧
香菇,綜合鮮菇
雞腿肉,雞腿肉去骨
香鬆,小磨坊珍青鬆
洋菇,蘑菇
豬油,赤油
殼魚,黃厚殼魚
蜜餞,橘皮蜜餞
莓果粉,野櫻莓果粉
糯米,長糯米
砂糖,細白沙糖
小番茄,泰國車厘茄
萊姆汁,萊姆汁
蟹腳,蟹腳肉
寬冬粉,小寬粉
橘子,蜜柑
四破魚,廣仔
蘋果,蘋 果
茯苓,土茯苓
雞米花,冷凍雞米球
雞翅,大轉彎
泰式涼拌醬,泰式涼拌醬
起司,起斯片
牛奶白菜,白梗白菜
辛奇醬,韓式辛奇醬
寶塔花菜,寶塔花菜
維他命c軟糖,維他命C軟糖
饅頭,山東白饅頭
辣椒醬,麻辣醬
酸辣醬,酸辣拌醬
塔士塔達,塔士塔達
紹興酒,香雪酒
奶油,植物性黃油
義大利香料,義大利香科
筊白筍,春菊
紅葉萵苣,紅葉萵苣
蜂蜜,蜂密
焗薯,焗薯
食用鹼,食用鹼
夾心餅乾,夾心餅
土司,去邊白吐司
紅棗,3棗
麻竹筍,吊絲麻
義大利香料,自磨式義大利香
蝦,生蝦
天婦羅沾料,天婦羅沾料
XO醬,XO
卡夫奇妙醬,卡夫奇妙醬
半雞,半雞
花生,碎蒜香花生
豆腐,嫩豆腐塊
牡蠣,長牡蠣
奧勒岡,俄力岡粉
辣椒,紅大辣椒
小薏仁,小薏仁
山核桃,胡桃楸
玉子燒,玉子燒
香料,綜合香料粉
小麥草濃縮膠囊,小麥草濃縮膠囊
蛋黃醬,美奶蛋黃醬
黑棗,黑棗乾
蒜味醬,蒜味醬
奧勒岡,俄立岡香料
豬血,豬血
午餐肉,Spam午餐肉
雞骨,雞退骨
披薩皮,比薩皮
米線,台東米線條
麻蓉餡,麻蓉餡
杏鮑菇,杏包菇
玉竹,玉竹
乾百合鱗片,乾百合鱗片
章魚,章魚
豆瓣醬,辣豆辦醬
可可粉,冰可可
肉桂,牡桂
椰奶,椰奶
筍,荀干
桂花,乾桂花
豆簽,豆簽
奶香粉,鮮奶香粉
味精,味素
素蛋粉,素蛋粉
覆盆子,覆盆苺
炸醬,簡易炸醬料
生魚片,沙魚片
酪梨,鱷梨
酸辣醬,泰式甜雞醬
麻婆豆腐燴飯,麻婆豆腐燴飯
蛋皮,煎蛋薄片
米酒,調味料酒
雞蛋,土雞蛋
素肉,素哈姆
拌飯料,粉色扮飯粉
海鮮塊,越南海鮮湯塊
烏魚,烏仔魚
豬油,黑豬板油
烤肉醬,美式燒烤醬
蘋果酒,蘋果酒
蜜汁醬,蜜汁醬
豬油,豬脂
筍,筍子
燉飯米,燉飯用短米
豬軟骨排,軟骨肉
藥燉湯底,藥膳鍋湯底
魚肉,魚塊
米,埤南米
五味醬,現成五味醬
薑,薑碎
蝦仁,去殼熟紅蝦
油,高溫用油
木耳,木茸
辣椒醬,韓式辣烤醬
紅色色素,食用紅色6號
脆漿粉,Crispy Powder
梗米,蓬萊米
人參果,赤鐵果
雞蛋,全蛋
米線,粑粑絲
七味粉,七味辣粉
黑木耳,紅木耳
酒,白洒
冬陰功,冬陰醬
餐包,橄欖型餐包
嘴邊肉,下顎肉
寬冬粉,寬 粉
薤,火蔥
腐皮,豆筍
雷公草,含葭草
乳瑪琳,乳瑪琳
無子葡萄,無子綠葡萄
橄欖油,OLIVER OIL
豬後腿肉,豬後足
優酪乳,sourcream
茼蒿,筒蒿
維他命c軟糖,維他命c軟糖
羊排,法式羊肋排
鳴戶卷,凱蒂鳴戶卷
五味醬,五味拌醬
燻雞餡,燻雞餡
娃娃菜,翠玉白菜
甘醋,甘醋
通心粉,長通粉
腰果,介壽果
黃瓜,青瓜
黨參,黨蔘
罌粟籽,御米
帕達諾起司,帕達諾起司
丹蔘,丹蔘
海唇菜,海唇菜
七味粉,味好美辣粉
麵包,福克西亞
南瓜,淨南瓜肉
鴻喜菇,紅禧菇
人參果,香瓜梨
腐皮,豆菊
蟳,青蟳
墨西哥餅皮,墨西哥餅皮
砂糖,白砂糖
膏蟹,青蟹
奇異果,奇異果
檸檬汁,萊拇的汁
蜂蜜,蜂蜜
豆花,花生豆花
檸檬皮,青檸皮
Oreo餅乾,OREO黑炫風餅乾屑
蔥,蔥綠末
豆蔻,荳蔻
飯友,飯友素
太妃糖,太妃糖
豬軟骨排,豬軟骨肉
濃湯粉,濃湯粉
蟹肉棒,蟹味條
水煮蛋,白煮蛋
番茄,蕃茄
義大利甜醋,義大利巴薩米可醋
TABASCO,Tabasco sauce
榛果,切碎榛果
筊白筍,筊白荀
螺肉,蝸牛肉
焗烤起司,比薩起司
蛤,蛤礪
黑豆,丹波黑豆
猴頭菇,獅子茸
奶油起司,cream cheese
小番茄,黃番茄
七味粉,七味辣椒粉
玉米粒,玉米粒罐頭
陳皮,陳皮
竹輪,日式竹輪
當歸鴨肉,當歸鴨肉
薯條,加卡比薯條
TABASCO,Tabasco Pepper Sauce
海瓜子,淺蜊
嘉寶瓜,嘉寶兵瓜
火龍果,紅龍果
奶精,液態奶精
李子,蘋果仔
夏威夷豆,澳洲堅果
芋圓,紫薯圓
吉利丁　,明膠片
梅醬,梅仔醬
玉米粉,玉米粉
罌粟籽,罌粟籽
胛心排,豬肩排
鮮奶油,安佳植物奶
浙醋,浙醋
玉米粒,玉米粒
巧克力粉,阿華田營養麥芽飲品
糯米粉,上新粉
水,煮水
番薯,紫薯茸
年糕,年糕
香菜,香菜籽粉
綠捲鬚,綠捲鬚萵苣
筍,筍丁
麵糰,中種麵糰
柳葉魚,多?魚
茼蒿,打某菜
蘿蔔花,蘿蔔花
蘿蔔芽,蘿蔔芽
豬腳,剁塊豬前腳
黃麻菜,國王菜
牛奶白菜,黑葉白菜
豆酥醬,豆酥醬
薄荷糖,薄荷糖
小米粥,小米粥
脆片,脆片
泡菜,韓國泡菜
紹興酒,邵興酒
酸豆,泰國甜角
糖果,市售糖果
奧勒岡,披薩草
醃漬梅,醃漬梅
芙蓉花,芙蓉花
醋,醋水
起司,軟質起司
莓醬,紅莓醬
香蘋茶,香蘋茶
拌飯料,彩色食用扮飯粉
義大利香料,義式綜合香料
豆瓣菜,豆瓣菜
香菜,香菜莖碎
石膏粉,石灰
奧勒岡,俄立岡葉
花椰菜,綠花椰末
青魚,青魚
果汁,水果汁
薯餅,冷凍薯寶
韓式甘味調味粉,韓式甘味調味粉
高梁酒,38°金門高粱酒
Oreo餅乾,Oreo餅乾
美乃滋,梅乃滋
飯,熟飯
亞麻子,亞麻子
芒果,愛文芒果
糙米,糟米
芝麻菜,芸芥
腐皮,腐皮
豌豆芽,小豆苖
西洋參,粉光蔘
蒜苗,蒜葉
香菇,香菇絲
拔葉萵苣,拔葉萵苣
話梅,話梅
蒜蓉醬,蒜蓉醬
墨角蘭,馬鬱蘭
鰈魚,鰈魚
米糕,筒仔米糕
葡萄糖漿,葡萄糖漿
米血,米血
起司,芝司樂Chesdale
胡蘿蔔,紅蘿蔔
米干,米干
山藥,山薯
手卷,伊達卷
素肉,素肉塊
加州李,蜜李
肝連肉,條仔肉
番薯,紫心甘藷
荔枝,荔枝
味噌,甜味噌
蝦仁乾,蝦仁乾
全麥麵粉,全麥麵粉
荔枝汁,荔枝果汁
蘋果,小蘋果
紅醬,茄醬
桂花醬,甜桂花醬
關東煮,便利商店關東煮
薄燒魚,薄燒魚
藥燉包,滷包袋
排骨,小排肉
紅鱸,紅臭魚
鐵蛋,鐵蛋
胛心排,梅花排骨
酒釀,酒釀
麻吉皮,雪莓娘皮
寧波年糕,寧波年糕片
火雞肉,火雞
水餃,餃子
菜豆,四季豆
榴槤,榴連果肉
果醬,cranberry jam
鰹魚水,烹大師鰹魚水
蛋黃,淡黃
越南薄餅,越南薄餅
肝連肉,隔胸肉
七味粉,七味唐辛子
大頭菜,菜叩
亞麻籽,亞麻粉
麝香草,新鮮白里香
瑪斯卡彭起司,Marscarpone cheese
藍起司,藍乳酪
花生,帶皮花生
羊腿,羔羊腿
奶水,奶水
肉丸,小豬肉丸
脆梅,臺東Q梅
核桃,胡桃仁
蘋果花,蘋果花
蜆,蜆
糖漬蔓越苺果粒,糖漬蔓越苺果粒
奶油,厚忌廉
蛤,葛麗
魚丸,丸子們
硫酸鋁納,明礬
糖心蛋,糖心蛋
粄條,沙河粉
蹄膀,豬前腿
天婦羅,時蔬天婦羅
醃魚,醃魚
玉帶根,拖鞋花
土魠魚,??魠魚
海鰻,虎鰻
蘆筍,綠蘆筍
淮山,淮山
麻婆豆腐淋醬,麻婆豆腐醬料包
法國麵包,法國棍子
菱角,菱 角
海蜇頭,海蜇頭
白北魚,白北魚
小番茄,金女小番茄
話梅,梅干
食鹽,高級精鹽
葡萄柚汁,葡萄柚汁
麥粉,稞麥粉
橄欖油,美麗媞妮
野莧菜,糠莧
蒜,大蒜瓣
桑葚汁,桑葚汁
雞肉,雞肉片
明太子,醃漬明太子
味醂,味綝
玉米,黃玉米
酸甜醬,酸甜醬
馬茲拉起司,莫扎雷拉起司
巧克力,大波露
拌飯粉,彩色拌飯粉
肉蓯蓉,肉蓯蓉
羊起司,羊奶cheese
豆渣,豆粕
奶油起司,chream cheese
羊肉,羊肉塊
花椰菜,綠花菜花
蜜漬汁,蜜漬汁
節瓜,節瓜
豬母菜,馬蛇子菜
荳蔻粉,大荳蔻粉
白蘿蔔,白蘿蔔
石榴汁,石柳汁
白菇,白菇
玉帶根,扭曲草
香精,香蘭葉香精
薯餅,冷凍薯球
人蔘,人蔘
沙拉醬,沙律醬
法式香料,法式香料
雪裡紅,雪裡紅
豆瓣醬,辣豆辦油
高筋麵粉,高筋粉
蝦夷蔥,細香蔥
龍眼乾,桂圓肉
燻肉,煙燻肉片
鱉,甲魚
甜椒,紅 甜 椒
巧克力粉,Dark chocolate
糯米飯,糯米飯
鹹豬肉,鹹豬肉
胡蘿蔔,紅囉蔔
九層塔,蘿勒葉
白花椰菜,白花菜
煙燻料,煙燻料
鯖魚,挪威靖魚
桃子,久保桃
棒棒腿,雞脾肉
紅色色素,食用紅色色素膏狀
隔夜飯,冷藏隔夜飯
胡椒粉,研磨黑糊椒
甘露子,蟲草
樹子,破朴子
羊腿,羊膝
豌豆仁,荷仁豆
馬茲拉起司,馬芝拉乾酪
素沙茶醬,素沙茶醬
包心芥菜,水鹹菜
發糕粉,發糕粉
甜椒,黃 椒
枸杞,枸起
九層塔,蘿勒葉香料
腰果,蜜汁腰果仁
胡椒粉,湖椒粉
紫蘇,青紫蘇
起司,高熔點起司
牛奶,嬰兒食用奶
丹蔘,赤參
鴨梨,鴨梨
薑,新鮮的薑切片
番茄,牛番茄
馬郁蘭,墨角蘭
醬油膏,黑龍蔭油
豬梅花肉,梅花厚片
乳瑪琳,植物奶油
棗子,珍珠蜜棗
冰塊,冰粒
奧勒岡,俄力岡
牛奶,瑞穗全脂鮮乳
素麵,素麵
黑麥,黑麥
瑞可達起司,意大利軟芝士
九層塔,乾蘿勒葉
魚翅,才口翅
黑糯米,黑糯米
豌豆仁,青豆仁
起司,乾酪起司
夏威夷豆,夏威夷果仁碎
紅色色素,食用紅色色素
饅頭,起司饅頭
川芎,川芎
四物藥包,四物藥包
醬油,柴魚醬油
甜甜圈,甜甜圈
紫高麗菜,紫圓白菜
蕃茄糊,蕃茄糊
鮭魚,鮭魚排
荷蘭醬,法式荷蘭醬
豬里肌肉片,豬里肌火鍋片
蒸肉粉,五香蒸肉粉
台灣搵醬,台灣搵醬
新竹米粉,新竹米粉
優酪乳,土耳其式酸牛奶
馬鈴薯,蒸熟馬玲薯
焗烤起司,焗烤用cheese
酸辣湯塊,牛頭牌泰式酸辣湯塊
榆耳,榆耳
杏鮑菇,杏鮑茹
起司,拔絲起司
巧克力,m&ms
紫玉菜,紫玉菜
小魚乾,小魚干
馬茲拉起司,義式馬札瑞拉起司
玉米粉,粟米粉
滷湯,老滷湯
苦苣,苦苣
素方餅,烤素方
牛奶,年奶
落葵,紫角葉
肉粉,肉粉
罐頭蘋果,罐頭蘋果
蒜,蒜粒
豬油,肥油
花椰菜,綠色花野菜
飯,軟飯
橘子,柑橘
蝦捲,蝦卷
蝦卵,蝦卵
香蒜粉,蒜粉
綠豆芽,綠豆芽
起司,雙色起司條
辣椒,朝天椒
蔬菜,蔬菜
螺旋藻,螺旋藻
牧草汁,牧草汁
菜脯,菜甫片
松茸汁,松茸汁
粽,肉粽
蹄膀,豬蹄膀
檸檬汁,檸檬汁
芥菜,芥菜葉
發糕,發糕
蝦片,印尼蝦片
娃娃菜,娃娃菜
透抽,頭抽
胡蘿蔔,紅羅蔔小
芝麻豆腐,芝麻豆腐
蒜蓉酥,蒜蓉酥
蒜花,蒜花
黃色色素,黃色4號色素
筍,熟筍
蒜花,蒜芎
焗烤起司,焗烤用起司條
玉米粉,粟米粒
滷元蹄,花生豬腳
低筋麵粉,低肋面粉
甘藷葉,甘藷葉
橘子,野生金橘
茶葉,茶葉片
龍蒿,乾龍蒿
牛菲力,里脊肉
梅醬,梅醬
蘭姆精,蘭姆精
