,RcpNo,Rcp_ingreCal,RcpName
4660,I04666,1243.0375,小烤箱上菜 花椒烤棒棒腿
4661,I04667,100.537363087,蔥燒豆腐
4662,I04668,298.422554064,香醋木耳蜇頭
4663,I04669,3978.06650983,元寶燒肉
4664,I04670,658.081748915,照燒虱目魚肚
4665,I04671,1600.04720823,荷香芋頭粉蒸排骨
4666,I04672,358.131578525,沙茶蔥香豬
4667,I04673,734.669943379,改版紐約辣雞翅
4668,I04674,2199.43810065,富貴火腿
4669,I04675,1328.84912394,三色蛋
4670,I04676,153.77760327,豆角炒蛋
4671,I04677,0.0,一檸多用
4672,I04678,526.843812012,蔬菜海鮮豆腐煲
4673,I04679,627.98770919,紅蘿蔔絲起司蛋
4674,I04680,1284.61388039,彩紅銀蘿牛肉煲
4675,I04681,240.322946325,鹹蛋杏鮑菇
4676,I04682,2096.10398466,鮮香牛肉煲
4677,I04683,1978.48082251,優格咖哩烤雞肉串
4678,I04684,222.606762662,香煎鮭魚佐蘑菇奶油醬
4679,I04685,533.83598784,塘心蛋
4680,I04686,587.632089205,超神奇可樂雞翅
4681,I04687,88.272857148,乾燒小管果
4682,I04688,0.0,黑豆漿
4683,I04689,536.212978594,咖哩蝦
4684,I04690,1659.79444446,照燒雞腿排
4685,I04691,30.563571086,涼拌洋蔥絲
4686,I04692,352.969558575,日式奶油高麗菜燉雞肉
4687,I04693,219.53107768,味曾肉醬紫茄
4688,I04694,229.824474886,香蕉法式吐司
4689,I04695,2410.36212124,和風佐泡菜豬肉拌麵線
4690,I04696,161.02419296,人蔘雞
4691,I04697,2338.96669426,龍蝦兩吃
4692,I04698,19748.7624424,明太子薯泥雞翅
4693,I04699,5680.04534006,紅燒鯖魚
4694,I04700,773.443834604,焗烤肉醬茄子
4695,I04701,875.586400442,泰式冬蔭公雞翼
4696,I04702,1001.70893954,高麗菜肉捲及最新捲法
4697,I04703,0.0,牛肉捲餅
4698,I04704,235.06666668,柚香無骨雞腿排
4699,I04705,158.716696164,紅燒百菇
4700,I04706,1456.44689923,鮮奶菜捲
4701,I04707,622.1922712,蒜香梅花肉蝦
4702,I04708,1092.43584762,椒汁白肉豆腐
4703,I04709,229.2550089,酸辣菇菇炒白菜
4704,I04710,218.869724483,豉椒小魚炒高麗
4705,I04711,40.994724492,櫻花蝦炒圓白菜
4706,I04712,1403.79560703,馬鈴薯燉肉
4707,I04713,116.94230336,豆瓣香干炒白菜
4708,I04714,170.664567441,酸甜番茄脆甘藍
4709,I04715,128.903060138,鐵板風捲心菜
4710,I04716,1325.07313324,番紅花嫩煎雞排
4711,I04717,1785.12826157,美式蘋果派
4712,I04718,981.737800393,魚香茄子
4713,I04719,587.399258881,海帶芽吻仔魚蛋捲
4714,I04720,1287.4735001,豆渣素香鬆
4715,I04721,321.231578568,乾炒吻仔魚
4716,I04722,416.86960956,紅蘿蔔炒蛋
4717,I04723,402.514158092,黑胡椒豬柳
4718,I04724,10446.7370352,東坡肉
4719,I04725,620.86371282,涼拌皮蛋豆腐
4720,I04726,1061.39221071,雪菜蒸石斑
4721,I04727,73.3875,電鍋上菜之蒜頭雞
4722,I04728,172.530590693,麻油暖薑炒高麗
4723,I04729,265.680656185,沙茶九層塔雙蔬
4724,I04730,272.837086753,XO醬翠綠白菜
4725,I04731,1368.52560598,泰式四季豆松阪豬
4726,I04732,1306.26216917,中秋烤肉創意料理之尖吻海驢魚
4727,I04733,790.234708502,來煮波士頓龍蝦吧!
4728,I04734,1169.45646787,混搭風
4729,I04735,133.40613026,涼拌油菜
4730,I04736,300.874776052,香煎鮭魚
4731,I04737,1629.8315963,燻鮭魚班尼迪克蛋
4732,I04738,606.403930752,脆培根番茄蛋
4733,I04739,84.730291416,照燒鮮菇
4734,I04740,584.9978921,鮮蝦金針花
4735,I04741,53.9669883813,義式蕃茄海鮮湯
4736,I04742,678.52296438,超Chic莫札雷拉乳酪茄子塔
4737,I04743,107.25806882,免滷包滷牛肉
4738,I04744,21.647336608,白玉苦瓜封
4739,I04745,51.766197184,夏末初秋水果佐雜糧
4740,I04746,421.645654292,香煎旗魚佐莎莎醬
4741,I04747,540.253343723,蝦卵蟹棒小黃瓜沙拉
4742,I04748,1111.98824313,日式高麗菜卷
4743,I04749,77.946974881,日式炒透抽
4744,I04750,1614.7280174,壽喜燒蘆筍豬肉捲
4745,I04751,625.858382911,蝦仁燴絲瓜
4746,I04752,339.790326905,奶油鯷魚菇蕈
4747,I04753,19.570942506,萬用冷凍檸檬片
4748,I04754,2206.13881636,檸檬輕磅蛋糕X糖漬檸檬片
4749,I04755,393.4412424,高麗菜遇上蛋
4750,I04756,235.36723042,金沙杏苞菇
4751,I04757,1925.97413973,泡菜燉牛肋
4752,I04758,5478.61932611,芹菜魷魚炒
4753,I04759,247.086386018,超簡易牛丼飯
4754,I04760,892.31802609,彩米四季春
4755,I04761,0.0,海底雞歐姆蛋
4756,I04762,2143.56377111,美味馬鈴薯泥
4757,I04763,1137.79588389,斑馬蛋
4758,I04764,564.604322478,小吃攤口味皮蛋
4759,I04765,247.01788891,魚香茄子~~川菜的經典料理
4760,I04766,27.48681123,乾扁四季豆~多扒兩碗飯
4761,I04767,29.7,白醬洋蔥歐姆蛋
4762,I04768,76.9970808,蘋香烤蛋馬鈴薯杯
4763,I04769,3729.39722755,香菇肉燥
4764,I04770,610.848333535,海底雞
4765,I04771,601.171257627,洋蔥炒韓汁牛柳粒
4766,I04772,347.924323751,百香青木瓜
4767,I04773,2472.46938445,月亮蝦餅
4768,I04774,500.279437457,泰式黃咖哩雞
4769,I04775,110.935361361,和風龍鬚菜
4770,I04776,959.68013476,水蒸茄子
4771,I04777,873.217229636,南法紅酒燉香雞
4772,I04778,791.590360984,醬燒梅子雞
4773,I04779,1163.36269825,芋泥球
4774,I04780,1301.63810288,香蕉卡士達布丁蛋糕
4775,I04781,259.660978028,蒜香奶油鮭魚
4776,I04782,682.314747693,秋葵肉燥
4777,I04783,142.001190705,銀芽芝麻甜小魚
4778,I04784,284.08053873,洋蔥馬鈴薯
4779,I04785,467.790562236,蜂蜜芒果辣味雞翅
4780,I04786,617.586337308,蚵仔絲瓜豆簽麵
4781,I04787,524.971088108,蕃茄羅勒烤雞
4782,I04788,2041.37473984,茄香莎莎醬佐新鮮秋刀魚
4783,I04789,821.607227721,千層薄餅蘋果派
4784,I04790,8.678564083,鳳梨嫩薑
4785,I04791,597.278366742,香茅三杯杏鮑菇
4786,I04792,929.614687689,清燉鮮蔬牛肉湯
4787,I04793,176.784615385,南瓜濃湯
4788,I04794,5.3538461535,麻油杏包菇
4789,I04795,187.6666667,京醬肉絲
4790,I04796,530.379283765,蒜香白酒淡菜
4791,I04797,323.137803528,酸辣芒果鮮蝦沙拉
4792,I04798,901.297424667,泰式炸單骨雞翼
4793,I04799,409.766197467,塔香洋芋
4794,I04800,178.6928728,咖哩鱈魚-低卡
4795,I04801,1540.59958005,蒲燒秋刀魚
4796,I04802,1354.32550437,豆乾肉絲
4797,I04803,1382.43750702,蒜炒五花肉
4798,I04804,948.115740849,豆乳饅頭肉末
4799,I04805,569.69845289,吻仔魚馬鈴薯煎餅
4800,I04806,2019.89212074,芋頭蘿蔔糕
4801,I04807,405.81262076,蝦仁蟹肉蒸蛋
4802,I04808,856.13763809,京都排骨
4803,I04809,231.91905822,蝦仁鮮蔬麻糬捲
4804,I04810,1238.07801975,榨菜五花肉絲
4805,I04811,914.44055199,法式夾心土司蝦
4806,I04812,1237.09245343,泰式炸蝦餅
4807,I04813,1246.60278,蘋果咖哩雞
4808,I04814,1443.67217403,苦瓜鹹蛋
4809,I04815,158.415818615,花枝塔可餅搭配水蜜桃芒果莎莎醬
4810,I04816,723.379095415,宮保雞丁
4811,I04817,683.996089824,魚皮白菜滷
4812,I04818,1156.50428387,五柳枝魚
4813,I04819,505.49385144,鮮菇黃金炒肉碎扒豆腐
4814,I04820,13.493491812,葡萄柚凍QQ
4815,I04821,500.601791603,麻油雞柳
4816,I04822,288.350458891,手絲涼拌茄子
4817,I04823,620.62357746,美國脆薯
4818,I04824,162.53473975,番茄炒蛋
4819,I04825,0.0,涼拌小黃瓜
4820,I04826,797.137579562,沖繩風番茄炒油豆腐
4821,I04827,544.971004804,開陽絲瓜湯麵線
4822,I04828,978.694004107,健康可樂餅
4823,I04829,1035.0,栗子排骨
4824,I04830,81.506657145,涼拌西瓜皮
4825,I04831,240.686825485,干貝駕到 千歲爺豆腐
4826,I04832,568.559837331,蛋酥白菜
4827,I04833,745.36070701,味噌牛肉偽梨捲佐照燒醬汁
4828,I04834,254.885552485,可樂果上菜囉 避風塘魚片
4829,I04835,241.111046112,焗烤起司地瓜
4830,I04836,142.9666667,雙吃吻仔魚丸
4831,I04837,883.12077042,地瓜芝麻薄餡餅
4832,I04838,2439.55923673,起司太陽蝦餅
4833,I04839,236.963989731,滑蛋蔬菜
4834,I04840,651.537442108,焦糖蘋果慕斯
4835,I04841,419.901166818,桔香芥末籽烤雞拌豆芽菜
4836,I04842,60.622356698,蒜香四季豆
4837,I04843,853.818050533,黃瓜白肉卷
4838,I04844,1432.57295228,蔥爆雞塊
4839,I04845,1542.85521267,馬鈴薯肉片
4840,I04846,187.400483442,蕃茄滑蛋
4841,I04847,403.24909986,日式起士豬排飯
4842,I04848,2039.83630073,紹興豬肉煲
4843,I04849,0.0,胡椒蝦
4844,I04850,155.2395708,絲瓜鑲肉
4845,I04851,1773.53564568,芒果奶酪
4846,I04852,2832.64181952,芒果夏洛特慕斯蛋糕
4847,I04853,1748.10146022,紅柑砂鍋魚頭
4848,I04854,229.670297908,番茄洋蔥雞排
4849,I04855,86.500000002,沙拉綠竹筍
4850,I04856,870.105713006,醋溜蝦皮土豆絲
4851,I04857,512.857296951,法式田園南瓜湯
4852,I04858,1881.75359829,低脂地瓜藍莓蛋糕
4853,I04859,833.097595326,金銀蛋莧菜羹
4854,I04860,234.019739927,複製名店料理香酥豆包氣炸鍋版
4855,I04861,230.74171267,破布子炒豆包豆腐
4856,I04862,853.6764316,苦瓜鹹蛋
4857,I04863,705.518284321,煎烤酥脆起士豬排
4858,I04864,511.431366058,奶油南瓜湯
4859,I04865,7149.42750119,梅醋芝麻雞丁
4860,I04866,511.888426798,蘑菇起司歐姆蛋
4861,I04867,2997.10317943,紫蘇梅豬肋排
4862,I04868,623.247944663,萬用吻仔魚
4863,I04869,3984.10603863,起士肉丸
4864,I04870,86.895966818,洋蔥炒蛋
4865,I04871,234.09094516,九層塔煎蛋
4866,I04872,384.215935426,紅咖哩雞
4867,I04873,181.283629772,泰式檸檬蝦。安永鮮物
4868,I04874,678.30172061,可樂茶葉蛋
4869,I04875,202.068985461,超下飯!南洋風味娘惹咖哩高麗菜魚片
4870,I04876,160.422299148,破布子蒸鱈魚
4871,I04877,1565.2848275,日式可樂餅
4872,I04878,375.461560934,鮮蝦春捲
4873,I04879,2117.08315033,芋酥棗球
4874,I04880,813.655010891,泡菜辣炒花枝
4875,I04881,533.308919445,四川泡菜
4876,I04882,661.185667665,醬燒雞腿排拌麵
4877,I04883,215.331205812,蔥香紅燒豆腐
4878,I04884,534.39649696,秋葵歐姆蛋
4879,I04885,799.239841214,泰式打拋豬
4880,I04886,370.19299392,韭菜培根烘蛋
4881,I04887,663.873847754,東南亞風味炒蝦
4882,I04888,390.551324687,番茄紅燒牛肉麵
4883,I04889,2362.19341723,輕鬆烤全雞。香料烤雞
4884,I04890,192.078207684,雞絲飯
4885,I04891,886.202429103,鹹蛋炒苦瓜
4886,I04892,5538.9291307,紅酒燉牛肉
4887,I04893,2046.41687478,芋頭燒排骨
4888,I04894,810.25609193,五彩胡椒龍鳳盞
4889,I04895,136.021431518,佛手瓜拌脆耳雞湯凍
4890,I04896,404.966360588,日式蛋捲
4891,I04897,3816.538586,茄汁秋刀魚
4892,I04898,997.535523552,照燒雞肉豆腐堡.
4893,I04899,15026.067105,蓮藕排骨湯
4894,I04900,369.194072325,超商便當新主張 麻婆豆腐椒香鯛魚捲
4895,I04901,105.458321688,熟透的香蕉吃不完，怎麼辦？
4896,I04902,280.227102759,韓式辣燒帶魚
4897,I04903,910.383537422,簡易漢堡排
4898,I04904,501.487146296,西班牙海鮮飯
4899,I04905,577.030946745,香干炒芹菜
4900,I04906,1626.63272374,藜麥杯子蛋糕
4901,I04907,1096.94739177,香菇瓜仔肉燥
4902,I04908,817.13144012,芒果蜂巢慕絲蛋糕
4903,I04909,0.0,香濃南瓜奶酪
4904,I04910,301.29608465,黑麥啤酒燉雞
4905,I04911,3110.19079412,Groovy洋蔥肉汁薯泥佐紅酒肉豆蔻丸子
4906,I04912,523.472551013,滷豬尾
4907,I04913,15.7358783376,香蒜奶油煎杏鮑菇
4908,I04914,645.124645312,鮮蝦莎莎Tostada
4909,I04915,424.647295865,香煎雞腿佐紅酒醬汁
4910,I04916,771.991587552,lanni 蕃茄蛋炒茄子
4911,I04917,789.36602704,金沙起司蝦
4912,I04918,616.287225055,欖角肉碎炒翠玉瓜及雞脾菇
4913,I04919,986.912080671,紅酒煮青口
4914,I04920,163.018227838,lanni 香菇蛋炒紅蘿蔔
4915,I04921,269.993481429,紅燒苦瓜
4916,I04922,251.744112118,不加一滴油的椒麻雞
4917,I04923,67.141891144,快炒小黃瓜
4918,I04924,1571.96999978,自製南瓜QQ圓
4919,I04925,399.826794985,芥藍炒羊肉
4920,I04926,328.664514775,自製鹽酥雞
4921,I04927,872.074308118,夏日清甜水蜜桃佐彩椒雞丁
4922,I04928,2930.81202975,蘇格蘭活力五蔬果燉雞
4923,I04929,609.546824075,燒雞翅
4924,I04930,922.812412362,麻油薑絲莧菜
4925,I04931,30.73353966,椒麻涼拌雞腿
4926,I04932,335.7033334,醬煎鰹魚
4927,I04933,2344.3305025,義式香料奶油馬鈴薯
4928,I04934,630.171413243,奶油啤酒蝦
4929,I04935,544.075523722,南瓜濃湯
4930,I04936,10.754586738,清炒南瓜心
4931,I04937,1251.98180639,藕和蓮子腰果
4932,I04938,1048.17201579,蔥爆辣味草蝦
4933,I04939,612.558650888,香菇鑲肉
4934,I04940,25686.03155,醬燒丸子
4935,I04941,707.074162829,海鮮炒麵
4936,I04942,1408.19081171,蕃茄海鮮麵
4937,I04943,109.253380209,芒果牛奶飲
4938,I04944,2279.18594587,油豆腐細粉
4939,I04945,284.08053873,焗烤馬鈴薯
4940,I04946,1343.62679742,干貝菠菜濃湯
4941,I04947,775.853755289,豉蒸魚片
4942,I04948,525.29317885,鹽酥蝦
4943,I04949,102.24999999,味噌土魠魚
4944,I04950,123.6527058,麥克雞塊
4945,I04951,354.539154525,香料烤比目魚頰
4946,I04952,291.69332258,醬油燒高麗菜
4947,I04953,1687.92824054,醬牛肉
4948,I04954,150.514448765,花椰菜燴蟹肉棒
4949,I04955,126.151212856,豆皮菠菜捲
4950,I04956,127.296927849,手撕包菜
4951,I04957,2798.0145164,梅干扣肉
4952,I04958,101.2827891,袖珍菇炒金針
4953,I04959,75.517086738,蒜香蒸雞腿
4954,I04960,86.839448984,雪白菇炒水蓮
4955,I04961,1540.9300477,家常絲瓜拉麵
4956,I04962,109.238196918,老皮嫩豆腐
4957,I04963,963.435071818,紅燒牛楠
4958,I04964,660.894577044,好友小酌必勝沖繩山苦瓜食堂
4959,I04965,869.741430919,菇菇嫩雞煲仔飯
4960,I04966,342.982588505,客家風味菜圃蛋
4961,I04967,191.980000338,紫蘇梅醋滋蓮藕片
4962,I04968,1622.50563944,藜麥鮮蝦炒飯
4963,I04969,467.425340413,蓮藕雞塊
4964,I04970,517.441462619,涼拌蓮藕片
4965,I04971,303.577259329,原鮑甘露玉繡球
4966,I04972,323.848329027,培根洋蔥甜圈圈
4967,I04973,88.028614399,蔥燒豆腐
4968,I04974,725.24600432,青醬鮭魚蛋包飯
4969,I04975,118.334986341,超簡易外酥內嫩泰式椒麻雞
4970,I04976,243.857337532,銀芽如意櫻桃鴨
4971,I04977,2211.57420701,水果蛋撻
4972,I04978,97.8571917533,三色椒炒牛肉
4973,I04979,435.306695105,花椰菜也能三杯
4974,I04980,1483.76356279,醬燒子排
4975,I04981,819.199006115,西班牙辣肉醬燉豆腐
4976,I04982,1003.01650638,西班牙燉辣肉醬
4977,I04983,213.689724492,肉燥蘑菇佐娃娃菜
4978,I04984,132.979999995,家常炒雞丁
4979,I04985,1214.26231458,頂上鮮
4980,I04986,635.8,鹹豬肉蒸地瓜
4981,I04987,3971.51212213,日式和風香蕉煎餅
4982,I04988,277.511367813,覆盆子藍莓果醬
4983,I04989,162.510029421,暖味好食材~苦茶油炒高麗菜秋葵
4984,I04990,3230.28471957,匈牙利紅酒燉牛肉
4985,I04991,1085.90070297,竹筍排骨粥
4986,I04992,251.473167857,電鍋版蒸紫茄
4987,I04993,703.908088511,生菜蝦鬆
4988,I04994,51642.6551361,苦瓜丸
4989,I04995,380.185513318,佐蒜香蟹卵
4990,I04996,786.637588564,乾燒翅小腿
4991,I04997,180.459021754,梅漬苦瓜
4992,I04998,41.55555556,四川口水雞
4993,I04999,983.770784422,墨西哥手撕雞肉潤餅
4994,I05000,621.05390506,芋頭炊飯
4995,I05001,674.208406286,香煎青醬雞排
4996,I05002,116.528073375,紅燒豆腐
4997,I05003,296.047529164,甘味玉子燒
4998,I05004,600.697315586,麻油枸杞龍蝦
4999,I05005,60.499229533,糖醋豆芽菜
5000,I05006,528.40043278,吃的到芋頭顆粒的芋泥餅
5001,I05007,75.7729146835,涼拌雞絲
5002,I05008,47.037050256,DIY新鮮愛文芒果冰棒
5003,I05009,418.1107477,紅茶燻雞腿
5004,I05010,245.903065056,蕃茄炒蛋
5005,I05011,1852.68971044,日式蘿蔔燉牛腩 & 蘿蔔去生味又入味秘訣
5006,I05012,612.30886523,蟹肉玉米煎蛋
5007,I05013,523.167388,蜜芋頭
5008,I05014,1290.52032654,肉骨茶
5009,I05015,136.957337448,香炒 生香菇
5010,I05016,2296.2126828,鮮蝦蛤蜊雜炊
5011,I05017,1419.73654249,乳酪南瓜蛋糕
5012,I05018,932.671940454,將軍的滋味 韓式雪梨雞排
5013,I05019,159.7224305,龍順海味~香煎花枝排
5014,I05020,454.35000015,龍順海味~乾煎青嘴魚
5015,I05021,367.0861219,酥炸大透抽
5016,I05022,513.328014424,日式牛丼飯
5017,I05023,1108.6926164,焗烤花椰菜
5018,I05024,195.740404924,黃金香蔥鵝油拌香菇大陸妹
5019,I05025,1758.11003621,土式馬鈴薯燉肉丸SULU KOFTE
5020,I05026,721.834179442,藜麥紅豆粥
5021,I05027,1994.06915658,麻婆肉醬
5022,I05028,634.905278925,梅漬番茄
5023,I05029,0.0,酥炸柳葉魚
5024,I05030,0.0,墨西哥南瓜麵包
5025,I05031,221.080911875,酥炸軟絲
5026,I05032,1126.1470037,日式烤鯖魚
5027,I05033,732.333514136,三寶豆腐
5028,I05034,2702.60796761,蒜泥白肉回鍋肉
5029,I05035,463.137893574,辣拌中卷
5030,I05036,2129.35528593,蟹黃豚肉豆腐煲
5031,I05037,3666.2339287,蒜頭雞湯
5032,I05038,601.71790398,紹興茶香溏心蛋
5033,I05039,326.219212074,日式味噌燒肉
5034,I05040,64.8654098355,泰式打拋肉
5035,I05041,7673.05536806,蒜苗臘肉
5036,I05042,134.060507944,紅燒冬瓜
5037,I05043,1186.56058862,馬鈴薯甜甜圈
5038,I05044,848.251696794,紅酒燉牛肉
5039,I05045,3153.01224827,紅燒燉牛肋
5040,I05046,52.7670043172,義式烤鱈魚
5041,I05047,2112.91759967,免烤百香果芒果慕斯塔
5042,I05048,21.0,椒鹽松阪豬
5043,I05049,1499.9573173,脆蘆筍佐鮪魚醬
5044,I05050,1420.57489077,紅燒烤麩
5045,I05051,608.378457486,紅燒栗子豆包
5046,I05052,276.549024834,啤酒檸檬雞肉串
5047,I05053,379.369918908,泡菜大蔥里肌捲
5048,I05054,6485.40971818,泰式冬蔭功雞翼
5049,I05055,861.421510885,塔吉義式雙薯雞
5050,I05056,0.0,醃漬鹹檸檬
5051,I05057,640.082946939,奶油蝦
5052,I05058,0.0,醃漬蜂蜜檸檬
5053,I05059,206.284347527,蜂蜜烤雞腿
5054,I05060,711.686522911,沙嗲雞肉串
5055,I05061,762.711773844,清燉鱸魚湯
5056,I05062,470.956951699,醬瓜豆腐
5057,I05063,579.193627429,藜麥干貝炊飯
5058,I05064,1343.23857213,芋頭番茄牛肉湯
5059,I05065,1165.576,炸出漂亮的天婦羅~南瓜天婦羅
5060,I05066,762.830345678,蒜味雞
5061,I05067,121.147080801,辣炒地瓜雞
5062,I05068,237.34414598,梅香彩椒松阪豚
5063,I05069,454.541716351,豆乾肉絲
5064,I05070,1137.93974946,涼拌雞絲拉皮
5065,I05071,1912.02813532,生爆牛五花肉
5066,I05072,1051.3807501,金菇肥牛
5067,I05073,1256.66986495,牛五花咖哩歐姆蛋
5068,I05074,36.0248156862,開陽白菜
5069,I05075,3255.74475813,芒果花園奶酪蛋糕
5070,I05076,4173.8635351,瓜仔肉燥
5071,I05077,540.05277778,三杯雞
5072,I05078,246.06921859,金針菜脯蛋
5073,I05079,1214.85812611,和風醬燒鯖魚
5074,I05080,220.919442657,海鮮大阪燒
5075,I05081,707.825096761,義式番茄湯麵
5076,I05082,76.9970808,糖醋自製雞塊
5077,I05083,660.86107746,香煎起司薯餅
5078,I05084,161.87,韭花菇菇
5079,I05085,930.511199718,五彩糖醋魚
5080,I05086,454.389735977,香草煙燻雞腿
5081,I05087,404.697819742,體內環保筍香肉末
5082,I05088,939.838665407,糯米椒炒小魚
5083,I05089,1672.8630952,龍眼果醬
5084,I05090,951.10289505,番茄鮮蝦蘆筍
5085,I05091,1405.93006751,鮮蝦芙蓉粉絲煲
5086,I05092,358.905489198,蕃茄炒蛋
5087,I05093,110.835,蜜漬南瓜
5088,I05094,1672.46016932,紅豆南瓜煎餅
5089,I05095,664.342679272,豆瓣豆腐魚
5090,I05096,825.011770028,絲瓜海鮮煎餅
5091,I05097,424.039651894,薑燒豬肉
5092,I05098,882.84479307,南蠻雞肉
5093,I05099,1824.5761905,芝麻南瓜Q餅
5094,I05100,3472.98286229,匈牙利燉牛肋
5095,I05101,42.430962924,紅蔥杏菜金針菇
5096,I05102,528.734764919,避風塘炒蝦
5097,I05103,29.954349492,青椒炒木耳
5098,I05104,189.315594737,台式虱目魚肚味增湯
5099,I05105,213.911450911,青蘋果＆覆盆子雪酪
5100,I05106,3448.79371179,獅子頭滷白菜
5101,I05107,240.809999998,包Q龍眼
5102,I05108,304.003797519,義大利茄汁烹海鮮
5103,I05109,479.74348498,班尼迪克蛋
5104,I05110,274.258125916,泰式涼拌中卷
5105,I05111,165.921773409,蘋果派
5106,I05112,491.116666695,照燒雞腿
5107,I05113,3200.14062536,蜜糖雞翼
5108,I05114,2085.82963033,香茅牛小排
5109,I05115,79.65796233,酥炸透抽
5110,I05116,751.767603333,芒果椰汁腸粉
5111,I05117,430.457841924,韓式泡菜炒松阪
5112,I05118,529.08757976,雙筍炒蝦仁
5113,I05119,172.084071218,涼拌鮪魚洋蔥
5114,I05120,1.452,沙拉冷筍
5115,I05121,10.33164756,燙青菜
5116,I05122,62.33333334,香酥雞腿排
5117,I05123,895.947244281,孟加拉香料優格拌茄
5118,I05124,344.778966312,印度香料優格烤雞腿
5119,I05125,763.755977394,優格小黃瓜沾醬佐孜然雞腿串
5120,I05126,1476.16255522,芋泥蛋糕
5121,I05127,476.914458327,低油低糖綠豆地瓜餡
5122,I05128,185.55411529,涼拌洋蔥豆腐
5123,I05129,1014.8471122,辣炒蕃茄肉片
5124,I05130,415.200187771,迷你香腸蛋包飯
