,RcpNo,Rcp_ingreCal,RcpName
23181,I23193,681.940528864,檸檬草椰子蛋糕 Lemongrass Coconut Bread
23182,I23194,942.763958945,酪梨牛奶冰淇淋
23183,I23195,276.73426704,減熱量~降糖份~~美味酪梨鮮奶烙
23184,I23196,0.0,濃濃蘋果香 荷式蘋果派公主
23185,I23197,4915.4931207,消暑冬瓜露
23186,I23198,1929.25885998,簡易蘿蔔糕
23187,I23199,141.972726044,藍莓起酥派
23188,I23200,720.668195308,蜜糖吐司串
23189,I23201,3048.96990382,奶油肉鬆卷麵包
23190,I23202,4096.42105882,藏心吐司
23191,I23203,1287.68547401,焦糖牛奶咖啡慕斯塔
23192,I23204,3544.9499995,黑木耳火龍果汁
23193,I23205,691.4,茉莉花茶凍
23194,I23206,256.625166369,法式火腿蛋土司
23195,I23207,328.436507935,香滑豆腐花
23196,I23208,1868.78203793,覆盆子乳酪蛋糕
23197,I23209,2684.81069853,伯爵紅茶餅乾
23198,I23210,7416.60022396,黃金明月杯子蛋糕
23199,I23211,1297.58432894,香草焦糖烤布丁
23200,I23212,650.00889452,焦糖蒸布丁
23201,I23213,1429.40726436,鬆餅粉巧克力蛋糕
23202,I23214,416.382349074,新鮮水果茶
23203,I23215,7262.19792355,不加蛋也好吃的提拉米蘇
23204,I23216,1425.72372549,塔香玫瑰饅頭
23205,I23217,3036.0746678,自製綜合莓果醬&天然莓果汁
23206,I23218,644.541992614,低卡豆腐乳酪蛋糕
23207,I23219,670.0686779,在家煮麥香紅茶
23208,I23220,1131.41341463,家常蔥油餅
23209,I23221,436.604322924,鴛鴦奶酪
23210,I23222,5185.63122493,奶香酥餅
23211,I23223,3084.89378293,冰心綠豆糕
23212,I23224,259.892163602,鄉村風肉桂紅蘿蔔派
23213,I23225,2734.1025,香草紅茶戚風蛋糕
23214,I23226,1539.19571696,綜合莓法式吐司酸奶玉米片早餐
23215,I23227,0.0,日式炸飯糰
23216,I23228,1074.63970113,韭菜蔬食煎餅
23217,I23229,455.258639427,清爽杞子桂花糕
23218,I23230,1609.48145926,桶型麵包
23219,I23231,1672.27893848,鬆餅
23220,I23232,3493.43034165,濃醇覆盆莓巧克力塔
23221,I23233,75.0,果醬千層酥
23222,I23234,1222.10007451,Panna Cotta 奶酪
23223,I23235,4234.17625919,瑪德蓮貝殼蛋糕
23224,I23236,7816.65219924,木須炒餅
23225,I23237,2188.18612846,簡易6吋巧克力蛋糕
23226,I23238,1219.8970308,洋蔥鮪魚塔
23227,I23239,1017.64306252,蜂蜜綠豆薏仁湯
23228,I23240,5.0,黑糖蝴蝶酥
23229,I23241,1438.40652709,蒸烤雞蛋牛奶布丁
23230,I23242,26.4,金桔梅子茶
23231,I23243,4091.36503916,芋仔蕃薯蛋糕捲
23232,I23244,1423.07263231,法式巧克力手指泡芙 Chocolate Eclairs
23233,I23245,819.59720776,糖漬橙皮
23234,I23246,1473.47765175,香蕉蛋糕
23235,I23247,221.96975,糙米芝麻堅果豆漿
23236,I23248,671.9883232,超級健康~無油水蒸蛋糕
23237,I23249,8221.66730328,鳳梨酥
23238,I23250,1396.78805612,焦糖鮮奶布丁 Caramel Custard Puddings
23239,I23251,1495.5685055,爆漿的巧克力蛋糕
23240,I23252,296.001912915,麵包布丁 Bread Pudding
23241,I23253,1587.96172804,心太太太軟
23242,I23254,109.87311422,百香果雞尾酒
23243,I23255,587.128045454,日式章魚丸子
23244,I23256,0.0,抹茶紅豆漩渦土區
23245,I23257,819.651120157,DIY翡翠檸檬茶
23246,I23258,950.335949837,藍莓杏仁吐司麵包
23247,I23259,124871.179101,水蜜桃香堤閃電泡芙
23248,I23260,1612.89702644,玉米布丁麵包
23249,I23261,1026.99490196,珍珠起士麻糬球
23250,I23262,5.0,酸酸甜甜好滋味爆漿桑葚派
23251,I23263,2500.46645181,動物造型雞蛋糕
23252,I23264,338.2935468,法式土司-豆漿版
23253,I23265,1448.98960474,藍莓優格乳酪蛋糕
23254,I23266,103.880345419,鮪魚吐司塔
23255,I23267,2377.46207108,蜜桃冰淇淋
23256,I23268,380.847428773,菠菜起司鬆餅 Spinach Cheese Waffle
23257,I23269,1588.35430555,輕乳酪蛋糕
23258,I23270,2866.8213229,蘋果香檸磅蛋糕
23259,I23271,1487.12678367,蟹殼黃
23260,I23272,4267.74350274,黃色小鴨餅乾 | Yellow Duck Cookies
23261,I23273,419.9022221,純素蘿蔔糕
23262,I23274,208.31555555,好好吃的饅頭大人！
23263,I23275,992.74851541,巧克力餅乾
23264,I23276,1862.39754901,椰奶雪花糕
23265,I23277,1600.22249525,杏仁巧克力餅乾
23266,I23278,16812.675991,水餃皮餡餅
23267,I23279,1876.14591688,薯泥餅
23268,I23280,709.106538781,巧克力無油蛋糕
23269,I23281,749.059552125,輕鬆做莓果酥皮塔
23270,I23282,325.057586619,開心果冰淇淋
23271,I23283,3164.9873006,酥炸湯圓
23272,I23284,1411.34437471,熔岩巧克力蛋糕
23273,I23285,1686.4545,手作蘇打餅乾
23274,I23286,515.439935622,奶油夾心巧克力鬆餅
23275,I23287,1600.05116644,火龍果雙色吐司
23276,I23288,2434.8141275,怕香精嗎自己作免揉吐司
23277,I23289,1937.678,香料麵包
23278,I23290,982.21798329,燻鮭魚貝果佐酸豆奶油乳酪醬
23279,I23291,1504.61896055,蔬食沙拉鬆餅
23280,I23292,12.508536585,手滑也能做的蘋果布丁奶茶
23281,I23293,131.54018424,簡易肉桂法國土司
23282,I23294,4128.39253597,鮮奶核桃麵包
23283,I23295,118.836015197,柚茶楓糖檸檬飲
23284,I23296,727.1545454,泡芙冰淇淋
23285,I23297,701.1513101,抹茶薄荷桃果鬆餅
23286,I23298,7644.59892656,菠蘿泡芙(櫻桃餡)
23287,I23299,374.676034002,焦糖豆花布丁
23288,I23300,46.13133924,蜜味鳳梨冰棒
23289,I23301,3568.31426288,水煎包
23290,I23302,1277.48935089,香甜蘋果醬
23291,I23303,236.6248677,綠茶豆漿拿鐵
23292,I23304,3998.86100085,蔥花麵包
23293,I23305,2006.5996406,巧克力杏仁塔
23294,I23306,2406.68429166,黑糖堅果饅頭
23295,I23307,233.283321794,棉花糖土司
23296,I23308,1553.99693137,歐風奶油麵包
23297,I23309,3401.02573042,蔥肉水煎包
23298,I23310,3670.43797024,黑木耳酪梨布丁奶昔
23299,I23311,2138.77045576,免烤箱
23300,I23312,369.325684573,法式吐司
23301,I23313,1143.59949616,蔥油餅
23302,I23314,107.813328375,鳳梨澄酒冰沙
23303,I23315,2927.62174858,起士熔岩火腿麵包
23304,I23316,363.2115271,和風梅酒凍
23305,I23317,1090.93063936,濃濃巧克力冰淇淋
23306,I23318,1932.66252465,卡雷特餅乾
23307,I23319,0.0,花青素葡萄藍莓汁
23308,I23320,144.370061085,吐司野菇盅
23309,I23321,350.977941168,黑糖仙草奶凍
23310,I23322,208.53726504,義式風味烤土司
23311,I23323,209.929989372,清涼消暑‧檸檬冬瓜茶凍
23312,I23324,2395.55765072,幕斯
23313,I23325,105.871198046,香蒜辣味田園脆吐司
23314,I23326,1591.64464924,起士小鬆餅
23315,I23327,702.781718079,家常版甜甜圈
23316,I23328,1334.93251903,巧克力年輪蛋糕
23317,I23329,844.32328029,Salted Caramel Sauce
23318,I23330,3610.04440844,提拉米蘇
23319,I23331,147.0,牛蒡茶
23320,I23332,1443.47619035,洛神花果醬
23321,I23333,33.55451181,黃金片片
23322,I23334,624.32523529,法式麵包冰淇淋
23323,I23335,638.224379649,軟嫩蒸布丁
23324,I23336,567.90761802,嫩豆腐冰淇淋
23325,I23337,794.486181145,奶油果冰淇淋
23326,I23338,613.74215686,米飯冰淇淋
23327,I23339,479.5714286,凍布丁雪糕
23328,I23340,658.2305252,牛奶糖蛋捲冰淇淋
23329,I23341,1264.31693137,橘蜜奶油乳酪歐風麵包
23330,I23342,2311.94423766,水果塔
23331,I23343,2562.14583778,蜜桃奶酥餅乾
23332,I23344,386.2,甜桃果泥凍
23333,I23345,1952.77660053,核桃腰果豆漿饅頭
23334,I23346,2816.6251602,黑芝麻小饅頭
23335,I23347,787.14059795,濃郁感豆漿布丁
23336,I23348,0.0,幫助消化鳳梨芒果汁
23337,I23349,271.329170594,優格綜合水果
23338,I23350,3024.44766489,巧克力核桃蛋糕
23339,I23351,1370.87766463,格子餅乾
23340,I23352,2987.52722591,糖霜柳橙餅乾
23341,I23353,3383.81922428,鮮奶土司
23342,I23354,3418.4045808,水蜜桃椰子塔
23343,I23355,384.985404,雞蛋布丁
23344,I23356,1901.05504449,花生豆花
23345,I23357,522.54720916,榛果醬輕鬆做
23346,I23358,197.625924281,覆盆子冰沙
23347,I23359,4013.88174497,免烤檸檬乳酪蛋糕
56300,I23360,400,黑糖蕾絲脆片
23348,I23361,331.61333328,情人節版玫瑰花綠茶
23349,I23362,1471.3667257,星星鬆餅
23350,I23363,452.340213859,生菜豬排吐司
23351,I23364,656.305370371,剩飯變麻糬
23352,I23365,1470.44019117,鮮奶雙峰吐司
23353,I23366,1327.42316023,鮪魚沙拉鬆餅
56301,I23367,400,伯爵戚風糖霜蛋糕
23354,I23368,900.8287782,黑糖杯子蛋糕
23355,I23369,1553.29100409,香檸重乳酪蛋糕
23356,I23370,0.0,迪士尼手工餅乾
23357,I23371,1585.21109143,法式葡萄布丁 Grape Clafoutis
23358,I23372,1898.1424403,貓熊圓仔包
23359,I23373,10.95,雜糧米布丁
23360,I23374,360.28009548,法式蜂蜜吐司
23361,I23375,915.094086825,巧克力布丁
23362,I23376,1415.89470388,一口牛奶小饅頭
23363,I23377,2688.91816878,低糖果乾餅乾
23364,I23378,1881.97647058,焦糖烤布丁
23365,I23379,1444.92274331,濃厚乳酪蛋糕
23366,I23380,3400.07159781,黃金比例特調翡翠檸檬茶
23367,I23381,214.21796202,鮪魚蛋土司
23368,I23382,1182.52774749,杯子蛋糕
23369,I23383,708.68829432,紅豆羊羹
23370,I23384,4098.27261471,上海生煎包
23371,I23385,2542.14322955,藍莓乳酪蛋糕
23372,I23386,2082.05283676,鮪魚起司鬆餅塔
23373,I23387,1362.26057144,簡易湯鍋烤白麵包
23374,I23388,3336.06251677,提拉米蘇
23375,I23389,550.339557005,蜂蜜燉奶布丁
23376,I23390,4972.97329722,抹茶白巧克力起士蛋糕
23377,I23391,463.93571427,椰香豆奶雪花糕
23378,I23392,2136.08958335,讓我們鎖在一起_情人節餅乾
23379,I23393,764.746038338,翡翠檸檬茶
23380,I23394,1533.52534525,免揉~芝麻歐風麵包
23381,I23395,1460.87847532,美式鬆餅
23382,I23396,144.765851826,起司南瓜派
23383,I23397,136.3577586,香酥胡椒吐司脆片
23384,I23398,549.834782595,核桃鬼椒白巧克力
23385,I23399,1097.7774001,牛奶慕斯派
23386,I23400,283.383842435,盆栽oreo
23387,I23401,3594.83384866,愛戀布朗尼
23388,I23402,1058.25332103,豆渣甜甜圈
23389,I23403,2226.34797735,藍莓芝士蛋糕
23390,I23404,62.5106627,青江菜鳳梨汁
23391,I23405,441.531017662,全素燕麥鬆餅
23392,I23406,100.0,懶人窈窕輕食~優格布丁麥片
23393,I23407,581.054920636,古早味麵茶麻糬
23394,I23408,170.0,DIY草莓果醬
23395,I23409,218.842422222,檸檬紅茶
23396,I23410,1786.72606893,《水蜜桃果醬》
23397,I23411,1751.51018336,摩卡巧克力蛋糕
23398,I23412,2528.16693133,蔓越莓白巧克力餅乾
23399,I23413,1457.23822072,奇異果奶酪
23400,I23414,1483.76666666,神偷奶爸造型餅乾Despicable Me
23401,I23415,218.788223455,DIY法式煎吐司
23402,I23416,1282.93081967,新鮮草莓果醬
23403,I23417,0.0,綜合莓豆漿
23404,I23418,130.03261802,歡樂芙蓉豆腐花園
23405,I23419,1092.75272059,芝麻布丁
23406,I23420,1509.70133342,可愛小熊餅乾
23407,I23421,359.6875,免烤懶人法~~重乳酪蛋糕
23408,I23422,536.480708929,水果鬆餅
23409,I23423,748.75519049,芋泥布丁西米露
23410,I23424,839.111085,優格湯匙餅乾
23411,I23425,387.81572868,麥米片煉乳冰淇淋
23412,I23426,1855.7427951,櫻花雪果醬酥餅
23413,I23427,109.930489663,蕃茄奶酪沙拉
23414,I23428,3205.06494883,禮物餅乾
23415,I23429,37.0209634845,貓吐司
23416,I23430,15.0,優格蔬果沙拉
23417,I23431,2119.30592989,蜂蜜杯子蛋糕_無奶油_免泡打粉
23418,I23432,801.296065822,水波蛋起酥菇菇派佐荷蘭醬
23419,I23433,1479.29202147,五穀米黑糖土司
23420,I23434,1078.24598039,北海道戚風蛋糕
23421,I23435,169.048965856,奇異果水梨汁
23422,I23436,278.942349723,快速自製清涼飲品 金桔檸檬茶
23423,I23437,2015.09289808,南瓜全麥餅乾
23424,I23438,678.38076948,盆栽冰淇淋
23425,I23439,373.822222208,百香果醬
23426,I23440,49.6309118755,"屬於你的""愛情茶"""
23427,I23441,124.216161616,玫瑰情人酥捲
23428,I23442,1220.62171289,脆片雙色奶酪
23429,I23443,2736.36666668,黑糖糕
23430,I23444,676.095299392,瘋狂腰果餅乾
23431,I23445,2213.12388519,韭菜豆乾肉末&玉米蔥花肉末
23432,I23446,36.24634286,水果優格
23433,I23447,2130.15081375,普羅旺斯香料麵包
23434,I23448,1720.80592252,凱洛廚房 蘿蔔糕
23435,I23449,523.47847532,超嫩蒸布丁
23436,I23450,1611.8050808,巧克力餅乾花生醬冰淇淋三明治改良版
23437,I23451,724.21411764,可可棉花糖乳酪杯
23438,I23452,605.251318933,嫩炒雞胸法式吐司
23439,I23453,1587.66845575,黑糖糕
23440,I23454,472.995120015,簡易無糖小鬆餅
23441,I23455,640.905642181,檸檬藍莓鬆餅 Lemon Blueberry Waffle
23442,I23456,3102.8788984,烤乳酪蛋糕~香濃綿密好誘人
23443,I23457,2701.0047619,葡萄乾麥片高纖餅乾
23444,I23458,736.125271465,雞蛋布丁
23445,I23459,47.890806105,左手香薄荷玫瑰蜜茶
23446,I23460,2266.22024003,香草巧克力杯子蛋糕
23447,I23461,3456.8779924,蔥花麵包&義式火腿玉米麵包&椰子葡萄乾麵包
23448,I23462,2027.94330915,法式櫻桃布丁杯~克拉芙緹Clafoutis
23449,I23463,1675.20138336,法式濃情岩漿巧克力
23450,I23464,0.0,英式創意豆漿紅茶
23451,I23465,85.7081629704,杯子蛋糕(素食)
23452,I23466,1636.75978479,百香果杯子蛋糕
23453,I23467,4721.63052667,棉花糖夾心軟式餅乾
23454,I23468,1416.62872063,超可愛KT鬆餅
23455,I23469,1075.76009803,夏日消暑~入口即化香草鮮奶酪
23456,I23470,1521.5887083,蔓越莓燕麥餅乾
23457,I23471,4729.05504762,甜菜根雙色養身饅頭
23458,I23472,4620.2407619,甜菜根養身饅頭
23459,I23473,771.17931653,紅絲絨蛋糕捲 Red Velvet Roulade
23460,I23474,203.300070026,巧克力冰沙
23461,I23475,4256.25844705,橙皮杏仁可可餅乾
23462,I23476,4645.11014349,果醬小餅乾
23463,I23477,216.84708081,鬆軟豆渣鬆餅
23464,I23478,2959.42936135,韭菜盒子
23465,I23479,602.213681329,奶油甜蘋土司塔
23466,I23480,1080.14180192,檸檬麥片杯子蛋糕
23467,I23481,603.742795339,蛋白霜蛋糕
23468,I23482,3660.52134818,菜肉香菇燒賣
23469,I23483,1729.83935276,蒸的燕麥布丁
23470,I23484,303.450771712,香蘭葉戚風蛋糕 Pandan Chiffon Cake
23471,I23485,288.577472745,檸檬馬鞭草甜葉菊綠茶
23472,I23486,856.29024003,德國香腸菇菇起酥鹹派
23473,I23487,112.2875,雪白菇美人甜湯
23474,I23488,280.743922788,法式焦糖蘋果派
23475,I23489,435.267295004,薄荷檸檬紅茶
23476,I23490,2265.93758272,奧利奧花生醬巧克力杯子蛋糕
23477,I23491,1077.68213221,約克夏布丁
23478,I23492,3304.99151,果醬奶香酥餅
23479,I23493,978.22182252,奇異果優格慕斯
23480,I23494,0.0,葡萄乾脆片鮮奶飲
23481,I23495,31.83333333,涼夏日式抹茶布丁豆漿
23482,I23496,4491.66869022,古早味~薑味花生糖
23483,I23497,703.483529406,鮮奶酪
23484,I23498,296.2962963,烤脆糖法式麵包
23485,I23499,1624.58536691,湯種黑芝麻土司
23486,I23500,1811.43920635,剩飯做黑芝麻麻糬
23487,I23501,1587.19299392,熔岩巧克力蛋糕
23488,I23502,1534.92608369,戚風蛋糕(免烤箱‧免泡打粉)
23489,I23503,2518.1516536,藍莓貝果
23490,I23504,1299.22871592,大理石巧克力蛋糕捲
23491,I23505,471.931088798,香蒜培根約克夏
23492,I23506,1971.17861111,百香果戚風蛋糕
23493,I23507,912.800919116,免揉免甩歐式麵包
23494,I23508,1213.55555555,清涼軟Q黑糖粉粿
23495,I23509,671.079012654,起司彩蔬鹹派
23496,I23510,99.450222225,餐包
23497,I23511,1198.25195437,香草橄欖佛卡夏Focaccia
23498,I23512,1565.50656272,葡萄司康Grape Scone
23499,I23513,282.334335919,水蜜桃酸啤酒雪波 Peach Lambic Sorbet
23500,I23514,0.0,酥烤土司條
23501,I23515,449.392323364,蔓越莓核桃紅茶餅乾
23502,I23516,685.247062504,豆漿奶酪佐木耳蓮子凍
23503,I23517,1511.91219913,義大利烤餅
23504,I23518,438.002413848,巧克力法式吐司
23505,I23519,255.123139425,菇菇烤蛋吐司盅
23506,I23520,1749.19113613,幸福時光甜點杯
23507,I23521,2541.16908278,起司(芝士)餅乾
23508,I23522,1066.07635625,椰香奶酥泡泡餅
23509,I23523,647.289130425,棉花棒棒糖之偽杯子蛋糕
23510,I23524,975.2375,虎皮巧克力蛋糕捲
23511,I23525,2531.96125816,巧克力蛋糕捲
23512,I23526,402.375,酥脆脆芝麻糖
23513,I23527,1019.15186273,小貓掌湯圓麻糬
23514,I23528,2077.33431372,愛爾蘭蘇打麵包
23515,I23529,317.626568152,Omelette 歐姆雷特蛋
23516,I23530,531.208758166,營養芝麻凍
23517,I23531,2136.08958335,收買人心情人節小餅乾
23518,I23532,1754.22525998,巧克力牛奶雙層奶酪
23519,I23533,1900.41843137,養生穀物蛋糕
23520,I23534,2694.81999999,黑糖全麥饅頭
23521,I23535,2085.1468741,可口餅乾
23522,I23536,1661.19312195,香蔥饅頭鍋貼
23523,I23537,606.387727806,斯佩爾特肉桂捲 & 肉桂鬆餅 Spelt Cinnamon Roll & Waffle
23524,I23538,990.0730505,綜合堅果鬆餅
23525,I23539,1097.25214177,蔥油餅
23526,I23540,1862.41352253,柚子乳酪蛋糕
23527,I23541,2116.33467971,貝里詩奶酒巧克力杯子蛋糕
23528,I23542,3896.84667266,經典雙層巧克力蛋糕
23529,I23543,505.34335133,蜂蜜麥片巧克力塔
23530,I23544,592.71428572,黑白可可卡滋脆條
23531,I23545,810.455967076,巧克力花生醬燕麥球
23532,I23546,212.4951225,起士蛋吐司
23533,I23547,828.451309554,巧克力牛軋糖蘇打餅
23534,I23548,1343.21309828,花朵法式鹹派
23535,I23549,490.08114333,力士捲心夾吐司
23536,I23550,731.424117637,綠茶冰淇淋
23537,I23551,3492.87298842,濃情松露巧克力
23538,I23552,1182.16800299,百香果酪 抹醬
23539,I23553,3026.99856022,甜菜根全麥堅果饅頭 +天然酵母葡萄種
23540,I23554,1091.22512195,蔥油餅
23541,I23555,3464.7934789,生巧克力醬杯子蛋糕
23542,I23556,490.47423766,可麗餅
23543,I23557,1465.26680866,寶貝的提拉米蘇
23544,I23558,1609.5986,火龍果饅頭
23545,I23559,640.47285405,肉鬆芙蓉沙拉塔
23546,I23560,1205.39019607,清涼爽口的宇治抹茶冰淇淋
23547,I23561,1126.80081067,百香果天使蛋糕
23548,I23562,1434.61924799,花生豆花
23549,I23563,3439.4225,全麥小時候大餅
23550,I23564,699.081740758,甜心牛奶糖
23551,I23565,1967.62242862,葡萄巧克力餅乾
23552,I23566,2432.72290687,巧克力派餅乾
23553,I23567,1639.49019607,香脆麥米片奶酪
23554,I23568,1854.81148962,紅豆甜心麵包
23555,I23569,358.06840987,奇異果優格冰磚
23556,I23570,122.580153696,果蔬沙拉土司盎
23557,I23571,1701.0744624,葡萄乾優酪乳冰淇淋DIY
23558,I23572,994.825741083,起司約克夏布丁
23559,I23573,6222.5843468,Panna Cotta 義式鮮奶酪
23560,I23574,5956.03490016,提拉米蘇 Tiramisu
23561,I23575,280.49503856,清爽西瓜冰沙
23562,I23576,149.56367601,起司肉醬夾心
23563,I23577,2538.6599953,百香果糖霜小蛋糕
23564,I23578,1355.52875826,紅蘿蔔鬆餅佐奶油乳酪醬
23565,I23579,2798.35018924,玫瑰花輕乳酪蛋糕
23566,I23580,539.418835701,熱帶風格子鬆餅
23567,I23581,0.0,藍莓果凍起司蛋糕
23568,I23582,3018.20960062,養樂多土司
23569,I23583,1374.78854116,乳酪小餐包
23570,I23584,1300.2499446,乾煎饅頭
23571,I23585,3672.80921238,自製鬆餅粉~美式鬆餅
23572,I23586,2271.28048513,莓果奶油蛋糕
23573,I23587,1563.11261673,自然風味 馬玲薯餅乾
23574,I23588,1602.53204444,巧克力黑糖饅頭
23575,I23589,1444.46750425,超完美香濃牛軋糖蘇打餅l
23576,I23590,3048.27783192,黑木耳米布丁
23577,I23591,186.492200815,甜甜圈鬆餅早餐
23578,I23592,499.6875,葡萄乾瑞士卷
23579,I23593,1861.30121337,橙皮紅豆麵包
23580,I23594,316.67029148,法式金磚蜜糖土司
23581,I23595,257.74082387,雞蛋糕
23582,I23596,259.525507756,Dorayaki日式銅鑼燒
23583,I23597,1037.34492394,花朵鬆餅
23584,I23598,2121.81309372,雙色一口小鬆餅
23585,I23599,1195.6258308,完全不使用奶油-捲餐包
23586,I23600,326.564411764,天使戚風蛋糕
23587,I23601,1449.05374996,完全不使用奶油-燕麥小餐包
23588,I23602,1091.25375,完全不使用奶油-小餐包
23589,I23603,4050.53309637,用果汁機輕鬆做乳酪蛋糕
23590,I23604,1847.3840808,UU廚房 下午茶抹茶餅乾
23591,I23605,1679.61885434,全麥吐司
23592,I23606,955.785818481,抹茶豆漿奶酪佐自製蜜紅豆
23593,I23607,2426.98160285,葵花子餅乾
23594,I23608,897.128564317,寶寶的水果香草布丁
23595,I23609,2350.27552063,蘿蔔絲酥餅
23596,I23610,111.30025067,菇菇奶酪鹹酥派
23597,I23611,420.514294963,烤咖啡餅蛋糕
23598,I23612,227.310304323,綜合涼拌厚片土司
23599,I23613,5061.56155355,櫻桃果醬起司蛋糕
23600,I23614,1922.76,焦糖醬
23601,I23615,4845.05155554,黑糖桂圓饅頭
23602,I23616,1740.5101438,乳酪丁VS培根起司雙拼吐司
23603,I23617,687.69330874,【奶醬海鮮吐司盒子】CLASSICO*香濃白醬 義大利麵醬
23604,I23618,958.39476455,約克夏布丁
23605,I23619,1659.93509736,蜂蜜檸檬馬鞭草馬芬
23606,I23620,1772.79768746,香草奶油薄餅
23607,I23621,3358.05297637,起士蛋糕
23608,I23622,3633.48881934,藍莓起司蛋糕
23609,I23623,8.8927356265,Q感山粉圓~~不怕毒澱粉來襲~
23610,I23624,1575.79207128,自家製格仔餅 Homemade Waffle
23611,I23625,1621.4127071,杏仁小圓餅
23612,I23626,2285.41637728,牛奶可可餐包
23613,I23627,3018.20960062,養樂多餐包
23614,I23628,825.99040534,銅鑼燒鬆餅佐百花蜜
23615,I23629,41.095774648,摩卡咖啡凍
23616,I23630,188.113136414,藍莓豆漿冰淇淋
23617,I23631,2920.46056293,免烤奇異果檸檬煉奶起司塔
23618,I23632,304.692735647,火龍果冰沙
23619,I23633,271.540873025,杏仁千層酥
23620,I23634,534.850950293,紅豆糯米軟糕
23621,I23635,13.493491812,薄荷葡萄柚冰飲
23622,I23636,732.290654164,北歐瑞典薄餅 Pankaka
23623,I23637,3473.27593345,杏仁瓦片
23624,I23638,163.256809663,檸檬抹茶飲
23625,I23639,1884.00380952,甜菜根雙色饅頭
23626,I23640,2032.61139706,DIY親子家庭生日蛋糕
23627,I23641,3026.02189881,戀愛般滋味~檸檬塔
23628,I23642,1004.02252941,烏龜菠蘿麵包
23629,I23643,453.17246955,簡易雞蛋布丁塔
23630,I23644,479.5714286,奧利奧Oreo雪糕冰棒
23631,I23645,2427.96723766,亞麻籽小餐包
23632,I23646,936.340021979,小雞鬆餅
23633,I23647,1524.38999999,手工餅乾
23634,I23648,859.896704407,奇異蜜羊羹
23635,I23649,1501.72729885,焦糖雞蛋牛奶布丁~無添加，吃得安心又開心
23636,I23650,3166.09111454,水蜜桃杏仁蛋糕
23637,I23651,1208.2070808,迷迭香餅乾
23638,I23652,737.6180124,薏仁紅糯香米麻薯
23639,I23653,19.013295004,黑糖石花凍
23640,I23654,1711.70500492,抹茶紅豆戚風蛋糕
23641,I23655,3332.11317718,棉花糖巧克三明治餅乾
23642,I23656,1430.68666936,香草冰淇淋
23643,I23657,922.37432691,好吃又脆的鬆餅
23644,I23658,3467.3572852,櫻桃紅龍慕斯水果遊戲蛋糕
23645,I23659,8594.42335427,低卡天使提拉米蘇
23646,I23660,193.612892365,桂花黃金筍冰沙
23647,I23661,45.894818896,葡萄果醬
23648,I23662,2542.69122152,魔鬼巧酥餅乾
23649,I23663,2973.92225768,葡萄燕麥手工餅乾
23650,I23664,615.26323529,香草鮮奶酪
23651,I23665,650.2,戀夏蜜桃冰淇淋慕斯凍
23652,I23666,98.63557257,Line小熊土司
23653,I23667,2297.09208824,藍莓葡萄果醬
23654,I23668,1543.01089708,太陽獅子肉鬆麵包
23655,I23669,1352.44125,巧克力三明治冰淇淋餅干
23656,I23670,3386.48595039,杏仁杯子蛋糕
23657,I23671,1817.0584796,冰淇淋焦糖泡芙
23658,I23672,582.36862744,百香果奶酪佐紅酒蜜桃
23659,I23673,1294.57826085,棉花棒棒糖─杯子蛋糕篇
23660,I23674,794.486181145,酪梨牛奶冰淇淋
23661,I23675,2502.20768205,奶酥草莓果醬派 | Pie Streusel Strawberry Jam Pie
23662,I23676,1620.20847593,牛奶乳酪戚風蛋糕
23663,I23677,15.7,奶茶石花凍
23664,I23678,1665.71048061,手作梅子醬
23665,I23679,1637.72058823,黑芝麻鴛鴦奶酪
23666,I23680,1599.57359711,焗起司牛角麵包
23667,I23681,2728.47261494,造型巧克力杯子蛋糕
23668,I23682,1102.06064794,速成藍莓乳酪塔
23669,I23683,3238.02373848,做法
23670,I23684,1335.10115434,鬆餅粉做司康
23671,I23685,74.012453931,宇治金時冰沙
23672,I23686,1679.81896201,蒸香蕉蛋糕
23673,I23687,1687.12900542,蘆薈蓮子豆花
23674,I23688,3357.27930359,藍莓杯子蛋糕
23675,I23689,1629.2454625,德式蘋果溫蛋糕的傳統美味。Apfelkuchen。
23676,I23690,335.87986305,酪梨布丁牛奶
23677,I23691,26.209233199,珍貴的葡萄果醬
23678,I23692,2740.33745099,鮮奶饅頭
23679,I23693,75.1204164143,熱帶水果果醬
23680,I23694,2353.30033023,培根菠菜起司法式鹹派
23681,I23695,233.89215686,無雞蛋布丁
23682,I23696,491.65115698,鬆餅銅鑼燒
23683,I23697,678.079838904,抹茶蜂蜜戚風蛋糕 Matcha & Honey Chiffon Cake
23684,I23698,656.382198649,咖啡蛋糕吐司
23685,I23699,2449.31854954,酒釀葡萄乾小蛋糕
23686,I23700,1704.76116293,甜蜜香檸蛋糕
23687,I23701,1137.14133072,藍莓鬆餅
23688,I23702,1714.33523815,杏仁薄餅
23689,I23703,2577.46718101,全麥起司胡椒餅乾
23690,I23704,391.273202605,健康黑糖鮮奶酪
23691,I23705,367.557569927,巧克力豆餅乾
23692,I23706,2335.15924252,牛奶戚風杯
23693,I23707,687.952769608,北海道杯子蛋糕
23694,I23708,3156.2997358,Classico義大利麵蕃茄羅勒醬~蕃茄羅勒鬆糕
23695,I23709,1157.16666663,自製豆花
23696,I23710,1918.60541878,焦糖烤布丁
23697,I23711,599.0254902,煉乳鮮奶酪─鷹牌煉奶煉上水果香濃滋味
