V1,V2.x,V2.y
V1,V2,V2
GH0015,葡萄乾,3.33007936508
GH0016,罐裝蜜桃,NA
GH0017,糖漬橙片,NA
GH0018,甜桃果泥,NA
GH0019,脆李,NA
GH0020,脆梅,2.4
GH0021,話梅,NA
GH0022,西梅乾,NA
GH0023,日本梅,NA
GH0024,紫蘇梅,NA
GH0026,紹興梅,NA
GH0027,荔枝果泥,NA
GH0028,紅龍果泥,NA
GH0029,龍眼乾,3.65548262548286
GH0030,黑棗,9.74604823747636
GH0031,棗泥,3.67
GH0032,草苺乾,NA
GH0033,草苺泥,NA
GH0034,乾藍梅粒,NA
GH0036,椰棗,2.82
GH0037,無籽加州梅,NA
GH0038,茶梅,3.15
HA0001,豆干,1.66965848603326
HA0002,豆枝,3.75
HA0003,蘭花干,NA
HA0004,豆包,2.2
HA0005,豆胗,NA
HA0006,豆漿,0.363555008210286
HA0007,腐皮,3.65791005291056
HA0008,豆皮包,NA
HA0009,納豆,2.040392156865
HA0010,臭豆腐,1.00641543983017
HA0011,山水豆腐,NA
HA0012,杏仁豆腐,NA
HA0013,豆腐,0.936576180177304
HA0014,胡麻豆腐,NA
HA0015,豆腐乳,1.357320261438
HA0016,豆豉,2.47
HA0017,味噌,2.22
HA0018,干絲,2.39666666666667
HA0019,板豆腐,0.985
HA0020,蛋豆腐,0.689117647059
HA0021,百頁豆腐,2.57
HA0022,百頁結,3
HA0023,油豆腐,2.34706349206333
HA0024,千張,2.60666666666667
HA0025,素雞,1.792685185185
HA0026,豆籤,2.92
HA0027,凍豆腐,1.6106097561
HA0028,芝麻豆腐,1.91
HA0029,油揚,NA
HA0030,炸豆腐,NA
HA0031,素火腿,2.2125
HA0032,豆花,0.59
HA0033,豆沙,2.44333333333333
HA0034,豆渣,2.84166666666667
HA0035,素肉丸,1.97
HA0036,素腰花,NA
HA0037,素輪,NA
HA0038,素肚,NA
HA0039,素豆腸,NA
HA0040,素香鬆,NA
HA0041,素肉,4.16
HA0042,豆酥,NA
HA0043,焗豆,1.05
HA0044,丹貝,1.945
HA0045,羊羹,NA
HA0046,豆輪,NA
HA0047,皮絲,NA
HA0048,豆棗,4.19
HB0001,蛋液,NA
HB0002,蛋末,NA
HB0003,蛋絲,NA
HB0004,蛋白,0.48
HB0005,蛋黃,3.11875
HB0006,雞蛋,1.53994161617161
HB0007,鴨蛋,1.87149425287333
HB0008,鵪鶉蛋,1.61473675330417
HB0009,鐵蛋,2.86
HB0010,鴿蛋,0.96
